Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
1114.0,7.0,"['X86Z', 'X3W', 'L95R', 'E72X', 'I91Z', 'U3J', 'T14B']",5.0,"['G8X', 'Z8E', 'C27E', 'Z3P', 'Z98V']",5.0,"['X86Z', 'X3W', 'L95R', 'E72X', 'I91Z']",2.0,"['U3J', 'T14B']"
1115.0,5.0,"['G8X', 'Z8E', 'C27E', 'Z3P', 'Z98V']",8.0,"['P17S', 'L90R', 'S86Y', 'L36K', 'M52Y', 'W25A', 'B5S', 'S30N']",5.0,"['G8X', 'Z8E', 'C27E', 'Z3P', 'Z98V']",0.0,[]
1116.0,8.0,"['P17S', 'L90R', 'S86Y', 'L36K', 'M52Y', 'W25A', 'B5S', 'S30N']",6.0,"['R90P', 'O24D', 'F44E', 'U10C', 'Z31Z', 'F73V']",3.0,"['P17S', 'L90R', 'S86Y']",5.0,"['L36K', 'M52Y', 'W25A', 'B5S', 'S30N']"
1117.0,6.0,"['R90P', 'O24D', 'F44E', 'U10C', 'Z31Z', 'F73V']",7.0,"['J71F', 'V93L', 'U24V', 'B32I', 'B61M', 'K35O', 'O18E']",5.0,"['R90P', 'O24D', 'F44E', 'U10C', 'Z31Z']",1.0,['F73V']
1118.0,7.0,"['J71F', 'V93L', 'U24V', 'B32I', 'B61M', 'K35O', 'O18E']",8.0,"['F55W', 'R52N', 'F44M', 'Z55J', 'L85U', 'T78H', 'L79H', 'L57P']",6.0,"['J71F', 'V93L', 'U24V', 'B32I', 'B61M', 'K35O']",1.0,['O18E']
1119.0,8.0,"['F55W', 'R52N', 'F44M', 'Z55J', 'L85U', 'T78H', 'L79H', 'L57P']",8.0,"['W14X', 'B36P', 'E66A', 'G95E', 'A76S', 'N39Z', 'X64U', 'V28S']",5.0,"['F55W', 'R52N', 'F44M', 'Z55J', 'L85U']",3.0,"['T78H', 'L79H', 'L57P']"
1120.0,8.0,"['W14X', 'B36P', 'E66A', 'G95E', 'A76S', 'N39Z', 'X64U', 'V28S']",7.0,"['O46I', 'Y86W', 'O96N', 'R8M', 'J55U', 'D4W', 'J83A']",4.0,"['W14X', 'B36P', 'E66A', 'G95E']",4.0,"['A76S', 'N39Z', 'X64U', 'V28S']"
1121.0,7.0,"['O46I', 'Y86W', 'O96N', 'R8M', 'J55U', 'D4W', 'J83A']",7.0,"['B100Y', 'A24Q', 'T28C', 'R96I', 'Z43O', 'L84T', 'F10F']",5.0,"['O46I', 'Y86W', 'O96N', 'R8M', 'J55U']",2.0,"['D4W', 'J83A']"
1122.0,7.0,"['B100Y', 'A24Q', 'T28C', 'R96I', 'Z43O', 'L84T', 'F10F']",6.0,"['Q4W', 'W5G', 'Q5I', 'E23Y', 'M28Q', 'X26C']",5.0,"['B100Y', 'A24Q', 'T28C', 'R96I', 'Z43O']",2.0,"['L84T', 'F10F']"
1123.0,6.0,"['Q4W', 'W5G', 'Q5I', 'E23Y', 'M28Q', 'X26C']",5.0,"['J92C', 'D46D', 'E65S', 'T41G', 'P29A']",6.0,"['Q4W', 'W5G', 'Q5I', 'E23Y', 'M28Q', 'X26C']",0.0,[]
1124.0,5.0,"['J92C', 'D46D', 'E65S', 'T41G', 'P29A']",7.0,"['X25P', 'X78N', 'M66Q', 'J70Z', 'K96J', 'R81H', 'G99L']",5.0,"['J92C', 'D46D', 'E65S', 'T41G', 'P29A']",0.0,[]
1125.0,7.0,"['X25P', 'X78N', 'M66Q', 'J70Z', 'K96J', 'R81H', 'G99L']",6.0,"['M79E', 'N23Z', 'B30C', 'Q68Z', 'S10U', 'O80I']",5.0,"['X25P', 'X78N', 'M66Q', 'J70Z', 'K96J']",2.0,"['R81H', 'G99L']"
1126.0,6.0,"['M79E', 'N23Z', 'B30C', 'Q68Z', 'S10U', 'O80I']",7.0,"['W82Z', 'F60U', 'S32T', 'D11O', 'Y29B', 'F66Z', 'I49Y']",6.0,"['M79E', 'N23Z', 'B30C', 'Q68Z', 'S10U', 'O80I']",0.0,[]
1127.0,7.0,"['W82Z', 'F60U', 'S32T', 'D11O', 'Y29B', 'F66Z', 'I49Y']",6.0,"['Q18V', 'H60V', 'Z94U', 'F88A', 'D52W', 'U70X']",5.0,"['W82Z', 'F60U', 'S32T', 'D11O', 'Y29B']",2.0,"['F66Z', 'I49Y']"
1128.0,6.0,"['Q18V', 'H60V', 'Z94U', 'F88A', 'D52W', 'U70X']",7.0,"['G50B', 'Q97U', 'Q40F', 'Y6M', 'R82K', 'P78K', 'I39L']",5.0,"['Q18V', 'H60V', 'Z94U', 'F88A', 'D52W']",1.0,['U70X']
1129.0,7.0,"['G50B', 'Q97U', 'Q40F', 'Y6M', 'R82K', 'P78K', 'I39L']",8.0,"['W33H', 'O3F', 'A42F', 'A74G', 'S86U', 'X57M', 'B93P', 'R27V']",3.0,"['G50B', 'Q97U', 'Q40F']",4.0,"['Y6M', 'R82K', 'P78K', 'I39L']"
1130.0,8.0,"['W33H', 'O3F', 'A42F', 'A74G', 'S86U', 'X57M', 'B93P', 'R27V']",5.0,"['R64V', 'A63F', 'X22U', 'L75P', 'Y56B']",6.0,"['W33H', 'O3F', 'A42F', 'A74G', 'S86U', 'X57M']",2.0,"['B93P', 'R27V']"
1131.0,5.0,"['R64V', 'A63F', 'X22U', 'L75P', 'Y56B']",7.0,"['N3J', 'S37B', 'U84V', 'E16E', 'F99M', 'T34V', 'W26T']",4.0,"['R64V', 'A63F', 'X22U', 'L75P']",1.0,['Y56B']
1132.0,7.0,"['N3J', 'S37B', 'U84V', 'E16E', 'F99M', 'T34V', 'W26T']",8.0,"['Y62N', 'N66U', 'F74N', 'P81V', 'V98R', 'I34B', 'B91S', 'P23F']",4.0,"['N3J', 'S37B', 'U84V', 'E16E']",3.0,"['F99M', 'T34V', 'W26T']"
1133.0,8.0,"['Y62N', 'N66U', 'F74N', 'P81V', 'V98R', 'I34B', 'B91S', 'P23F']",6.0,"['O26C', 'F39G', 'C17Y', 'J62Y', 'X13H', 'E86B']",3.0,"['Y62N', 'N66U', 'F74N']",5.0,"['P81V', 'V98R', 'I34B', 'B91S', 'P23F']"
1134.0,6.0,"['O26C', 'F39G', 'C17Y', 'J62Y', 'X13H', 'E86B']",5.0,"['U93A', 'T63C', 'W6A', 'K75S', 'A30G']",4.0,"['O26C', 'F39G', 'C17Y', 'J62Y']",2.0,"['X13H', 'E86B']"
1135.0,5.0,"['U93A', 'T63C', 'W6A', 'K75S', 'A30G']",6.0,"['Q54C', 'O74X', 'J31L', 'U11G', 'C44A', 'S68U']",3.0,"['U93A', 'T63C', 'W6A']",2.0,"['K75S', 'A30G']"
1136.0,6.0,"['Q54C', 'O74X', 'J31L', 'U11G', 'C44A', 'S68U']",6.0,"['L80G', 'P92H', 'O49A', 'E90N', 'U66I', 'F76X']",4.0,"['Q54C', 'O74X', 'J31L', 'U11G']",2.0,"['C44A', 'S68U']"
1137.0,6.0,"['L80G', 'P92H', 'O49A', 'E90N', 'U66I', 'F76X']",8.0,"['Y30W', 'U32Y', 'W8S', 'E9G', 'E53B', 'Q85T', 'A30P', 'F19Y']",6.0,"['L80G', 'P92H', 'O49A', 'E90N', 'U66I', 'F76X']",0.0,[]
1138.0,8.0,"['Y30W', 'U32Y', 'W8S', 'E9G', 'E53B', 'Q85T', 'A30P', 'F19Y']",9.0,"['X50Q', 'E33C', 'I51F', 'Z65M', 'I6D', 'S72Y', 'K18S', 'G99S', 'A94U']",6.0,"['Y30W', 'U32Y', 'W8S', 'E9G', 'E53B', 'Q85T']",2.0,"['A30P', 'F19Y']"
1139.0,9.0,"['X50Q', 'E33C', 'I51F', 'Z65M', 'I6D', 'S72Y', 'K18S', 'G99S', 'A94U']",9.0,"['Q94T', 'I8O', 'Z42X', 'W95K', 'O93G', 'I53X', 'S60R', 'J99U', 'A74B']",5.0,"['X50Q', 'E33C', 'I51F', 'Z65M', 'I6D']",4.0,"['S72Y', 'K18S', 'G99S', 'A94U']"
1140.0,9.0,"['Q94T', 'I8O', 'Z42X', 'W95K', 'O93G', 'I53X', 'S60R', 'J99U', 'A74B']",5.0,"['S79M', 'Q8I', 'Q47G', 'R25F', 'M89P']",3.0,"['Q94T', 'I8O', 'Z42X']",6.0,"['W95K', 'O93G', 'I53X', 'S60R', 'J99U', 'A74B']"
1141.0,5.0,"['S79M', 'Q8I', 'Q47G', 'R25F', 'M89P']",8.0,"['J11M', 'R46J', 'X7Q', 'J61T', 'F36J', 'R31C', 'R33F', 'K63O']",3.0,"['S79M', 'Q8I', 'Q47G']",2.0,"['R25F', 'M89P']"
1142.0,8.0,"['J11M', 'R46J', 'X7Q', 'J61T', 'F36J', 'R31C', 'R33F', 'K63O']",7.0,"['C91C', 'R89E', 'P23J', 'N90O', 'N86G', 'J64W', 'H46Q']",4.0,"['J11M', 'R46J', 'X7Q', 'J61T']",4.0,"['F36J', 'R31C', 'R33F', 'K63O']"
1143.0,7.0,"['C91C', 'R89E', 'P23J', 'N90O', 'N86G', 'J64W', 'H46Q']",5.0,"['M98H', 'F24H', 'X51L', 'V56N', 'D8G']",4.0,"['C91C', 'R89E', 'P23J', 'N90O']",3.0,"['N86G', 'J64W', 'H46Q']"
1144.0,5.0,"['M98H', 'F24H', 'X51L', 'V56N', 'D8G']",8.0,"['U88T', 'X87R', 'B52U', 'P19W', 'A99O', 'T43O', 'L54Z', 'O68N']",4.0,"['M98H', 'F24H', 'X51L', 'V56N']",1.0,['D8G']
1145.0,8.0,"['U88T', 'X87R', 'B52U', 'P19W', 'A99O', 'T43O', 'L54Z', 'O68N']",9.0,"['J63W', 'D59V', 'R61T', 'N29D', 'O58N', 'X99I', 'P87Q', 'D27Q', 'K21H']",3.0,"['U88T', 'X87R', 'B52U']",5.0,"['P19W', 'A99O', 'T43O', 'L54Z', 'O68N']"
1146.0,9.0,"['J63W', 'D59V', 'R61T', 'N29D', 'O58N', 'X99I', 'P87Q', 'D27Q', 'K21H']",9.0,"['G70K', 'J31L', 'U14M', 'C10D', 'O19M', 'Z45D', 'A62I', 'V88K', 'H20E']",3.0,"['J63W', 'D59V', 'R61T']",6.0,"['N29D', 'O58N', 'X99I', 'P87Q', 'D27Q', 'K21H']"
1147.0,9.0,"['G70K', 'J31L', 'U14M', 'C10D', 'O19M', 'Z45D', 'A62I', 'V88K', 'H20E']",6.0,"['I63B', 'T71H', 'I39K', 'W10Z', 'O74A', 'R3A']",6.0,"['G70K', 'J31L', 'U14M', 'C10D', 'O19M', 'Z45D']",3.0,"['A62I', 'V88K', 'H20E']"
1148.0,6.0,"['I63B', 'T71H', 'I39K', 'W10Z', 'O74A', 'R3A']",5.0,"['H23U', 'M25X', 'U84O', 'I41T', 'M48X']",6.0,"['I63B', 'T71H', 'I39K', 'W10Z', 'O74A', 'R3A']",0.0,[]
1149.0,5.0,"['H23U', 'M25X', 'U84O', 'I41T', 'M48X']",5.0,"['H8U', 'K58C', 'D11L', 'S99Q', 'I74O']",3.0,"['H23U', 'M25X', 'U84O']",2.0,"['I41T', 'M48X']"
1150.0,5.0,"['H8U', 'K58C', 'D11L', 'S99Q', 'I74O']",9.0,"['X8G', 'S40O', 'H3K', 'B16C', 'U16J', 'N27N', 'U67O', 'H68Y', 'V94N']",5.0,"['H8U', 'K58C', 'D11L', 'S99Q', 'I74O']",0.0,[]
1151.0,9.0,"['X8G', 'S40O', 'H3K', 'B16C', 'U16J', 'N27N', 'U67O', 'H68Y', 'V94N']",6.0,"['P53D', 'E69Y', 'H97Y', 'X22A', 'G33F', 'X89E']",5.0,"['X8G', 'S40O', 'H3K', 'B16C', 'U16J']",4.0,"['N27N', 'U67O', 'H68Y', 'V94N']"
1152.0,6.0,"['P53D', 'E69Y', 'H97Y', 'X22A', 'G33F', 'X89E']",8.0,"['H46R', 'E87A', 'G14C', 'E10G', 'F72Y', 'I53Q', 'K30O', 'B58H']",6.0,"['P53D', 'E69Y', 'H97Y', 'X22A', 'G33F', 'X89E']",0.0,[]
1153.0,8.0,"['H46R', 'E87A', 'G14C', 'E10G', 'F72Y', 'I53Q', 'K30O', 'B58H']",7.0,"['A55H', 'C65I', 'C35E', 'B91I', 'H99J', 'W49H', 'K52T']",3.0,"['H46R', 'E87A', 'G14C']",5.0,"['E10G', 'F72Y', 'I53Q', 'K30O', 'B58H']"
1154.0,7.0,"['A55H', 'C65I', 'C35E', 'B91I', 'H99J', 'W49H', 'K52T']",7.0,"['K3D', 'R86I', 'Q37R', 'D30J', 'I53M', 'M16D', 'A30U']",6.0,"['A55H', 'C65I', 'C35E', 'B91I', 'H99J', 'W49H']",1.0,['K52T']
1155.0,7.0,"['K3D', 'R86I', 'Q37R', 'D30J', 'I53M', 'M16D', 'A30U']",6.0,"['H9W', 'W30T', 'X35A', 'K68C', 'G94U', 'W82Z']",5.0,"['K3D', 'R86I', 'Q37R', 'D30J', 'I53M']",2.0,"['M16D', 'A30U']"
1156.0,6.0,"['H9W', 'W30T', 'X35A', 'K68C', 'G94U', 'W82Z']",7.0,"['X43T', 'Y7T', 'B42K', 'O4C', 'G79G', 'M74B', 'C4D']",5.0,"['H9W', 'W30T', 'X35A', 'K68C', 'G94U']",1.0,['W82Z']
1157.0,7.0,"['X43T', 'Y7T', 'B42K', 'O4C', 'G79G', 'M74B', 'C4D']",9.0,"['A65L', 'G49W', 'S75K', 'H54L', 'M9S', 'R19R', 'O53C', 'F47J', 'S26G']",4.0,"['X43T', 'Y7T', 'B42K', 'O4C']",3.0,"['G79G', 'M74B', 'C4D']"
1158.0,9.0,"['A65L', 'G49W', 'S75K', 'H54L', 'M9S', 'R19R', 'O53C', 'F47J', 'S26G']",7.0,"['R62V', 'T7D', 'E14J', 'U90P', 'T35K', 'Z94J', 'O83O']",6.0,"['A65L', 'G49W', 'S75K', 'H54L', 'M9S', 'R19R']",3.0,"['O53C', 'F47J', 'S26G']"
1159.0,7.0,"['R62V', 'T7D', 'E14J', 'U90P', 'T35K', 'Z94J', 'O83O']",8.0,"['P8L', 'H2O', 'R49S', 'F46G', 'X15D', 'B46C', 'M12D', 'G45Y']",4.0,"['R62V', 'T7D', 'E14J', 'U90P']",3.0,"['T35K', 'Z94J', 'O83O']"
1160.0,8.0,"['P8L', 'H2O', 'R49S', 'F46G', 'X15D', 'B46C', 'M12D', 'G45Y']",6.0,"['S76M', 'J50X', 'R54F', 'U36V', 'Y90A', 'Q57X']",5.0,"['P8L', 'H2O', 'R49S', 'F46G', 'X15D']",3.0,"['B46C', 'M12D', 'G45Y']"
1161.0,6.0,"['S76M', 'J50X', 'R54F', 'U36V', 'Y90A', 'Q57X']",8.0,"['D30W', 'Q97U', 'X100B', 'Y83L', 'T1N', 'B70T', 'O31S', 'D32B']",3.0,"['S76M', 'J50X', 'R54F']",3.0,"['U36V', 'Y90A', 'Q57X']"
1162.0,8.0,"['D30W', 'Q97U', 'X100B', 'Y83L', 'T1N', 'B70T', 'O31S', 'D32B']",8.0,"['Q66A', 'Y1J', 'G77Q', 'G73T', 'T96N', 'B92D', 'C6D', 'I19V']",6.0,"['D30W', 'Q97U', 'X100B', 'Y83L', 'T1N', 'B70T']",2.0,"['O31S', 'D32B']"
1163.0,8.0,"['Q66A', 'Y1J', 'G77Q', 'G73T', 'T96N', 'B92D', 'C6D', 'I19V']",8.0,"['E84X', 'F46J', 'C63K', 'O75K', 'A7V', 'O52S', 'F60S', 'Z94I']",5.0,"['Q66A', 'Y1J', 'G77Q', 'G73T', 'T96N']",3.0,"['B92D', 'C6D', 'I19V']"
1164.0,8.0,"['E84X', 'F46J', 'C63K', 'O75K', 'A7V', 'O52S', 'F60S', 'Z94I']",5.0,"['B15H', 'F64K', 'S51N', 'S5W', 'X52S']",3.0,"['E84X', 'F46J', 'C63K']",5.0,"['O75K', 'A7V', 'O52S', 'F60S', 'Z94I']"
1165.0,5.0,"['B15H', 'F64K', 'S51N', 'S5W', 'X52S']",8.0,"['Y71V', 'J65B', 'A34R', 'O20Q', 'G56Y', 'S51U', 'A68I', 'I74S']",4.0,"['B15H', 'F64K', 'S51N', 'S5W']",1.0,['X52S']
1166.0,8.0,"['Y71V', 'J65B', 'A34R', 'O20Q', 'G56Y', 'S51U', 'A68I', 'I74S']",8.0,"['G30W', 'M72O', 'K32D', 'O28Q', 'U7S', 'L63H', 'R54L', 'U26G']",5.0,"['Y71V', 'J65B', 'A34R', 'O20Q', 'G56Y']",3.0,"['S51U', 'A68I', 'I74S']"
1167.0,8.0,"['G30W', 'M72O', 'K32D', 'O28Q', 'U7S', 'L63H', 'R54L', 'U26G']",8.0,"['B3J', 'X36F', 'I57K', 'O66M', 'Y45O', 'H97Y', 'U29S', 'Q11C']",4.0,"['G30W', 'M72O', 'K32D', 'O28Q']",4.0,"['U7S', 'L63H', 'R54L', 'U26G']"
1168.0,8.0,"['B3J', 'X36F', 'I57K', 'O66M', 'Y45O', 'H97Y', 'U29S', 'Q11C']",6.0,"['A67W', 'Y76C', 'X56M', 'R94V', 'P98Y', 'Y77O']",5.0,"['B3J', 'X36F', 'I57K', 'O66M', 'Y45O']",3.0,"['H97Y', 'U29S', 'Q11C']"
1169.0,6.0,"['A67W', 'Y76C', 'X56M', 'R94V', 'P98Y', 'Y77O']",9.0,"['M36W', 'O35U', 'S2B', 'J33R', 'A69G', 'Q13C', 'N8G', 'H33A', 'N60D']",4.0,"['A67W', 'Y76C', 'X56M', 'R94V']",2.0,"['P98Y', 'Y77O']"
1170.0,9.0,"['M36W', 'O35U', 'S2B', 'J33R', 'A69G', 'Q13C', 'N8G', 'H33A', 'N60D']",8.0,"['H53L', 'C89C', 'B14R', 'N32D', 'H73S', 'H98A', 'R95A', 'A40K']",5.0,"['M36W', 'O35U', 'S2B', 'J33R', 'A69G']",4.0,"['Q13C', 'N8G', 'H33A', 'N60D']"
1171.0,8.0,"['H53L', 'C89C', 'B14R', 'N32D', 'H73S', 'H98A', 'R95A', 'A40K']",7.0,"['V5R', 'R36U', 'R84D', 'M60T', 'G3W', 'C87W', 'H58M']",6.0,"['H53L', 'C89C', 'B14R', 'N32D', 'H73S', 'H98A']",2.0,"['R95A', 'A40K']"
1172.0,7.0,"['V5R', 'R36U', 'R84D', 'M60T', 'G3W', 'C87W', 'H58M']",6.0,"['A100L', 'W86V', 'W83C', 'I14D', 'K41J', 'H26O']",6.0,"['V5R', 'R36U', 'R84D', 'M60T', 'G3W', 'C87W']",1.0,['H58M']
1173.0,6.0,"['A100L', 'W86V', 'W83C', 'I14D', 'K41J', 'H26O']",8.0,"['G13T', 'L91I', 'O18H', 'U57A', 'E41S', 'G87R', 'R52D', 'M68X']",5.0,"['A100L', 'W86V', 'W83C', 'I14D', 'K41J']",1.0,['H26O']
1174.0,8.0,"['G13T', 'L91I', 'O18H', 'U57A', 'E41S', 'G87R', 'R52D', 'M68X']",8.0,"['J71K', 'X68U', 'D5Y', 'J48U', 'T86E', 'P49U', 'V66H', 'Z14L']",5.0,"['G13T', 'L91I', 'O18H', 'U57A', 'E41S']",3.0,"['G87R', 'R52D', 'M68X']"
1175.0,8.0,"['J71K', 'X68U', 'D5Y', 'J48U', 'T86E', 'P49U', 'V66H', 'Z14L']",9.0,"['W33R', 'J35A', 'Q89D', 'A94P', 'W59W', 'O18A', 'Q13G', 'D58L', 'F73G']",4.0,"['J71K', 'X68U', 'D5Y', 'J48U']",4.0,"['T86E', 'P49U', 'V66H', 'Z14L']"
1176.0,9.0,"['W33R', 'J35A', 'Q89D', 'A94P', 'W59W', 'O18A', 'Q13G', 'D58L', 'F73G']",9.0,"['D51C', 'K83C', 'M24A', 'Z51R', 'D56H', 'R91F', 'V55R', 'D94B', 'K96H']",3.0,"['W33R', 'J35A', 'Q89D']",6.0,"['A94P', 'W59W', 'O18A', 'Q13G', 'D58L', 'F73G']"
1177.0,9.0,"['D51C', 'K83C', 'M24A', 'Z51R', 'D56H', 'R91F', 'V55R', 'D94B', 'K96H']",8.0,"['U32R', 'T57A', 'B29Y', 'D12F', 'K19B', 'O44T', 'B85W', 'W30U']",3.0,"['D51C', 'K83C', 'M24A']",6.0,"['Z51R', 'D56H', 'R91F', 'V55R', 'D94B', 'K96H']"
1178.0,8.0,"['U32R', 'T57A', 'B29Y', 'D12F', 'K19B', 'O44T', 'B85W', 'W30U']",6.0,"['T98H', 'C4R', 'C32N', 'Z43U', 'W57Q', 'S85H']",4.0,"['U32R', 'T57A', 'B29Y', 'D12F']",4.0,"['K19B', 'O44T', 'B85W', 'W30U']"
1179.0,6.0,"['T98H', 'C4R', 'C32N', 'Z43U', 'W57Q', 'S85H']",6.0,"['M96E', 'I65E', 'Z41M', 'H95D', 'M71D', 'J62T']",3.0,"['T98H', 'C4R', 'C32N']",3.0,"['Z43U', 'W57Q', 'S85H']"
1180.0,6.0,"['M96E', 'I65E', 'Z41M', 'H95D', 'M71D', 'J62T']",5.0,"['Q6F', 'H77H', 'T96D', 'N25M', 'Q80Y']",4.0,"['M96E', 'I65E', 'Z41M', 'H95D']",2.0,"['M71D', 'J62T']"
1181.0,5.0,"['Q6F', 'H77H', 'T96D', 'N25M', 'Q80Y']",6.0,"['V79G', 'E91Z', 'W49M', 'H51Y', 'W70D', 'Z32X']",4.0,"['Q6F', 'H77H', 'T96D', 'N25M']",1.0,['Q80Y']
1182.0,6.0,"['V79G', 'E91Z', 'W49M', 'H51Y', 'W70D', 'Z32X']",6.0,"['C87X', 'M63M', 'J18G', 'C42G', 'A20H', 'D16Q']",4.0,"['V79G', 'E91Z', 'W49M', 'H51Y']",2.0,"['W70D', 'Z32X']"
1183.0,6.0,"['C87X', 'M63M', 'J18G', 'C42G', 'A20H', 'D16Q']",6.0,"['Q78M', 'W60Y', 'D2X', 'A58A', 'W37Z', 'V69F']",3.0,"['C87X', 'M63M', 'J18G']",3.0,"['C42G', 'A20H', 'D16Q']"
1184.0,6.0,"['Q78M', 'W60Y', 'D2X', 'A58A', 'W37Z', 'V69F']",6.0,"['Q82D', 'T18P', 'L14R', 'F38Q', 'J43H', 'Q76Y']",4.0,"['Q78M', 'W60Y', 'D2X', 'A58A']",2.0,"['W37Z', 'V69F']"
1185.0,6.0,"['Q82D', 'T18P', 'L14R', 'F38Q', 'J43H', 'Q76Y']",8.0,"['M17N', 'O19P', 'U3R', 'L29U', 'B66Z', 'C37L', 'H34W', 'V5Q']",3.0,"['Q82D', 'T18P', 'L14R']",3.0,"['F38Q', 'J43H', 'Q76Y']"
1186.0,8.0,"['M17N', 'O19P', 'U3R', 'L29U', 'B66Z', 'C37L', 'H34W', 'V5Q']",6.0,"['L19U', 'N10E', 'J63T', 'W49A', 'G72T', 'Z34C']",5.0,"['M17N', 'O19P', 'U3R', 'L29U', 'B66Z']",3.0,"['C37L', 'H34W', 'V5Q']"
1187.0,6.0,"['L19U', 'N10E', 'J63T', 'W49A', 'G72T', 'Z34C']",7.0,"['Q80Z', 'P64U', 'F80H', 'F76E', 'C32K', 'C25V', 'W33E']",4.0,"['L19U', 'N10E', 'J63T', 'W49A']",2.0,"['G72T', 'Z34C']"
1188.0,7.0,"['Q80Z', 'P64U', 'F80H', 'F76E', 'C32K', 'C25V', 'W33E']",7.0,"['V40V', 'T41V', 'J92B', 'B57N', 'M47J', 'N28H', 'W75X']",5.0,"['Q80Z', 'P64U', 'F80H', 'F76E', 'C32K']",2.0,"['C25V', 'W33E']"
1189.0,7.0,"['V40V', 'T41V', 'J92B', 'B57N', 'M47J', 'N28H', 'W75X']",7.0,"['W24L', 'H24Q', 'A92U', 'S37U', 'F2Z', 'J8I', 'M92H']",4.0,"['V40V', 'T41V', 'J92B', 'B57N']",3.0,"['M47J', 'N28H', 'W75X']"
1190.0,7.0,"['W24L', 'H24Q', 'A92U', 'S37U', 'F2Z', 'J8I', 'M92H']",6.0,"['I32Z', 'Z93N', 'U83S', 'Y60B', 'S52D', 'L10Q']",5.0,"['W24L', 'H24Q', 'A92U', 'S37U', 'F2Z']",2.0,"['J8I', 'M92H']"
1191.0,6.0,"['I32Z', 'Z93N', 'U83S', 'Y60B', 'S52D', 'L10Q']",5.0,"['P1N', 'Z34H', 'L18J', 'L90C', 'W48E']",4.0,"['I32Z', 'Z93N', 'U83S', 'Y60B']",2.0,"['S52D', 'L10Q']"
1192.0,5.0,"['P1N', 'Z34H', 'L18J', 'L90C', 'W48E']",7.0,"['Q29U', 'P28V', 'G79M', 'R65W', 'K9I', 'R22B', 'V84J']",3.0,"['P1N', 'Z34H', 'L18J']",2.0,"['L90C', 'W48E']"
1193.0,7.0,"['Q29U', 'P28V', 'G79M', 'R65W', 'K9I', 'R22B', 'V84J']",6.0,"['L30Q', 'R5K', 'D59K', 'H38Q', 'E31W', 'P74R']",6.0,"['Q29U', 'P28V', 'G79M', 'R65W', 'K9I', 'R22B']",1.0,['V84J']
1194.0,6.0,"['L30Q', 'R5K', 'D59K', 'H38Q', 'E31W', 'P74R']",7.0,"['Z96A', 'T23Y', 'P28S', 'K100T', 'K60A', 'L63Z', 'W88L']",5.0,"['L30Q', 'R5K', 'D59K', 'H38Q', 'E31W']",1.0,['P74R']
1195.0,7.0,"['Z96A', 'T23Y', 'P28S', 'K100T', 'K60A', 'L63Z', 'W88L']",7.0,"['K78A', 'J51O', 'F79A', 'B37Q', 'R40N', 'I1O', 'V50A']",5.0,"['Z96A', 'T23Y', 'P28S', 'K100T', 'K60A']",2.0,"['L63Z', 'W88L']"
1196.0,7.0,"['K78A', 'J51O', 'F79A', 'B37Q', 'R40N', 'I1O', 'V50A']",6.0,"['C85W', 'A60S', 'N69X', 'M57A', 'O41I', 'R19N']",4.0,"['K78A', 'J51O', 'F79A', 'B37Q']",3.0,"['R40N', 'I1O', 'V50A']"
1197.0,6.0,"['C85W', 'A60S', 'N69X', 'M57A', 'O41I', 'R19N']",8.0,"['X40F', 'T1T', 'H89R', 'J46X', 'G87Z', 'H37B', 'I11J', 'W32V']",6.0,"['C85W', 'A60S', 'N69X', 'M57A', 'O41I', 'R19N']",0.0,[]
1198.0,8.0,"['X40F', 'T1T', 'H89R', 'J46X', 'G87Z', 'H37B', 'I11J', 'W32V']",7.0,"['C70H', 'L32X', 'U2D', 'X30H', 'Z70M', 'O81B', 'J67Q']",5.0,"['X40F', 'T1T', 'H89R', 'J46X', 'G87Z']",3.0,"['H37B', 'I11J', 'W32V']"
1199.0,7.0,"['C70H', 'L32X', 'U2D', 'X30H', 'Z70M', 'O81B', 'J67Q']",7.0,"['A79G', 'W20R', 'A91V', 'E10L', 'E21V', 'Q38T', 'X32L']",3.0,"['C70H', 'L32X', 'U2D']",4.0,"['X30H', 'Z70M', 'O81B', 'J67Q']"
1200.0,7.0,"['A79G', 'W20R', 'A91V', 'E10L', 'E21V', 'Q38T', 'X32L']",7.0,"['A64B', 'X46M', 'Y34T', 'O100U', 'K98X', 'M10Z', 'F76F']",4.0,"['A79G', 'W20R', 'A91V', 'E10L']",3.0,"['E21V', 'Q38T', 'X32L']"
1201.0,7.0,"['A64B', 'X46M', 'Y34T', 'O100U', 'K98X', 'M10Z', 'F76F']",5.0,"['D95V', 'I47I', 'U17P', 'A90G', 'L26W']",5.0,"['A64B', 'X46M', 'Y34T', 'O100U', 'K98X']",2.0,"['M10Z', 'F76F']"
1202.0,5.0,"['D95V', 'I47I', 'U17P', 'A90G', 'L26W']",7.0,"['A79O', 'P34Z', 'P94V', 'U38Q', 'F92S', 'O86M', 'T18N']",4.0,"['D95V', 'I47I', 'U17P', 'A90G']",1.0,['L26W']
1203.0,7.0,"['A79O', 'P34Z', 'P94V', 'U38Q', 'F92S', 'O86M', 'T18N']",5.0,"['Z74V', 'W32Y', 'B99M', 'Z7V', 'N76C']",6.0,"['A79O', 'P34Z', 'P94V', 'U38Q', 'F92S', 'O86M']",1.0,['T18N']
