Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
275.0,8.0,"['P52H', 'Y76Q', 'Z4J', 'U62K', 'M9R', 'L12J', 'H42I', 'S81B']",6.0,"['U32P', 'D55S', 'J29H', 'E42R', 'J6P', 'V38H']",3.0,"['P52H', 'Y76Q', 'Z4J']",5.0,"['U62K', 'M9R', 'L12J', 'H42I', 'S81B']"
276.0,6.0,"['U32P', 'D55S', 'J29H', 'E42R', 'J6P', 'V38H']",7.0,"['Q31I', 'V89P', 'W11W', 'D12T', 'C50H', 'C61M', 'G51I']",5.0,"['U32P', 'D55S', 'J29H', 'E42R', 'J6P']",1.0,['V38H']
277.0,7.0,"['Q31I', 'V89P', 'W11W', 'D12T', 'C50H', 'C61M', 'G51I']",7.0,"['D55J', 'S87X', 'H31K', 'T28C', 'G83K', 'O53P', 'Q32C']",3.0,"['Q31I', 'V89P', 'W11W']",4.0,"['D12T', 'C50H', 'C61M', 'G51I']"
278.0,7.0,"['D55J', 'S87X', 'H31K', 'T28C', 'G83K', 'O53P', 'Q32C']",6.0,"['C95T', 'O25L', 'S73P', 'W34O', 'P54K', 'V75M']",6.0,"['D55J', 'S87X', 'H31K', 'T28C', 'G83K', 'O53P']",1.0,['Q32C']
279.0,6.0,"['C95T', 'O25L', 'S73P', 'W34O', 'P54K', 'V75M']",7.0,"['U81Y', 'R49G', 'I54W', 'L80R', 'J31G', 'F9W', 'F58U']",3.0,"['C95T', 'O25L', 'S73P']",3.0,"['W34O', 'P54K', 'V75M']"
280.0,7.0,"['U81Y', 'R49G', 'I54W', 'L80R', 'J31G', 'F9W', 'F58U']",6.0,"['J85I', 'C78F', 'P78F', 'B42W', 'K23V', 'W32Q']",3.0,"['U81Y', 'R49G', 'I54W']",4.0,"['L80R', 'J31G', 'F9W', 'F58U']"
281.0,6.0,"['J85I', 'C78F', 'P78F', 'B42W', 'K23V', 'W32Q']",7.0,"['I100M', 'I11S', 'N14E', 'G37X', 'R31W', 'T58N', 'K10N']",6.0,"['J85I', 'C78F', 'P78F', 'B42W', 'K23V', 'W32Q']",0.0,[]
282.0,7.0,"['I100M', 'I11S', 'N14E', 'G37X', 'R31W', 'T58N', 'K10N']",8.0,"['J3G', 'M24A', 'Q13B', 'Q27S', 'D74B', 'D4T', 'G19Q', 'W46U']",4.0,"['I100M', 'I11S', 'N14E', 'G37X']",3.0,"['R31W', 'T58N', 'K10N']"
283.0,8.0,"['J3G', 'M24A', 'Q13B', 'Q27S', 'D74B', 'D4T', 'G19Q', 'W46U']",6.0,"['L48Q', 'B45Z', 'X23O', 'G40Q', 'A20S', 'F50P']",5.0,"['J3G', 'M24A', 'Q13B', 'Q27S', 'D74B']",3.0,"['D4T', 'G19Q', 'W46U']"
284.0,6.0,"['L48Q', 'B45Z', 'X23O', 'G40Q', 'A20S', 'F50P']",5.0,"['F29D', 'T35K', 'Q41J', 'H92L', 'D33N']",4.0,"['L48Q', 'B45Z', 'X23O', 'G40Q']",2.0,"['A20S', 'F50P']"
285.0,5.0,"['F29D', 'T35K', 'Q41J', 'H92L', 'D33N']",8.0,"['U33T', 'Y34X', 'A17L', 'J28N', 'Y9U', 'O42G', 'F93V', 'B67Z']",5.0,"['F29D', 'T35K', 'Q41J', 'H92L', 'D33N']",0.0,[]
286.0,8.0,"['U33T', 'Y34X', 'A17L', 'J28N', 'Y9U', 'O42G', 'F93V', 'B67Z']",8.0,"['H52P', 'C91H', 'W28P', 'G74X', 'I83A', 'B23R', 'W35X', 'A35U']",6.0,"['U33T', 'Y34X', 'A17L', 'J28N', 'Y9U', 'O42G']",2.0,"['F93V', 'B67Z']"
287.0,8.0,"['H52P', 'C91H', 'W28P', 'G74X', 'I83A', 'B23R', 'W35X', 'A35U']",7.0,"['B34R', 'L2K', 'F65Q', 'A97O', 'X21T', 'A20F', 'G11V']",3.0,"['H52P', 'C91H', 'W28P']",5.0,"['G74X', 'I83A', 'B23R', 'W35X', 'A35U']"
288.0,7.0,"['B34R', 'L2K', 'F65Q', 'A97O', 'X21T', 'A20F', 'G11V']",6.0,"['O34W', 'E38P', 'H21V', 'F80P', 'P37O', 'A25Q']",4.0,"['B34R', 'L2K', 'F65Q', 'A97O']",3.0,"['X21T', 'A20F', 'G11V']"
289.0,6.0,"['O34W', 'E38P', 'H21V', 'F80P', 'P37O', 'A25Q']",6.0,"['Y3M', 'X18F', 'H34R', 'J62P', 'B64B', 'T72J']",5.0,"['O34W', 'E38P', 'H21V', 'F80P', 'P37O']",1.0,['A25Q']
290.0,6.0,"['Y3M', 'X18F', 'H34R', 'J62P', 'B64B', 'T72J']",8.0,"['V93S', 'Z93X', 'Q33C', 'T58M', 'C62V', 'T94L', 'L5M', 'A79W']",6.0,"['Y3M', 'X18F', 'H34R', 'J62P', 'B64B', 'T72J']",0.0,[]
291.0,8.0,"['V93S', 'Z93X', 'Q33C', 'T58M', 'C62V', 'T94L', 'L5M', 'A79W']",6.0,"['T41Q', 'G57U', 'E4R', 'W94O', 'M37E', 'W72A']",6.0,"['V93S', 'Z93X', 'Q33C', 'T58M', 'C62V', 'T94L']",2.0,"['L5M', 'A79W']"
292.0,6.0,"['T41Q', 'G57U', 'E4R', 'W94O', 'M37E', 'W72A']",8.0,"['T12X', 'Z50Q', 'B84J', 'K36N', 'Z9J', 'N70P', 'H39E', 'R2K']",6.0,"['T41Q', 'G57U', 'E4R', 'W94O', 'M37E', 'W72A']",0.0,[]
293.0,8.0,"['T12X', 'Z50Q', 'B84J', 'K36N', 'Z9J', 'N70P', 'H39E', 'R2K']",6.0,"['C41A', 'E58V', 'L10I', 'P18V', 'E33O', 'P35B']",3.0,"['T12X', 'Z50Q', 'B84J']",5.0,"['K36N', 'Z9J', 'N70P', 'H39E', 'R2K']"
294.0,6.0,"['C41A', 'E58V', 'L10I', 'P18V', 'E33O', 'P35B']",7.0,"['R45T', 'P9M', 'O84J', 'W26Y', 'X60C', 'J41T', 'X84W']",5.0,"['C41A', 'E58V', 'L10I', 'P18V', 'E33O']",1.0,['P35B']
295.0,7.0,"['R45T', 'P9M', 'O84J', 'W26Y', 'X60C', 'J41T', 'X84W']",7.0,"['R57H', 'Q8Z', 'U2T', 'P7L', 'L83M', 'Q94C', 'N15E']",6.0,"['R45T', 'P9M', 'O84J', 'W26Y', 'X60C', 'J41T']",1.0,['X84W']
296.0,7.0,"['R57H', 'Q8Z', 'U2T', 'P7L', 'L83M', 'Q94C', 'N15E']",5.0,"['G24F', 'R83Z', 'L93B', 'V48M', 'H15P']",5.0,"['R57H', 'Q8Z', 'U2T', 'P7L', 'L83M']",2.0,"['Q94C', 'N15E']"
297.0,5.0,"['G24F', 'R83Z', 'L93B', 'V48M', 'H15P']",7.0,"['R76V', 'H30J', 'G3O', 'M6H', 'A5P', 'S78K', 'W91W']",5.0,"['G24F', 'R83Z', 'L93B', 'V48M', 'H15P']",0.0,[]
298.0,7.0,"['R76V', 'H30J', 'G3O', 'M6H', 'A5P', 'S78K', 'W91W']",8.0,"['U55K', 'G91H', 'F88E', 'H73R', 'T82J', 'A92O', 'Z10Y', 'G92Q']",5.0,"['R76V', 'H30J', 'G3O', 'M6H', 'A5P']",2.0,"['S78K', 'W91W']"
299.0,8.0,"['U55K', 'G91H', 'F88E', 'H73R', 'T82J', 'A92O', 'Z10Y', 'G92Q']",6.0,"['G96B', 'I78B', 'G53R', 'E95E', 'C89S', 'G48V']",5.0,"['U55K', 'G91H', 'F88E', 'H73R', 'T82J']",3.0,"['A92O', 'Z10Y', 'G92Q']"
300.0,6.0,"['G96B', 'I78B', 'G53R', 'E95E', 'C89S', 'G48V']",5.0,"['F66I', 'J59A', 'H85A', 'H12K', 'O55E']",5.0,"['G96B', 'I78B', 'G53R', 'E95E', 'C89S']",1.0,['G48V']
301.0,5.0,"['F66I', 'J59A', 'H85A', 'H12K', 'O55E']",6.0,"['T28Q', 'N35O', 'T73O', 'P96T', 'Y32R', 'A90Q']",5.0,"['F66I', 'J59A', 'H85A', 'H12K', 'O55E']",0.0,[]
302.0,6.0,"['T28Q', 'N35O', 'T73O', 'P96T', 'Y32R', 'A90Q']",8.0,"['K60D', 'J16J', 'R41K', 'W84F', 'J90F', 'C24P', 'X11T', 'R8R']",3.0,"['T28Q', 'N35O', 'T73O']",3.0,"['P96T', 'Y32R', 'A90Q']"
303.0,8.0,"['K60D', 'J16J', 'R41K', 'W84F', 'J90F', 'C24P', 'X11T', 'R8R']",8.0,"['S32L', 'O92D', 'R66B', 'X95D', 'Z86J', 'Q72B', 'W99M', 'P46X']",6.0,"['K60D', 'J16J', 'R41K', 'W84F', 'J90F', 'C24P']",2.0,"['X11T', 'R8R']"
304.0,8.0,"['S32L', 'O92D', 'R66B', 'X95D', 'Z86J', 'Q72B', 'W99M', 'P46X']",9.0,"['K10H', 'U44F', 'U71Q', 'J90Q', 'P96J', 'I94H', 'R7W', 'Y33P', 'F93D']",3.0,"['S32L', 'O92D', 'R66B']",5.0,"['X95D', 'Z86J', 'Q72B', 'W99M', 'P46X']"
305.0,9.0,"['K10H', 'U44F', 'U71Q', 'J90Q', 'P96J', 'I94H', 'R7W', 'Y33P', 'F93D']",7.0,"['L69N', 'V44T', 'V45Q', 'T10W', 'R59R', 'F25J', 'A20I']",3.0,"['K10H', 'U44F', 'U71Q']",6.0,"['J90Q', 'P96J', 'I94H', 'R7W', 'Y33P', 'F93D']"
306.0,7.0,"['L69N', 'V44T', 'V45Q', 'T10W', 'R59R', 'F25J', 'A20I']",6.0,"['K81D', 'U84S', 'R72T', 'I61F', 'D92H', 'A90T']",5.0,"['L69N', 'V44T', 'V45Q', 'T10W', 'R59R']",2.0,"['F25J', 'A20I']"
307.0,6.0,"['K81D', 'U84S', 'R72T', 'I61F', 'D92H', 'A90T']",6.0,"['E3J', 'Q67W', 'W76L', 'Z40F', 'V66D', 'A14E']",4.0,"['K81D', 'U84S', 'R72T', 'I61F']",2.0,"['D92H', 'A90T']"
308.0,6.0,"['E3J', 'Q67W', 'W76L', 'Z40F', 'V66D', 'A14E']",9.0,"['G65C', 'S98N', 'Q78Q', 'P89U', 'F71A', 'Z86W', 'A86G', 'L17Z', 'J55H']",5.0,"['E3J', 'Q67W', 'W76L', 'Z40F', 'V66D']",1.0,['A14E']
309.0,9.0,"['G65C', 'S98N', 'Q78Q', 'P89U', 'F71A', 'Z86W', 'A86G', 'L17Z', 'J55H']",5.0,"['B23N', 'D95C', 'V90Q', 'L53M', 'U49A']",3.0,"['G65C', 'S98N', 'Q78Q']",6.0,"['P89U', 'F71A', 'Z86W', 'A86G', 'L17Z', 'J55H']"
310.0,5.0,"['B23N', 'D95C', 'V90Q', 'L53M', 'U49A']",9.0,"['Q43Y', 'Y1P', 'N36H', 'Z12O', 'X44J', 'T88B', 'R29U', 'F79B', 'R83N']",4.0,"['B23N', 'D95C', 'V90Q', 'L53M']",1.0,['U49A']
311.0,9.0,"['Q43Y', 'Y1P', 'N36H', 'Z12O', 'X44J', 'T88B', 'R29U', 'F79B', 'R83N']",6.0,"['X99F', 'H72O', 'I47A', 'E71F', 'L52W', 'G91M']",3.0,"['Q43Y', 'Y1P', 'N36H']",6.0,"['Z12O', 'X44J', 'T88B', 'R29U', 'F79B', 'R83N']"
312.0,6.0,"['X99F', 'H72O', 'I47A', 'E71F', 'L52W', 'G91M']",8.0,"['E84D', 'I62S', 'W27U', 'H35R', 'S48F', 'B40I', 'L76P', 'J97X']",6.0,"['X99F', 'H72O', 'I47A', 'E71F', 'L52W', 'G91M']",0.0,[]
313.0,8.0,"['E84D', 'I62S', 'W27U', 'H35R', 'S48F', 'B40I', 'L76P', 'J97X']",8.0,"['J61V', 'Z63T', 'O11D', 'C27K', 'Q88D', 'I17E', 'V21P', 'K83M']",4.0,"['E84D', 'I62S', 'W27U', 'H35R']",4.0,"['S48F', 'B40I', 'L76P', 'J97X']"
314.0,8.0,"['J61V', 'Z63T', 'O11D', 'C27K', 'Q88D', 'I17E', 'V21P', 'K83M']",7.0,"['J9X', 'V45F', 'C7L', 'Y50H', 'B4D', 'F41O', 'Y21R']",4.0,"['J61V', 'Z63T', 'O11D', 'C27K']",4.0,"['Q88D', 'I17E', 'V21P', 'K83M']"
315.0,7.0,"['J9X', 'V45F', 'C7L', 'Y50H', 'B4D', 'F41O', 'Y21R']",7.0,"['A86G', 'W66K', 'A88J', 'O27D', 'C25O', 'G65F', 'N81M']",4.0,"['J9X', 'V45F', 'C7L', 'Y50H']",3.0,"['B4D', 'F41O', 'Y21R']"
316.0,7.0,"['A86G', 'W66K', 'A88J', 'O27D', 'C25O', 'G65F', 'N81M']",7.0,"['X2T', 'Y69Y', 'Z1O', 'R2N', 'R82L', 'S91F', 'K52A']",3.0,"['A86G', 'W66K', 'A88J']",4.0,"['O27D', 'C25O', 'G65F', 'N81M']"
317.0,7.0,"['X2T', 'Y69Y', 'Z1O', 'R2N', 'R82L', 'S91F', 'K52A']",9.0,"['H34W', 'T40N', 'F9V', 'C9Q', 'E35E', 'W11I', 'U93O', 'J76D', 'P31T']",6.0,"['X2T', 'Y69Y', 'Z1O', 'R2N', 'R82L', 'S91F']",1.0,['K52A']
318.0,9.0,"['H34W', 'T40N', 'F9V', 'C9Q', 'E35E', 'W11I', 'U93O', 'J76D', 'P31T']",9.0,"['Q24E', 'C39T', 'J95X', 'A11I', 'H44X', 'N17J', 'F75G', 'X23S', 'K78Z']",3.0,"['H34W', 'T40N', 'F9V']",6.0,"['C9Q', 'E35E', 'W11I', 'U93O', 'J76D', 'P31T']"
319.0,9.0,"['Q24E', 'C39T', 'J95X', 'A11I', 'H44X', 'N17J', 'F75G', 'X23S', 'K78Z']",8.0,"['S40N', 'F95E', 'M24E', 'X98F', 'B35R', 'L19G', 'I63P', 'I76J']",5.0,"['Q24E', 'C39T', 'J95X', 'A11I', 'H44X']",4.0,"['N17J', 'F75G', 'X23S', 'K78Z']"
320.0,8.0,"['S40N', 'F95E', 'M24E', 'X98F', 'B35R', 'L19G', 'I63P', 'I76J']",8.0,"['F28K', 'H6D', 'E58E', 'F15L', 'Y61Z', 'S71X', 'X40C', 'A63G']",3.0,"['S40N', 'F95E', 'M24E']",5.0,"['X98F', 'B35R', 'L19G', 'I63P', 'I76J']"
321.0,8.0,"['F28K', 'H6D', 'E58E', 'F15L', 'Y61Z', 'S71X', 'X40C', 'A63G']",8.0,"['V16R', 'P50E', 'P6F', 'Z90J', 'K97F', 'I59U', 'T97J', 'X37L']",3.0,"['F28K', 'H6D', 'E58E']",5.0,"['F15L', 'Y61Z', 'S71X', 'X40C', 'A63G']"
322.0,8.0,"['V16R', 'P50E', 'P6F', 'Z90J', 'K97F', 'I59U', 'T97J', 'X37L']",8.0,"['S30Y', 'M93V', 'U68B', 'D49V', 'E53B', 'F70C', 'Z2J', 'D38R']",6.0,"['V16R', 'P50E', 'P6F', 'Z90J', 'K97F', 'I59U']",2.0,"['T97J', 'X37L']"
323.0,8.0,"['S30Y', 'M93V', 'U68B', 'D49V', 'E53B', 'F70C', 'Z2J', 'D38R']",5.0,"['A34Q', 'D68M', 'J23C', 'Z98W', 'P93C']",6.0,"['S30Y', 'M93V', 'U68B', 'D49V', 'E53B', 'F70C']",2.0,"['Z2J', 'D38R']"
324.0,5.0,"['A34Q', 'D68M', 'J23C', 'Z98W', 'P93C']",7.0,"['W53W', 'H92O', 'Y81X', 'T4H', 'N50A', 'A27O', 'K2M']",6.0,"['A34Q', 'D68M', 'J23C', 'Z98W', 'P93C', 'W53W']",0.0,[]
325.0,6.0,"['H92O', 'Y81X', 'T4H', 'N50A', 'A27O', 'K2M']",8.0,"['W58L', 'U16P', 'V48H', 'J50D', 'L20R', 'J35N', 'I34B', 'C70L']",3.0,"['H92O', 'Y81X', 'T4H']",3.0,"['N50A', 'A27O', 'K2M']"
326.0,8.0,"['W58L', 'U16P', 'V48H', 'J50D', 'L20R', 'J35N', 'I34B', 'C70L']",8.0,"['X95N', 'Z99U', 'W3B', 'A35G', 'G75Q', 'Y6F', 'I10Z', 'C85Q']",4.0,"['W58L', 'U16P', 'V48H', 'J50D']",4.0,"['L20R', 'J35N', 'I34B', 'C70L']"
327.0,8.0,"['X95N', 'Z99U', 'W3B', 'A35G', 'G75Q', 'Y6F', 'I10Z', 'C85Q']",7.0,"['Y48J', 'I79Z', 'C18T', 'A75H', 'D66O', 'V3P', 'B100T']",4.0,"['X95N', 'Z99U', 'W3B', 'A35G']",4.0,"['G75Q', 'Y6F', 'I10Z', 'C85Q']"
328.0,7.0,"['Y48J', 'I79Z', 'C18T', 'A75H', 'D66O', 'V3P', 'B100T']",6.0,"['C89V', 'U81A', 'X90B', 'V24B', 'X95J', 'R88R']",4.0,"['Y48J', 'I79Z', 'C18T', 'A75H']",3.0,"['D66O', 'V3P', 'B100T']"
329.0,6.0,"['C89V', 'U81A', 'X90B', 'V24B', 'X95J', 'R88R']",6.0,"['X82L', 'G98D', 'K87R', 'N1P', 'T87Z', 'S3B']",6.0,"['C89V', 'U81A', 'X90B', 'V24B', 'X95J', 'R88R']",0.0,[]
330.0,6.0,"['X82L', 'G98D', 'K87R', 'N1P', 'T87Z', 'S3B']",8.0,"['O45S', 'L38H', 'C9Q', 'T79R', 'R2Y', 'X47X', 'N55I', 'T52Q']",6.0,"['X82L', 'G98D', 'K87R', 'N1P', 'T87Z', 'S3B']",0.0,[]
331.0,8.0,"['O45S', 'L38H', 'C9Q', 'T79R', 'R2Y', 'X47X', 'N55I', 'T52Q']",9.0,"['H35S', 'U11X', 'F66E', 'C23Q', 'S32V', 'W67V', 'A59D', 'C93H', 'L97C']",5.0,"['O45S', 'L38H', 'C9Q', 'T79R', 'R2Y']",3.0,"['X47X', 'N55I', 'T52Q']"
332.0,9.0,"['H35S', 'U11X', 'F66E', 'C23Q', 'S32V', 'W67V', 'A59D', 'C93H', 'L97C']",6.0,"['B82X', 'C22L', 'H89C', 'Z91V', 'I89E', 'M48Y']",4.0,"['H35S', 'U11X', 'F66E', 'C23Q']",5.0,"['S32V', 'W67V', 'A59D', 'C93H', 'L97C']"
333.0,6.0,"['B82X', 'C22L', 'H89C', 'Z91V', 'I89E', 'M48Y']",7.0,"['Y74B', 'S1W', 'U59S', 'A93P', 'I52D', 'K15K', 'N52Y']",3.0,"['B82X', 'C22L', 'H89C']",3.0,"['Z91V', 'I89E', 'M48Y']"
334.0,7.0,"['Y74B', 'S1W', 'U59S', 'A93P', 'I52D', 'K15K', 'N52Y']",7.0,"['R11O', 'V97R', 'R66S', 'C33K', 'Y51P', 'F15T', 'P56J']",6.0,"['Y74B', 'S1W', 'U59S', 'A93P', 'I52D', 'K15K']",1.0,['N52Y']
335.0,7.0,"['R11O', 'V97R', 'R66S', 'C33K', 'Y51P', 'F15T', 'P56J']",8.0,"['U84V', 'S93L', 'N52P', 'Z81H', 'X37F', 'A12V', 'B6Q', 'E28B']",6.0,"['R11O', 'V97R', 'R66S', 'C33K', 'Y51P', 'F15T']",1.0,['P56J']
336.0,8.0,"['U84V', 'S93L', 'N52P', 'Z81H', 'X37F', 'A12V', 'B6Q', 'E28B']",7.0,"['W81G', 'O65A', 'G74Z', 'B32G', 'L62B', 'I99O', 'D82E']",5.0,"['U84V', 'S93L', 'N52P', 'Z81H', 'X37F']",3.0,"['A12V', 'B6Q', 'E28B']"
337.0,7.0,"['W81G', 'O65A', 'G74Z', 'B32G', 'L62B', 'I99O', 'D82E']",8.0,"['E76D', 'U22Z', 'V92G', 'P58N', 'P45O', 'V40M', 'G62Q', 'F46B']",5.0,"['W81G', 'O65A', 'G74Z', 'B32G', 'L62B']",2.0,"['I99O', 'D82E']"
338.0,8.0,"['E76D', 'U22Z', 'V92G', 'P58N', 'P45O', 'V40M', 'G62Q', 'F46B']",6.0,"['O43D', 'G59C', 'Z25K', 'W83Q', 'G8W', 'S13N']",3.0,"['E76D', 'U22Z', 'V92G']",5.0,"['P58N', 'P45O', 'V40M', 'G62Q', 'F46B']"
339.0,6.0,"['O43D', 'G59C', 'Z25K', 'W83Q', 'G8W', 'S13N']",9.0,"['V47I', 'T23Z', 'H48E', 'T27U', 'T22F', 'M67N', 'L50F', 'J37I', 'O74V']",6.0,"['O43D', 'G59C', 'Z25K', 'W83Q', 'G8W', 'S13N']",0.0,[]
340.0,9.0,"['V47I', 'T23Z', 'H48E', 'T27U', 'T22F', 'M67N', 'L50F', 'J37I', 'O74V']",6.0,"['U72F', 'S80M', 'Y69W', 'T58U', 'W94A', 'H73S']",3.0,"['V47I', 'T23Z', 'H48E']",6.0,"['T27U', 'T22F', 'M67N', 'L50F', 'J37I', 'O74V']"
341.0,6.0,"['U72F', 'S80M', 'Y69W', 'T58U', 'W94A', 'H73S']",5.0,"['Z80T', 'Y53B', 'H79V', 'T53R', 'V9M']",6.0,"['U72F', 'S80M', 'Y69W', 'T58U', 'W94A', 'H73S']",0.0,[]
342.0,5.0,"['Z80T', 'Y53B', 'H79V', 'T53R', 'V9M']",6.0,"['Q84M', 'Z27I', 'T31W', 'X8W', 'C26Y', 'O20K']",4.0,"['Z80T', 'Y53B', 'H79V', 'T53R']",1.0,['V9M']
343.0,6.0,"['Q84M', 'Z27I', 'T31W', 'X8W', 'C26Y', 'O20K']",7.0,"['Q70M', 'A35M', 'U36E', 'J50I', 'M16T', 'E63U', 'B14S']",6.0,"['Q84M', 'Z27I', 'T31W', 'X8W', 'C26Y', 'O20K']",0.0,[]
344.0,7.0,"['Q70M', 'A35M', 'U36E', 'J50I', 'M16T', 'E63U', 'B14S']",8.0,"['J1I', 'V4A', 'C31G', 'C18L', 'H80X', 'P72A', 'U81R', 'H37K']",3.0,"['Q70M', 'A35M', 'U36E']",4.0,"['J50I', 'M16T', 'E63U', 'B14S']"
345.0,8.0,"['J1I', 'V4A', 'C31G', 'C18L', 'H80X', 'P72A', 'U81R', 'H37K']",6.0,"['E99S', 'T83U', 'M7R', 'U48G', 'S12W', 'I49E']",6.0,"['J1I', 'V4A', 'C31G', 'C18L', 'H80X', 'P72A']",2.0,"['U81R', 'H37K']"
346.0,6.0,"['E99S', 'T83U', 'M7R', 'U48G', 'S12W', 'I49E']",8.0,"['W97Y', 'W69W', 'V11V', 'X50I', 'Z19J', 'S95N', 'V65S', 'J2E']",6.0,"['E99S', 'T83U', 'M7R', 'U48G', 'S12W', 'I49E']",0.0,[]
347.0,8.0,"['W97Y', 'W69W', 'V11V', 'X50I', 'Z19J', 'S95N', 'V65S', 'J2E']",8.0,"['G71B', 'U62Z', 'J34L', 'L100X', 'G99O', 'I80P', 'Y13U', 'B41O']",5.0,"['W97Y', 'W69W', 'V11V', 'X50I', 'Z19J']",3.0,"['S95N', 'V65S', 'J2E']"
348.0,8.0,"['G71B', 'U62Z', 'J34L', 'L100X', 'G99O', 'I80P', 'Y13U', 'B41O']",6.0,"['I19E', 'E13P', 'F39C', 'V52V', 'M74X', 'K48G']",4.0,"['G71B', 'U62Z', 'J34L', 'L100X']",4.0,"['G99O', 'I80P', 'Y13U', 'B41O']"
349.0,6.0,"['I19E', 'E13P', 'F39C', 'V52V', 'M74X', 'K48G']",7.0,"['S91I', 'W10Q', 'I58T', 'T5E', 'L82L', 'G73Y', 'Q72T']",5.0,"['I19E', 'E13P', 'F39C', 'V52V', 'M74X']",1.0,['K48G']
350.0,7.0,"['S91I', 'W10Q', 'I58T', 'T5E', 'L82L', 'G73Y', 'Q72T']",8.0,"['T7P', 'D29J', 'S46V', 'S93B', 'U6C', 'G97N', 'Z87U', 'U18B']",6.0,"['S91I', 'W10Q', 'I58T', 'T5E', 'L82L', 'G73Y']",1.0,['Q72T']
351.0,8.0,"['T7P', 'D29J', 'S46V', 'S93B', 'U6C', 'G97N', 'Z87U', 'U18B']",7.0,"['Q87I', 'I38V', 'J18W', 'A14A', 'Y32F', 'O33O', 'M67Z']",3.0,"['T7P', 'D29J', 'S46V']",5.0,"['S93B', 'U6C', 'G97N', 'Z87U', 'U18B']"
352.0,7.0,"['Q87I', 'I38V', 'J18W', 'A14A', 'Y32F', 'O33O', 'M67Z']",6.0,"['K14N', 'J84V', 'L97B', 'V33U', 'R17W', 'J35R']",3.0,"['Q87I', 'I38V', 'J18W']",4.0,"['A14A', 'Y32F', 'O33O', 'M67Z']"
353.0,6.0,"['K14N', 'J84V', 'L97B', 'V33U', 'R17W', 'J35R']",7.0,"['P92I', 'J35I', 'G35N', 'N42B', 'X79U', 'T79Q', 'R59K']",4.0,"['K14N', 'J84V', 'L97B', 'V33U']",2.0,"['R17W', 'J35R']"
354.0,7.0,"['P92I', 'J35I', 'G35N', 'N42B', 'X79U', 'T79Q', 'R59K']",7.0,"['A6F', 'B81U', 'G8U', 'O33I', 'C78P', 'B67X', 'Y37J']",6.0,"['P92I', 'J35I', 'G35N', 'N42B', 'X79U', 'T79Q']",1.0,['R59K']
355.0,7.0,"['A6F', 'B81U', 'G8U', 'O33I', 'C78P', 'B67X', 'Y37J']",8.0,"['D78G', 'K7C', 'T100D', 'X80M', 'P30X', 'E41F', 'V20D', 'B39J']",5.0,"['A6F', 'B81U', 'G8U', 'O33I', 'C78P']",2.0,"['B67X', 'Y37J']"
356.0,8.0,"['D78G', 'K7C', 'T100D', 'X80M', 'P30X', 'E41F', 'V20D', 'B39J']",7.0,"['E33M', 'V2H', 'E27F', 'N84R', 'N91R', 'P2F', 'E15G']",6.0,"['D78G', 'K7C', 'T100D', 'X80M', 'P30X', 'E41F']",2.0,"['V20D', 'B39J']"
357.0,7.0,"['E33M', 'V2H', 'E27F', 'N84R', 'N91R', 'P2F', 'E15G']",7.0,"['K34R', 'C8U', 'B62E', 'T43H', 'M69N', 'G74H', 'Y58O']",3.0,"['E33M', 'V2H', 'E27F']",4.0,"['N84R', 'N91R', 'P2F', 'E15G']"
358.0,7.0,"['K34R', 'C8U', 'B62E', 'T43H', 'M69N', 'G74H', 'Y58O']",5.0,"['L20E', 'C74R', 'Y100R', 'H86A', 'C68R']",4.0,"['K34R', 'C8U', 'B62E', 'T43H']",3.0,"['M69N', 'G74H', 'Y58O']"
359.0,5.0,"['L20E', 'C74R', 'Y100R', 'H86A', 'C68R']",5.0,"['M49S', 'C64L', 'I27N', 'M12I', 'Q88U']",4.0,"['L20E', 'C74R', 'Y100R', 'H86A']",1.0,['C68R']
360.0,5.0,"['M49S', 'C64L', 'I27N', 'M12I', 'Q88U']",9.0,"['H19U', 'H50Z', 'K65A', 'C8H', 'K73W', 'Y97P', 'I93S', 'A76Y', 'B61A']",6.0,"['M49S', 'C64L', 'I27N', 'M12I', 'Q88U', 'H19U']",0.0,[]
361.0,8.0,"['H50Z', 'K65A', 'C8H', 'K73W', 'Y97P', 'I93S', 'A76Y', 'B61A']",6.0,"['X15X', 'J37W', 'J71M', 'G21P', 'T66J', 'K4E']",4.0,"['H50Z', 'K65A', 'C8H', 'K73W']",4.0,"['Y97P', 'I93S', 'A76Y', 'B61A']"
362.0,6.0,"['X15X', 'J37W', 'J71M', 'G21P', 'T66J', 'K4E']",6.0,"['P69I', 'S16M', 'Y91U', 'L20D', 'Q21Z', 'M31H']",4.0,"['X15X', 'J37W', 'J71M', 'G21P']",2.0,"['T66J', 'K4E']"
363.0,6.0,"['P69I', 'S16M', 'Y91U', 'L20D', 'Q21Z', 'M31H']",6.0,"['C53F', 'H9M', 'E40T', 'C69S', 'O49A', 'A30S']",4.0,"['P69I', 'S16M', 'Y91U', 'L20D']",2.0,"['Q21Z', 'M31H']"
364.0,6.0,"['C53F', 'H9M', 'E40T', 'C69S', 'O49A', 'A30S']",8.0,"['S44T', 'H77H', 'S65P', 'Z21K', 'V15K', 'Z97S', 'L77Y', 'G47F']",4.0,"['C53F', 'H9M', 'E40T', 'C69S']",2.0,"['O49A', 'A30S']"
