Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
1048.0,9.0,"['J31D', 'B25N', 'B79G', 'X17F', 'B88T', 'M13U', 'D83O', 'R85O', 'R65B']",6.0,"['J92R', 'M42C', 'E15O', 'M87S', 'U67W', 'G65N']",5.0,"['J31D', 'B25N', 'B79G', 'X17F', 'B88T']",4.0,"['M13U', 'D83O', 'R85O', 'R65B']"
1049.0,6.0,"['J92R', 'M42C', 'E15O', 'M87S', 'U67W', 'G65N']",6.0,"['X25Z', 'F81S', 'L96E', 'H53R', 'G52G', 'W83G']",5.0,"['J92R', 'M42C', 'E15O', 'M87S', 'U67W']",1.0,['G65N']
1050.0,6.0,"['X25Z', 'F81S', 'L96E', 'H53R', 'G52G', 'W83G']",6.0,"['A58Z', 'U81C', 'C17E', 'N92M', 'X55F', 'G87I']",5.0,"['X25Z', 'F81S', 'L96E', 'H53R', 'G52G']",1.0,['W83G']
1051.0,6.0,"['A58Z', 'U81C', 'C17E', 'N92M', 'X55F', 'G87I']",6.0,"['G28G', 'L99I', 'O61B', 'M57I', 'I66D', 'P70T']",3.0,"['A58Z', 'U81C', 'C17E']",3.0,"['N92M', 'X55F', 'G87I']"
1052.0,6.0,"['G28G', 'L99I', 'O61B', 'M57I', 'I66D', 'P70T']",6.0,"['R85L', 'S59J', 'D47Y', 'W28S', 'J20R', 'G54T']",6.0,"['G28G', 'L99I', 'O61B', 'M57I', 'I66D', 'P70T']",0.0,[]
1053.0,6.0,"['R85L', 'S59J', 'D47Y', 'W28S', 'J20R', 'G54T']",8.0,"['V37Q', 'P37C', 'E64G', 'J61R', 'H54G', 'R17Y', 'J5R', 'Z77Y']",5.0,"['R85L', 'S59J', 'D47Y', 'W28S', 'J20R']",1.0,['G54T']
1054.0,8.0,"['V37Q', 'P37C', 'E64G', 'J61R', 'H54G', 'R17Y', 'J5R', 'Z77Y']",6.0,"['S1S', 'E26N', 'B96S', 'A95O', 'A60H', 'D93S']",4.0,"['V37Q', 'P37C', 'E64G', 'J61R']",4.0,"['H54G', 'R17Y', 'J5R', 'Z77Y']"
1055.0,6.0,"['S1S', 'E26N', 'B96S', 'A95O', 'A60H', 'D93S']",8.0,"['I18U', 'U38M', 'F78Y', 'K12C', 'T64U', 'E58Z', 'H100P', 'D66K']",4.0,"['S1S', 'E26N', 'B96S', 'A95O']",2.0,"['A60H', 'D93S']"
1056.0,8.0,"['I18U', 'U38M', 'F78Y', 'K12C', 'T64U', 'E58Z', 'H100P', 'D66K']",5.0,"['C62V', 'X65J', 'H24J', 'R12M', 'A5Y']",6.0,"['I18U', 'U38M', 'F78Y', 'K12C', 'T64U', 'E58Z']",2.0,"['H100P', 'D66K']"
1057.0,5.0,"['C62V', 'X65J', 'H24J', 'R12M', 'A5Y']",8.0,"['E68J', 'H45G', 'Y11H', 'U59S', 'V12R', 'J32N', 'F10B', 'E81U']",5.0,"['C62V', 'X65J', 'H24J', 'R12M', 'A5Y']",0.0,[]
1058.0,8.0,"['E68J', 'H45G', 'Y11H', 'U59S', 'V12R', 'J32N', 'F10B', 'E81U']",7.0,"['F37K', 'F77A', 'B57H', 'O62K', 'P55N', 'N86O', 'O98V']",3.0,"['E68J', 'H45G', 'Y11H']",5.0,"['U59S', 'V12R', 'J32N', 'F10B', 'E81U']"
1059.0,7.0,"['F37K', 'F77A', 'B57H', 'O62K', 'P55N', 'N86O', 'O98V']",6.0,"['S25L', 'N43S', 'H14C', 'B1R', 'S44K', 'Y1D']",3.0,"['F37K', 'F77A', 'B57H']",4.0,"['O62K', 'P55N', 'N86O', 'O98V']"
1060.0,6.0,"['S25L', 'N43S', 'H14C', 'B1R', 'S44K', 'Y1D']",6.0,"['C64Z', 'I36H', 'U59P', 'K19X', 'U61Z', 'Z64J']",5.0,"['S25L', 'N43S', 'H14C', 'B1R', 'S44K']",1.0,['Y1D']
1061.0,6.0,"['C64Z', 'I36H', 'U59P', 'K19X', 'U61Z', 'Z64J']",6.0,"['Z44B', 'Z77Z', 'A36D', 'R90S', 'S78Y', 'G44Y']",6.0,"['C64Z', 'I36H', 'U59P', 'K19X', 'U61Z', 'Z64J']",0.0,[]
1062.0,6.0,"['Z44B', 'Z77Z', 'A36D', 'R90S', 'S78Y', 'G44Y']",7.0,"['H22S', 'W2K', 'Q49F', 'F9Z', 'T27W', 'U76J', 'O27X']",6.0,"['Z44B', 'Z77Z', 'A36D', 'R90S', 'S78Y', 'G44Y']",0.0,[]
1063.0,7.0,"['H22S', 'W2K', 'Q49F', 'F9Z', 'T27W', 'U76J', 'O27X']",6.0,"['U88D', 'A6C', 'A49R', 'J45S', 'V94E', 'U30Y']",3.0,"['H22S', 'W2K', 'Q49F']",4.0,"['F9Z', 'T27W', 'U76J', 'O27X']"
1064.0,6.0,"['U88D', 'A6C', 'A49R', 'J45S', 'V94E', 'U30Y']",8.0,"['N53Z', 'D33E', 'Z40Z', 'H40X', 'C57T', 'Q11Z', 'I57X', 'E88P']",3.0,"['U88D', 'A6C', 'A49R']",3.0,"['J45S', 'V94E', 'U30Y']"
1065.0,8.0,"['N53Z', 'D33E', 'Z40Z', 'H40X', 'C57T', 'Q11Z', 'I57X', 'E88P']",6.0,"['S27R', 'A97Y', 'B72X', 'X86R', 'Z64L', 'Y83V']",5.0,"['N53Z', 'D33E', 'Z40Z', 'H40X', 'C57T']",3.0,"['Q11Z', 'I57X', 'E88P']"
1066.0,6.0,"['S27R', 'A97Y', 'B72X', 'X86R', 'Z64L', 'Y83V']",5.0,"['V12X', 'U5N', 'O46H', 'U33L', 'N55S']",5.0,"['S27R', 'A97Y', 'B72X', 'X86R', 'Z64L']",1.0,['Y83V']
1067.0,5.0,"['V12X', 'U5N', 'O46H', 'U33L', 'N55S']",9.0,"['W83R', 'W54R', 'R11L', 'J45U', 'L91Z', 'N95F', 'R83Y', 'G37Q', 'R47O']",3.0,"['V12X', 'U5N', 'O46H']",2.0,"['U33L', 'N55S']"
1068.0,9.0,"['W83R', 'W54R', 'R11L', 'J45U', 'L91Z', 'N95F', 'R83Y', 'G37Q', 'R47O']",9.0,"['P71S', 'S84R', 'K67M', 'W93W', 'E4V', 'I48X', 'L92M', 'K31E', 'U19M']",6.0,"['W83R', 'W54R', 'R11L', 'J45U', 'L91Z', 'N95F']",3.0,"['R83Y', 'G37Q', 'R47O']"
1069.0,9.0,"['P71S', 'S84R', 'K67M', 'W93W', 'E4V', 'I48X', 'L92M', 'K31E', 'U19M']",7.0,"['T85X', 'S10C', 'M67A', 'P16M', 'L90W', 'K68F', 'C80D']",6.0,"['P71S', 'S84R', 'K67M', 'W93W', 'E4V', 'I48X']",3.0,"['L92M', 'K31E', 'U19M']"
1070.0,7.0,"['T85X', 'S10C', 'M67A', 'P16M', 'L90W', 'K68F', 'C80D']",7.0,"['K13Q', 'Y1X', 'R2T', 'D12E', 'H32A', 'M6N', 'I88S']",5.0,"['T85X', 'S10C', 'M67A', 'P16M', 'L90W']",2.0,"['K68F', 'C80D']"
1071.0,7.0,"['K13Q', 'Y1X', 'R2T', 'D12E', 'H32A', 'M6N', 'I88S']",9.0,"['E83I', 'E78K', 'U15L', 'R18K', 'I13O', 'W1J', 'G8V', 'V100I', 'D95B']",4.0,"['K13Q', 'Y1X', 'R2T', 'D12E']",3.0,"['H32A', 'M6N', 'I88S']"
1072.0,9.0,"['E83I', 'E78K', 'U15L', 'R18K', 'I13O', 'W1J', 'G8V', 'V100I', 'D95B']",7.0,"['H18B', 'O69T', 'K33U', 'J58S', 'I60H', 'F56X', 'J40T']",6.0,"['E83I', 'E78K', 'U15L', 'R18K', 'I13O', 'W1J']",3.0,"['G8V', 'V100I', 'D95B']"
1073.0,7.0,"['H18B', 'O69T', 'K33U', 'J58S', 'I60H', 'F56X', 'J40T']",7.0,"['D77R', 'O69Z', 'V41F', 'X72I', 'M4P', 'D83G', 'G11M']",3.0,"['H18B', 'O69T', 'K33U']",4.0,"['J58S', 'I60H', 'F56X', 'J40T']"
1074.0,7.0,"['D77R', 'O69Z', 'V41F', 'X72I', 'M4P', 'D83G', 'G11M']",9.0,"['T34Q', 'I75N', 'N35R', 'T77I', 'M69O', 'X54Q', 'K86Z', 'R64Z', 'P86O']",4.0,"['D77R', 'O69Z', 'V41F', 'X72I']",3.0,"['M4P', 'D83G', 'G11M']"
1075.0,9.0,"['T34Q', 'I75N', 'N35R', 'T77I', 'M69O', 'X54Q', 'K86Z', 'R64Z', 'P86O']",5.0,"['H19F', 'Y19W', 'M43C', 'Y62K', 'T55A']",3.0,"['T34Q', 'I75N', 'N35R']",6.0,"['T77I', 'M69O', 'X54Q', 'K86Z', 'R64Z', 'P86O']"
1076.0,5.0,"['H19F', 'Y19W', 'M43C', 'Y62K', 'T55A']",9.0,"['A44G', 'M28C', 'V1X', 'Z17O', 'Q31Q', 'H20A', 'D79U', 'S94Q', 'B2V']",5.0,"['H19F', 'Y19W', 'M43C', 'Y62K', 'T55A']",0.0,[]
1077.0,9.0,"['A44G', 'M28C', 'V1X', 'Z17O', 'Q31Q', 'H20A', 'D79U', 'S94Q', 'B2V']",7.0,"['N79R', 'P31L', 'P51J', 'Z55Z', 'B35R', 'T19Z', 'E51A']",6.0,"['A44G', 'M28C', 'V1X', 'Z17O', 'Q31Q', 'H20A']",3.0,"['D79U', 'S94Q', 'B2V']"
1078.0,7.0,"['N79R', 'P31L', 'P51J', 'Z55Z', 'B35R', 'T19Z', 'E51A']",7.0,"['S32V', 'C1T', 'F15N', 'N72U', 'K14C', 'U32O', 'G5D']",4.0,"['N79R', 'P31L', 'P51J', 'Z55Z']",3.0,"['B35R', 'T19Z', 'E51A']"
1079.0,7.0,"['S32V', 'C1T', 'F15N', 'N72U', 'K14C', 'U32O', 'G5D']",6.0,"['B78W', 'L31P', 'A54L', 'O77Z', 'J31S', 'V96I']",3.0,"['S32V', 'C1T', 'F15N']",4.0,"['N72U', 'K14C', 'U32O', 'G5D']"
1080.0,6.0,"['B78W', 'L31P', 'A54L', 'O77Z', 'J31S', 'V96I']",6.0,"['M35V', 'C15R', 'U100N', 'R76E', 'X24H', 'F28B']",6.0,"['B78W', 'L31P', 'A54L', 'O77Z', 'J31S', 'V96I']",0.0,[]
1081.0,6.0,"['M35V', 'C15R', 'U100N', 'R76E', 'X24H', 'F28B']",9.0,"['O49P', 'C78E', 'K92T', 'D75I', 'X19L', 'V97B', 'O76J', 'E19F', 'A96H']",4.0,"['M35V', 'C15R', 'U100N', 'R76E']",2.0,"['X24H', 'F28B']"
1082.0,9.0,"['O49P', 'C78E', 'K92T', 'D75I', 'X19L', 'V97B', 'O76J', 'E19F', 'A96H']",7.0,"['I49Z', 'W14V', 'Z92U', 'B35B', 'R66D', 'D98S', 'Q86K']",4.0,"['O49P', 'C78E', 'K92T', 'D75I']",5.0,"['X19L', 'V97B', 'O76J', 'E19F', 'A96H']"
1083.0,7.0,"['I49Z', 'W14V', 'Z92U', 'B35B', 'R66D', 'D98S', 'Q86K']",5.0,"['S83R', 'Z39V', 'K41Y', 'I25G', 'J93U']",5.0,"['I49Z', 'W14V', 'Z92U', 'B35B', 'R66D']",2.0,"['D98S', 'Q86K']"
1084.0,5.0,"['S83R', 'Z39V', 'K41Y', 'I25G', 'J93U']",5.0,"['V41Q', 'W86T', 'M30U', 'M29C', 'H6B']",6.0,"['S83R', 'Z39V', 'K41Y', 'I25G', 'J93U', 'V41Q']",0.0,[]
1085.0,4.0,"['W86T', 'M30U', 'M29C', 'H6B']",7.0,"['I69Y', 'M18F', 'D3R', 'L62S', 'F41J', 'T78J', 'M21K']",5.0,"['W86T', 'M30U', 'M29C', 'H6B', 'I69Y']",0.0,[]
1086.0,6.0,"['M18F', 'D3R', 'L62S', 'F41J', 'T78J', 'M21K']",8.0,"['U30D', 'H77X', 'M88V', 'H5X', 'Q14K', 'I68G', 'G38B', 'V16V']",3.0,"['M18F', 'D3R', 'L62S']",3.0,"['F41J', 'T78J', 'M21K']"
1087.0,8.0,"['U30D', 'H77X', 'M88V', 'H5X', 'Q14K', 'I68G', 'G38B', 'V16V']",6.0,"['M54U', 'I68B', 'E68Y', 'N31D', 'J76O', 'J33I']",5.0,"['U30D', 'H77X', 'M88V', 'H5X', 'Q14K']",3.0,"['I68G', 'G38B', 'V16V']"
1088.0,6.0,"['M54U', 'I68B', 'E68Y', 'N31D', 'J76O', 'J33I']",7.0,"['C50K', 'U97E', 'U3A', 'K8A', 'T54Y', 'J74Y', 'A48N']",4.0,"['M54U', 'I68B', 'E68Y', 'N31D']",2.0,"['J76O', 'J33I']"
1089.0,7.0,"['C50K', 'U97E', 'U3A', 'K8A', 'T54Y', 'J74Y', 'A48N']",6.0,"['M49C', 'I60K', 'W99Y', 'S100O', 'M66W', 'Q68U']",5.0,"['C50K', 'U97E', 'U3A', 'K8A', 'T54Y']",2.0,"['J74Y', 'A48N']"
1090.0,6.0,"['M49C', 'I60K', 'W99Y', 'S100O', 'M66W', 'Q68U']",8.0,"['Y6F', 'A78V', 'B71C', 'S25O', 'R91C', 'K4P', 'H38V', 'X45G']",5.0,"['M49C', 'I60K', 'W99Y', 'S100O', 'M66W']",1.0,['Q68U']
1091.0,8.0,"['Y6F', 'A78V', 'B71C', 'S25O', 'R91C', 'K4P', 'H38V', 'X45G']",8.0,"['L27M', 'T11A', 'Y35H', 'O2I', 'J82Q', 'Y88L', 'M20R', 'O61M']",4.0,"['Y6F', 'A78V', 'B71C', 'S25O']",4.0,"['R91C', 'K4P', 'H38V', 'X45G']"
1092.0,8.0,"['L27M', 'T11A', 'Y35H', 'O2I', 'J82Q', 'Y88L', 'M20R', 'O61M']",7.0,"['R45F', 'F91M', 'H11K', 'H53F', 'T15C', 'I47I', 'U56D']",5.0,"['L27M', 'T11A', 'Y35H', 'O2I', 'J82Q']",3.0,"['Y88L', 'M20R', 'O61M']"
1093.0,7.0,"['R45F', 'F91M', 'H11K', 'H53F', 'T15C', 'I47I', 'U56D']",7.0,"['K38Y', 'I54L', 'H85I', 'H9U', 'R60A', 'G20D', 'T95E']",4.0,"['R45F', 'F91M', 'H11K', 'H53F']",3.0,"['T15C', 'I47I', 'U56D']"
1094.0,7.0,"['K38Y', 'I54L', 'H85I', 'H9U', 'R60A', 'G20D', 'T95E']",7.0,"['F91Y', 'Q58X', 'N73C', 'F31W', 'U61N', 'T98P', 'Z40Y']",3.0,"['K38Y', 'I54L', 'H85I']",4.0,"['H9U', 'R60A', 'G20D', 'T95E']"
1095.0,7.0,"['F91Y', 'Q58X', 'N73C', 'F31W', 'U61N', 'T98P', 'Z40Y']",6.0,"['E55H', 'Q96V', 'H72X', 'F49W', 'U59W', 'C69N']",5.0,"['F91Y', 'Q58X', 'N73C', 'F31W', 'U61N']",2.0,"['T98P', 'Z40Y']"
1096.0,6.0,"['E55H', 'Q96V', 'H72X', 'F49W', 'U59W', 'C69N']",7.0,"['S91L', 'Y17T', 'T30M', 'S27K', 'Z14G', 'F46M', 'Z60H']",4.0,"['E55H', 'Q96V', 'H72X', 'F49W']",2.0,"['U59W', 'C69N']"
1097.0,7.0,"['S91L', 'Y17T', 'T30M', 'S27K', 'Z14G', 'F46M', 'Z60H']",7.0,"['H90W', 'T21K', 'G29W', 'Y70J', 'D40G', 'Y73L', 'S1E']",6.0,"['S91L', 'Y17T', 'T30M', 'S27K', 'Z14G', 'F46M']",1.0,['Z60H']
1098.0,7.0,"['H90W', 'T21K', 'G29W', 'Y70J', 'D40G', 'Y73L', 'S1E']",8.0,"['Q55S', 'B55O', 'I56N', 'J40K', 'D82Q', 'Q6J', 'U12W', 'N6T']",4.0,"['H90W', 'T21K', 'G29W', 'Y70J']",3.0,"['D40G', 'Y73L', 'S1E']"
1099.0,8.0,"['Q55S', 'B55O', 'I56N', 'J40K', 'D82Q', 'Q6J', 'U12W', 'N6T']",8.0,"['V42M', 'E50G', 'Z94S', 'M2M', 'Y19S', 'I99C', 'B88Y', 'F32C']",3.0,"['Q55S', 'B55O', 'I56N']",5.0,"['J40K', 'D82Q', 'Q6J', 'U12W', 'N6T']"
1100.0,8.0,"['V42M', 'E50G', 'Z94S', 'M2M', 'Y19S', 'I99C', 'B88Y', 'F32C']",8.0,"['B40X', 'T59A', 'B80H', 'G22W', 'P68F', 'A48W', 'M31J', 'S60F']",6.0,"['V42M', 'E50G', 'Z94S', 'M2M', 'Y19S', 'I99C']",2.0,"['B88Y', 'F32C']"
1101.0,8.0,"['B40X', 'T59A', 'B80H', 'G22W', 'P68F', 'A48W', 'M31J', 'S60F']",7.0,"['L47K', 'Y50G', 'M96Q', 'M22D', 'B98U', 'X81R', 'Y48Y']",4.0,"['B40X', 'T59A', 'B80H', 'G22W']",4.0,"['P68F', 'A48W', 'M31J', 'S60F']"
1102.0,7.0,"['L47K', 'Y50G', 'M96Q', 'M22D', 'B98U', 'X81R', 'Y48Y']",6.0,"['N97F', 'V71M', 'R58X', 'N68Z', 'V74F', 'R18D']",5.0,"['L47K', 'Y50G', 'M96Q', 'M22D', 'B98U']",2.0,"['X81R', 'Y48Y']"
1103.0,6.0,"['N97F', 'V71M', 'R58X', 'N68Z', 'V74F', 'R18D']",7.0,"['T35I', 'S72B', 'O10H', 'N29J', 'J27K', 'W6V', 'M28O']",3.0,"['N97F', 'V71M', 'R58X']",3.0,"['N68Z', 'V74F', 'R18D']"
1104.0,7.0,"['T35I', 'S72B', 'O10H', 'N29J', 'J27K', 'W6V', 'M28O']",6.0,"['W9S', 'X26G', 'Q56G', 'P10E', 'G31G', 'E65Z']",5.0,"['T35I', 'S72B', 'O10H', 'N29J', 'J27K']",2.0,"['W6V', 'M28O']"
1105.0,6.0,"['W9S', 'X26G', 'Q56G', 'P10E', 'G31G', 'E65Z']",7.0,"['O35E', 'D34P', 'J63X', 'D38H', 'Q17Y', 'Y93L', 'P52L']",6.0,"['W9S', 'X26G', 'Q56G', 'P10E', 'G31G', 'E65Z']",0.0,[]
1106.0,7.0,"['O35E', 'D34P', 'J63X', 'D38H', 'Q17Y', 'Y93L', 'P52L']",7.0,"['H1Y', 'I40B', 'B90Z', 'Q88Y', 'H21J', 'L48D', 'Q50K']",6.0,"['O35E', 'D34P', 'J63X', 'D38H', 'Q17Y', 'Y93L']",1.0,['P52L']
1107.0,7.0,"['H1Y', 'I40B', 'B90Z', 'Q88Y', 'H21J', 'L48D', 'Q50K']",7.0,"['E18O', 'Z60P', 'V32J', 'H89R', 'Q90U', 'R23N', 'M57V']",5.0,"['H1Y', 'I40B', 'B90Z', 'Q88Y', 'H21J']",2.0,"['L48D', 'Q50K']"
1108.0,7.0,"['E18O', 'Z60P', 'V32J', 'H89R', 'Q90U', 'R23N', 'M57V']",8.0,"['X39E', 'M61Q', 'I48H', 'H59U', 'L3Q', 'T49Z', 'H54F', 'Z55M']",6.0,"['E18O', 'Z60P', 'V32J', 'H89R', 'Q90U', 'R23N']",1.0,['M57V']
1109.0,8.0,"['X39E', 'M61Q', 'I48H', 'H59U', 'L3Q', 'T49Z', 'H54F', 'Z55M']",6.0,"['Z80P', 'K82Y', 'H7C', 'T64G', 'E59T', 'V23A']",5.0,"['X39E', 'M61Q', 'I48H', 'H59U', 'L3Q']",3.0,"['T49Z', 'H54F', 'Z55M']"
1110.0,6.0,"['Z80P', 'K82Y', 'H7C', 'T64G', 'E59T', 'V23A']",6.0,"['G56A', 'I64R', 'Y22U', 'P64O', 'W23X', 'C57J']",5.0,"['Z80P', 'K82Y', 'H7C', 'T64G', 'E59T']",1.0,['V23A']
1111.0,6.0,"['G56A', 'I64R', 'Y22U', 'P64O', 'W23X', 'C57J']",6.0,"['G50W', 'C94S', 'X99E', 'Y68G', 'C71V', 'T23U']",4.0,"['G56A', 'I64R', 'Y22U', 'P64O']",2.0,"['W23X', 'C57J']"
1112.0,6.0,"['G50W', 'C94S', 'X99E', 'Y68G', 'C71V', 'T23U']",7.0,"['B86G', 'I89R', 'X75D', 'N62W', 'W81G', 'Z76L', 'A23S']",4.0,"['G50W', 'C94S', 'X99E', 'Y68G']",2.0,"['C71V', 'T23U']"
1113.0,7.0,"['B86G', 'I89R', 'X75D', 'N62W', 'W81G', 'Z76L', 'A23S']",7.0,"['P4H', 'A39P', 'G9D', 'K35U', 'M79M', 'N39V', 'C9P']",5.0,"['B86G', 'I89R', 'X75D', 'N62W', 'W81G']",2.0,"['Z76L', 'A23S']"
1114.0,7.0,"['P4H', 'A39P', 'G9D', 'K35U', 'M79M', 'N39V', 'C9P']",9.0,"['V79X', 'J27J', 'S6D', 'A48F', 'T90G', 'N37E', 'L75D', 'S59K', 'D80A']",6.0,"['P4H', 'A39P', 'G9D', 'K35U', 'M79M', 'N39V']",1.0,['C9P']
1115.0,9.0,"['V79X', 'J27J', 'S6D', 'A48F', 'T90G', 'N37E', 'L75D', 'S59K', 'D80A']",7.0,"['S6J', 'Y15L', 'F84U', 'W3U', 'N11P', 'D89R', 'O61T']",4.0,"['V79X', 'J27J', 'S6D', 'A48F']",5.0,"['T90G', 'N37E', 'L75D', 'S59K', 'D80A']"
1116.0,7.0,"['S6J', 'Y15L', 'F84U', 'W3U', 'N11P', 'D89R', 'O61T']",7.0,"['C88K', 'A55R', 'A35Y', 'P95S', 'O24R', 'F71B', 'B34O']",5.0,"['S6J', 'Y15L', 'F84U', 'W3U', 'N11P']",2.0,"['D89R', 'O61T']"
1117.0,7.0,"['C88K', 'A55R', 'A35Y', 'P95S', 'O24R', 'F71B', 'B34O']",9.0,"['W83V', 'M5B', 'B67A', 'Y24T', 'F50J', 'Y79J', 'G16S', 'U18U', 'F10V']",3.0,"['C88K', 'A55R', 'A35Y']",4.0,"['P95S', 'O24R', 'F71B', 'B34O']"
1118.0,9.0,"['W83V', 'M5B', 'B67A', 'Y24T', 'F50J', 'Y79J', 'G16S', 'U18U', 'F10V']",7.0,"['V15T', 'K52C', 'N23X', 'Z88V', 'W67C', 'Z99H', 'O70O']",3.0,"['W83V', 'M5B', 'B67A']",6.0,"['Y24T', 'F50J', 'Y79J', 'G16S', 'U18U', 'F10V']"
1119.0,7.0,"['V15T', 'K52C', 'N23X', 'Z88V', 'W67C', 'Z99H', 'O70O']",6.0,"['U4U', 'W39R', 'H25D', 'O75B', 'C64V', 'V4S']",6.0,"['V15T', 'K52C', 'N23X', 'Z88V', 'W67C', 'Z99H']",1.0,['O70O']
1120.0,6.0,"['U4U', 'W39R', 'H25D', 'O75B', 'C64V', 'V4S']",7.0,"['F13Z', 'W41D', 'B10W', 'B56E', 'F96D', 'N11O', 'O44L']",4.0,"['U4U', 'W39R', 'H25D', 'O75B']",2.0,"['C64V', 'V4S']"
1121.0,7.0,"['F13Z', 'W41D', 'B10W', 'B56E', 'F96D', 'N11O', 'O44L']",5.0,"['B75S', 'A24M', 'R12A', 'K35D', 'E59P']",4.0,"['F13Z', 'W41D', 'B10W', 'B56E']",3.0,"['F96D', 'N11O', 'O44L']"
1122.0,5.0,"['B75S', 'A24M', 'R12A', 'K35D', 'E59P']",7.0,"['W89N', 'E25L', 'O33C', 'K51P', 'P44E', 'R9Q', 'A56X']",4.0,"['B75S', 'A24M', 'R12A', 'K35D']",1.0,['E59P']
1123.0,7.0,"['W89N', 'E25L', 'O33C', 'K51P', 'P44E', 'R9Q', 'A56X']",7.0,"['C29Z', 'R43T', 'W18N', 'J38G', 'O58Y', 'X58K', 'K7V']",5.0,"['W89N', 'E25L', 'O33C', 'K51P', 'P44E']",2.0,"['R9Q', 'A56X']"
1124.0,7.0,"['C29Z', 'R43T', 'W18N', 'J38G', 'O58Y', 'X58K', 'K7V']",7.0,"['T79F', 'L68Q', 'L44Q', 'H76S', 'K6U', 'J32B', 'C46T']",6.0,"['C29Z', 'R43T', 'W18N', 'J38G', 'O58Y', 'X58K']",1.0,['K7V']
1125.0,7.0,"['T79F', 'L68Q', 'L44Q', 'H76S', 'K6U', 'J32B', 'C46T']",8.0,"['E84G', 'W46B', 'A73N', 'W1E', 'K21V', 'M43G', 'T51M', 'P48K']",5.0,"['T79F', 'L68Q', 'L44Q', 'H76S', 'K6U']",2.0,"['J32B', 'C46T']"
1126.0,8.0,"['E84G', 'W46B', 'A73N', 'W1E', 'K21V', 'M43G', 'T51M', 'P48K']",8.0,"['M62X', 'A11J', 'F64D', 'Y56I', 'O53I', 'K14K', 'E28D', 'C60P']",3.0,"['E84G', 'W46B', 'A73N']",5.0,"['W1E', 'K21V', 'M43G', 'T51M', 'P48K']"
1127.0,8.0,"['M62X', 'A11J', 'F64D', 'Y56I', 'O53I', 'K14K', 'E28D', 'C60P']",8.0,"['I89M', 'B44H', 'I23G', 'L63E', 'X66O', 'D33U', 'G28M', 'W79C']",4.0,"['M62X', 'A11J', 'F64D', 'Y56I']",4.0,"['O53I', 'K14K', 'E28D', 'C60P']"
1128.0,8.0,"['I89M', 'B44H', 'I23G', 'L63E', 'X66O', 'D33U', 'G28M', 'W79C']",8.0,"['V49O', 'T28S', 'V56B', 'Q89N', 'J97C', 'Y39H', 'Q92I', 'A63F']",5.0,"['I89M', 'B44H', 'I23G', 'L63E', 'X66O']",3.0,"['D33U', 'G28M', 'W79C']"
1129.0,8.0,"['V49O', 'T28S', 'V56B', 'Q89N', 'J97C', 'Y39H', 'Q92I', 'A63F']",6.0,"['A20C', 'K69G', 'W38Z', 'G76V', 'B55H', 'T60G']",6.0,"['V49O', 'T28S', 'V56B', 'Q89N', 'J97C', 'Y39H']",2.0,"['Q92I', 'A63F']"
1130.0,6.0,"['A20C', 'K69G', 'W38Z', 'G76V', 'B55H', 'T60G']",7.0,"['W92S', 'K1J', 'G83V', 'H40P', 'H87W', 'B10F', 'Z1V']",5.0,"['A20C', 'K69G', 'W38Z', 'G76V', 'B55H']",1.0,['T60G']
1131.0,7.0,"['W92S', 'K1J', 'G83V', 'H40P', 'H87W', 'B10F', 'Z1V']",7.0,"['X53K', 'X55E', 'Z29U', 'U43P', 'S19B', 'B18S', 'G28W']",5.0,"['W92S', 'K1J', 'G83V', 'H40P', 'H87W']",2.0,"['B10F', 'Z1V']"
1132.0,7.0,"['X53K', 'X55E', 'Z29U', 'U43P', 'S19B', 'B18S', 'G28W']",5.0,"['I28V', 'W48X', 'I8U', 'V58R', 'Y41O']",4.0,"['X53K', 'X55E', 'Z29U', 'U43P']",3.0,"['S19B', 'B18S', 'G28W']"
1133.0,5.0,"['I28V', 'W48X', 'I8U', 'V58R', 'Y41O']",8.0,"['F22U', 'C9J', 'F50M', 'U25S', 'F26E', 'N46S', 'M27Q', 'P48E']",6.0,"['I28V', 'W48X', 'I8U', 'V58R', 'Y41O', 'F22U']",0.0,[]
1134.0,7.0,"['C9J', 'F50M', 'U25S', 'F26E', 'N46S', 'M27Q', 'P48E']",5.0,"['S43G', 'P81H', 'N50F', 'L65S', 'L11T']",3.0,"['C9J', 'F50M', 'U25S']",4.0,"['F26E', 'N46S', 'M27Q', 'P48E']"
1135.0,5.0,"['S43G', 'P81H', 'N50F', 'L65S', 'L11T']",9.0,"['Y45T', 'Q92O', 'S77S', 'S28V', 'D53H', 'Z94S', 'D42U', 'K25I', 'T60X']",6.0,"['S43G', 'P81H', 'N50F', 'L65S', 'L11T', 'Y45T']",0.0,[]
1136.0,8.0,"['Q92O', 'S77S', 'S28V', 'D53H', 'Z94S', 'D42U', 'K25I', 'T60X']",6.0,"['I82X', 'C86X', 'U71G', 'N61Q', 'K30C', 'U35I']",6.0,"['Q92O', 'S77S', 'S28V', 'D53H', 'Z94S', 'D42U']",2.0,"['K25I', 'T60X']"
1137.0,6.0,"['I82X', 'C86X', 'U71G', 'N61Q', 'K30C', 'U35I']",6.0,"['E96D', 'K49K', 'Z50D', 'X86S', 'G23R', 'L22Y']",4.0,"['I82X', 'C86X', 'U71G', 'N61Q']",2.0,"['K30C', 'U35I']"
