Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
338.0,8.0,"['F21Z', 'O35B', 'N92V', 'O97H', 'A80W', 'S37G', 'F14I', 'J44M']",8.0,"['E28W', 'S38L', 'O4T', 'G95G', 'A68W', 'Q36N', 'J88K', 'O7D']",6.0,"['F21Z', 'O35B', 'N92V', 'O97H', 'A80W', 'S37G']",2.0,"['F14I', 'J44M']"
339.0,8.0,"['E28W', 'S38L', 'O4T', 'G95G', 'A68W', 'Q36N', 'J88K', 'O7D']",6.0,"['E20T', 'T88N', 'O34I', 'X90M', 'Z10X', 'F78R']",6.0,"['E28W', 'S38L', 'O4T', 'G95G', 'A68W', 'Q36N']",2.0,"['J88K', 'O7D']"
340.0,6.0,"['E20T', 'T88N', 'O34I', 'X90M', 'Z10X', 'F78R']",6.0,"['Z1G', 'K71E', 'A46V', 'N23M', 'M5X', 'O26X']",5.0,"['E20T', 'T88N', 'O34I', 'X90M', 'Z10X']",1.0,['F78R']
341.0,6.0,"['Z1G', 'K71E', 'A46V', 'N23M', 'M5X', 'O26X']",9.0,"['F28M', 'Q64E', 'I15G', 'L7Y', 'M52N', 'K7L', 'K6L', 'W80V', 'I89L']",4.0,"['Z1G', 'K71E', 'A46V', 'N23M']",2.0,"['M5X', 'O26X']"
342.0,9.0,"['F28M', 'Q64E', 'I15G', 'L7Y', 'M52N', 'K7L', 'K6L', 'W80V', 'I89L']",9.0,"['N45J', 'O72R', 'R83F', 'G78N', 'T56Z', 'G48F', 'C41Z', 'Z24B', 'W17N']",6.0,"['F28M', 'Q64E', 'I15G', 'L7Y', 'M52N', 'K7L']",3.0,"['K6L', 'W80V', 'I89L']"
343.0,9.0,"['N45J', 'O72R', 'R83F', 'G78N', 'T56Z', 'G48F', 'C41Z', 'Z24B', 'W17N']",9.0,"['N53R', 'B52P', 'G41P', 'E37T', 'K12G', 'B84K', 'G15N', 'B54Z', 'G36B']",6.0,"['N45J', 'O72R', 'R83F', 'G78N', 'T56Z', 'G48F']",3.0,"['C41Z', 'Z24B', 'W17N']"
344.0,9.0,"['N53R', 'B52P', 'G41P', 'E37T', 'K12G', 'B84K', 'G15N', 'B54Z', 'G36B']",6.0,"['D56V', 'C89A', 'P74Z', 'C90T', 'X69G', 'N92C']",6.0,"['N53R', 'B52P', 'G41P', 'E37T', 'K12G', 'B84K']",3.0,"['G15N', 'B54Z', 'G36B']"
345.0,6.0,"['D56V', 'C89A', 'P74Z', 'C90T', 'X69G', 'N92C']",9.0,"['Q73J', 'Q76E', 'I63G', 'J28X', 'V29M', 'K72G', 'A80Y', 'K54V', 'B2O']",6.0,"['D56V', 'C89A', 'P74Z', 'C90T', 'X69G', 'N92C']",0.0,[]
346.0,9.0,"['Q73J', 'Q76E', 'I63G', 'J28X', 'V29M', 'K72G', 'A80Y', 'K54V', 'B2O']",7.0,"['K30T', 'V96P', 'O72D', 'U94K', 'D29Y', 'L54E', 'F53C']",3.0,"['Q73J', 'Q76E', 'I63G']",6.0,"['J28X', 'V29M', 'K72G', 'A80Y', 'K54V', 'B2O']"
347.0,7.0,"['K30T', 'V96P', 'O72D', 'U94K', 'D29Y', 'L54E', 'F53C']",8.0,"['C23B', 'H50Q', 'C58S', 'G48S', 'G24S', 'I58V', 'O23I', 'N46N']",6.0,"['K30T', 'V96P', 'O72D', 'U94K', 'D29Y', 'L54E']",1.0,['F53C']
348.0,8.0,"['C23B', 'H50Q', 'C58S', 'G48S', 'G24S', 'I58V', 'O23I', 'N46N']",7.0,"['L90Q', 'Y15A', 'T22V', 'V33A', 'Y63D', 'R78G', 'Y53V']",5.0,"['C23B', 'H50Q', 'C58S', 'G48S', 'G24S']",3.0,"['I58V', 'O23I', 'N46N']"
349.0,7.0,"['L90Q', 'Y15A', 'T22V', 'V33A', 'Y63D', 'R78G', 'Y53V']",7.0,"['Q91N', 'D17J', 'N5X', 'C79S', 'R66Y', 'P50Y', 'E67F']",5.0,"['L90Q', 'Y15A', 'T22V', 'V33A', 'Y63D']",2.0,"['R78G', 'Y53V']"
350.0,7.0,"['Q91N', 'D17J', 'N5X', 'C79S', 'R66Y', 'P50Y', 'E67F']",9.0,"['Y9Q', 'E9N', 'D15Z', 'J49W', 'E77R', 'X15X', 'M62P', 'M28F', 'X97V']",3.0,"['Q91N', 'D17J', 'N5X']",4.0,"['C79S', 'R66Y', 'P50Y', 'E67F']"
351.0,9.0,"['Y9Q', 'E9N', 'D15Z', 'J49W', 'E77R', 'X15X', 'M62P', 'M28F', 'X97V']",8.0,"['P10U', 'U43T', 'B59M', 'P51K', 'Q62G', 'T26L', 'B94P', 'Y48J']",5.0,"['Y9Q', 'E9N', 'D15Z', 'J49W', 'E77R']",4.0,"['X15X', 'M62P', 'M28F', 'X97V']"
352.0,8.0,"['P10U', 'U43T', 'B59M', 'P51K', 'Q62G', 'T26L', 'B94P', 'Y48J']",6.0,"['I79R', 'B97G', 'S49C', 'J65N', 'S3Z', 'W55O']",4.0,"['P10U', 'U43T', 'B59M', 'P51K']",4.0,"['Q62G', 'T26L', 'B94P', 'Y48J']"
353.0,6.0,"['I79R', 'B97G', 'S49C', 'J65N', 'S3Z', 'W55O']",8.0,"['R26R', 'J14A', 'Q17N', 'P98O', 'K10A', 'H9D', 'Q76I', 'W92H']",5.0,"['I79R', 'B97G', 'S49C', 'J65N', 'S3Z']",1.0,['W55O']
354.0,8.0,"['R26R', 'J14A', 'Q17N', 'P98O', 'K10A', 'H9D', 'Q76I', 'W92H']",9.0,"['C22Y', 'F73C', 'J95R', 'C33I', 'X64V', 'Q5B', 'D89K', 'D92I', 'F1R']",3.0,"['R26R', 'J14A', 'Q17N']",5.0,"['P98O', 'K10A', 'H9D', 'Q76I', 'W92H']"
355.0,9.0,"['C22Y', 'F73C', 'J95R', 'C33I', 'X64V', 'Q5B', 'D89K', 'D92I', 'F1R']",7.0,"['F75N', 'F64W', 'M8G', 'N15O', 'X64X', 'S54C', 'C75M']",6.0,"['C22Y', 'F73C', 'J95R', 'C33I', 'X64V', 'Q5B']",3.0,"['D89K', 'D92I', 'F1R']"
356.0,7.0,"['F75N', 'F64W', 'M8G', 'N15O', 'X64X', 'S54C', 'C75M']",7.0,"['D78H', 'G14I', 'K22O', 'X50Q', 'R34E', 'G51E', 'W46L']",6.0,"['F75N', 'F64W', 'M8G', 'N15O', 'X64X', 'S54C']",1.0,['C75M']
357.0,7.0,"['D78H', 'G14I', 'K22O', 'X50Q', 'R34E', 'G51E', 'W46L']",6.0,"['J48T', 'K5Y', 'T55I', 'C17P', 'Q23G', 'X25E']",4.0,"['D78H', 'G14I', 'K22O', 'X50Q']",3.0,"['R34E', 'G51E', 'W46L']"
358.0,6.0,"['J48T', 'K5Y', 'T55I', 'C17P', 'Q23G', 'X25E']",8.0,"['E21Q', 'Y7F', 'B14N', 'P60Q', 'W41W', 'D19Y', 'D54K', 'M67T']",4.0,"['J48T', 'K5Y', 'T55I', 'C17P']",2.0,"['Q23G', 'X25E']"
359.0,8.0,"['E21Q', 'Y7F', 'B14N', 'P60Q', 'W41W', 'D19Y', 'D54K', 'M67T']",5.0,"['O43L', 'F84V', 'V83O', 'K77G', 'C13C']",3.0,"['E21Q', 'Y7F', 'B14N']",5.0,"['P60Q', 'W41W', 'D19Y', 'D54K', 'M67T']"
360.0,5.0,"['O43L', 'F84V', 'V83O', 'K77G', 'C13C']",8.0,"['S94H', 'R56T', 'X59N', 'O42U', 'I64I', 'O64I', 'I66T', 'T98F']",3.0,"['O43L', 'F84V', 'V83O']",2.0,"['K77G', 'C13C']"
361.0,8.0,"['S94H', 'R56T', 'X59N', 'O42U', 'I64I', 'O64I', 'I66T', 'T98F']",8.0,"['I52Q', 'W94F', 'O63U', 'L99I', 'G75I', 'H13J', 'N27S', 'C91T']",4.0,"['S94H', 'R56T', 'X59N', 'O42U']",4.0,"['I64I', 'O64I', 'I66T', 'T98F']"
362.0,8.0,"['I52Q', 'W94F', 'O63U', 'L99I', 'G75I', 'H13J', 'N27S', 'C91T']",5.0,"['S30E', 'W73V', 'P3R', 'X60K', 'P34W']",3.0,"['I52Q', 'W94F', 'O63U']",5.0,"['L99I', 'G75I', 'H13J', 'N27S', 'C91T']"
363.0,5.0,"['S30E', 'W73V', 'P3R', 'X60K', 'P34W']",7.0,"['T80Z', 'V47K', 'S88O', 'F65G', 'I44P', 'G2V', 'U55D']",4.0,"['S30E', 'W73V', 'P3R', 'X60K']",1.0,['P34W']
364.0,7.0,"['T80Z', 'V47K', 'S88O', 'F65G', 'I44P', 'G2V', 'U55D']",6.0,"['C21M', 'M1P', 'P40L', 'W53O', 'T6T', 'S49N']",4.0,"['T80Z', 'V47K', 'S88O', 'F65G']",3.0,"['I44P', 'G2V', 'U55D']"
365.0,6.0,"['C21M', 'M1P', 'P40L', 'W53O', 'T6T', 'S49N']",5.0,"['K17A', 'C64K', 'B62C', 'J47A', 'P34O']",4.0,"['C21M', 'M1P', 'P40L', 'W53O']",2.0,"['T6T', 'S49N']"
366.0,5.0,"['K17A', 'C64K', 'B62C', 'J47A', 'P34O']",5.0,"['E61Q', 'H78T', 'Z10C', 'A15L', 'O59P']",5.0,"['K17A', 'C64K', 'B62C', 'J47A', 'P34O']",0.0,[]
367.0,5.0,"['E61Q', 'H78T', 'Z10C', 'A15L', 'O59P']",5.0,"['C21B', 'C38N', 'Y99Q', 'I22K', 'A78J']",5.0,"['E61Q', 'H78T', 'Z10C', 'A15L', 'O59P']",0.0,[]
368.0,5.0,"['C21B', 'C38N', 'Y99Q', 'I22K', 'A78J']",6.0,"['Y22G', 'E76U', 'N3L', 'G73D', 'H60U', 'E8I']",6.0,"['C21B', 'C38N', 'Y99Q', 'I22K', 'A78J', 'Y22G']",0.0,[]
369.0,5.0,"['E76U', 'N3L', 'G73D', 'H60U', 'E8I']",7.0,"['M82J', 'Z26Q', 'U77V', 'Y36G', 'X41I', 'L10U', 'H44Z']",5.0,"['E76U', 'N3L', 'G73D', 'H60U', 'E8I']",0.0,[]
370.0,7.0,"['M82J', 'Z26Q', 'U77V', 'Y36G', 'X41I', 'L10U', 'H44Z']",6.0,"['X6B', 'X70Y', 'J77Q', 'K66I', 'G2R', 'T41R']",3.0,"['M82J', 'Z26Q', 'U77V']",4.0,"['Y36G', 'X41I', 'L10U', 'H44Z']"
371.0,6.0,"['X6B', 'X70Y', 'J77Q', 'K66I', 'G2R', 'T41R']",6.0,"['L33E', 'J30H', 'U5K', 'B64V', 'W34T', 'C1S']",6.0,"['X6B', 'X70Y', 'J77Q', 'K66I', 'G2R', 'T41R']",0.0,[]
372.0,6.0,"['L33E', 'J30H', 'U5K', 'B64V', 'W34T', 'C1S']",7.0,"['V73T', 'T12U', 'B27U', 'D19G', 'P69F', 'R10P', 'F97C']",4.0,"['L33E', 'J30H', 'U5K', 'B64V']",2.0,"['W34T', 'C1S']"
373.0,7.0,"['V73T', 'T12U', 'B27U', 'D19G', 'P69F', 'R10P', 'F97C']",7.0,"['W33E', 'R94K', 'A78L', 'D32P', 'B91R', 'H13E', 'O36T']",3.0,"['V73T', 'T12U', 'B27U']",4.0,"['D19G', 'P69F', 'R10P', 'F97C']"
374.0,7.0,"['W33E', 'R94K', 'A78L', 'D32P', 'B91R', 'H13E', 'O36T']",7.0,"['X31Q', 'K73H', 'H23D', 'T23Z', 'J93C', 'O33R', 'I63T']",3.0,"['W33E', 'R94K', 'A78L']",4.0,"['D32P', 'B91R', 'H13E', 'O36T']"
375.0,7.0,"['X31Q', 'K73H', 'H23D', 'T23Z', 'J93C', 'O33R', 'I63T']",9.0,"['H26D', 'Q72H', 'G79T', 'R72Z', 'L87W', 'W75Z', 'J12X', 'V4R', 'I31B']",3.0,"['X31Q', 'K73H', 'H23D']",4.0,"['T23Z', 'J93C', 'O33R', 'I63T']"
376.0,9.0,"['H26D', 'Q72H', 'G79T', 'R72Z', 'L87W', 'W75Z', 'J12X', 'V4R', 'I31B']",6.0,"['F76X', 'I54N', 'K91S', 'B55H', 'A75P', 'C21P']",5.0,"['H26D', 'Q72H', 'G79T', 'R72Z', 'L87W']",4.0,"['W75Z', 'J12X', 'V4R', 'I31B']"
377.0,6.0,"['F76X', 'I54N', 'K91S', 'B55H', 'A75P', 'C21P']",7.0,"['N70O', 'T68W', 'E57I', 'N56N', 'Z16K', 'J37S', 'L36Z']",6.0,"['F76X', 'I54N', 'K91S', 'B55H', 'A75P', 'C21P']",0.0,[]
378.0,7.0,"['N70O', 'T68W', 'E57I', 'N56N', 'Z16K', 'J37S', 'L36Z']",6.0,"['E73Q', 'U15Z', 'R23G', 'C15C', 'Q51X', 'Q30U']",5.0,"['N70O', 'T68W', 'E57I', 'N56N', 'Z16K']",2.0,"['J37S', 'L36Z']"
379.0,6.0,"['E73Q', 'U15Z', 'R23G', 'C15C', 'Q51X', 'Q30U']",7.0,"['X89A', 'Z53R', 'K39B', 'C11I', 'W32C', 'V94T', 'I25Z']",4.0,"['E73Q', 'U15Z', 'R23G', 'C15C']",2.0,"['Q51X', 'Q30U']"
380.0,7.0,"['X89A', 'Z53R', 'K39B', 'C11I', 'W32C', 'V94T', 'I25Z']",5.0,"['I62T', 'A95A', 'V24Y', 'X81Y', 'Z50L']",4.0,"['X89A', 'Z53R', 'K39B', 'C11I']",3.0,"['W32C', 'V94T', 'I25Z']"
381.0,5.0,"['I62T', 'A95A', 'V24Y', 'X81Y', 'Z50L']",9.0,"['H74F', 'O2L', 'X83A', 'N5O', 'Z98P', 'Y44O', 'T32K', 'K19H', 'O51Q']",5.0,"['I62T', 'A95A', 'V24Y', 'X81Y', 'Z50L']",0.0,[]
382.0,9.0,"['H74F', 'O2L', 'X83A', 'N5O', 'Z98P', 'Y44O', 'T32K', 'K19H', 'O51Q']",8.0,"['A22E', 'Q15O', 'K89E', 'M86X', 'G29W', 'X18Q', 'F67S', 'Z32Q']",5.0,"['H74F', 'O2L', 'X83A', 'N5O', 'Z98P']",4.0,"['Y44O', 'T32K', 'K19H', 'O51Q']"
383.0,8.0,"['A22E', 'Q15O', 'K89E', 'M86X', 'G29W', 'X18Q', 'F67S', 'Z32Q']",9.0,"['Y66N', 'V53L', 'U60Q', 'W72C', 'Q43L', 'B56E', 'M18D', 'E95C', 'Z7A']",5.0,"['A22E', 'Q15O', 'K89E', 'M86X', 'G29W']",3.0,"['X18Q', 'F67S', 'Z32Q']"
384.0,9.0,"['Y66N', 'V53L', 'U60Q', 'W72C', 'Q43L', 'B56E', 'M18D', 'E95C', 'Z7A']",7.0,"['Q28K', 'D59I', 'Y97H', 'U57T', 'Y74Y', 'J58C', 'X19P']",5.0,"['Y66N', 'V53L', 'U60Q', 'W72C', 'Q43L']",4.0,"['B56E', 'M18D', 'E95C', 'Z7A']"
385.0,7.0,"['Q28K', 'D59I', 'Y97H', 'U57T', 'Y74Y', 'J58C', 'X19P']",8.0,"['W4R', 'L80X', 'P57F', 'U18E', 'L56R', 'Z47M', 'Y80W', 'T81R']",4.0,"['Q28K', 'D59I', 'Y97H', 'U57T']",3.0,"['Y74Y', 'J58C', 'X19P']"
386.0,8.0,"['W4R', 'L80X', 'P57F', 'U18E', 'L56R', 'Z47M', 'Y80W', 'T81R']",7.0,"['F52B', 'K49E', 'K22R', 'X91A', 'A3J', 'F80S', 'P58U']",4.0,"['W4R', 'L80X', 'P57F', 'U18E']",4.0,"['L56R', 'Z47M', 'Y80W', 'T81R']"
387.0,7.0,"['F52B', 'K49E', 'K22R', 'X91A', 'A3J', 'F80S', 'P58U']",7.0,"['Z16G', 'L96E', 'X10K', 'D65Y', 'T71Z', 'B34J', 'N40A']",3.0,"['F52B', 'K49E', 'K22R']",4.0,"['X91A', 'A3J', 'F80S', 'P58U']"
388.0,7.0,"['Z16G', 'L96E', 'X10K', 'D65Y', 'T71Z', 'B34J', 'N40A']",5.0,"['G60N', 'U47S', 'L32B', 'A37T', 'T12Z']",4.0,"['Z16G', 'L96E', 'X10K', 'D65Y']",3.0,"['T71Z', 'B34J', 'N40A']"
389.0,5.0,"['G60N', 'U47S', 'L32B', 'A37T', 'T12Z']",8.0,"['J90R', 'N63R', 'P80Y', 'Z12N', 'K66U', 'P74Y', 'R98L', 'I94G']",3.0,"['G60N', 'U47S', 'L32B']",2.0,"['A37T', 'T12Z']"
390.0,8.0,"['J90R', 'N63R', 'P80Y', 'Z12N', 'K66U', 'P74Y', 'R98L', 'I94G']",8.0,"['I21G', 'M77U', 'Q40N', 'F77C', 'M38X', 'E14Y', 'P88E', 'W42W']",6.0,"['J90R', 'N63R', 'P80Y', 'Z12N', 'K66U', 'P74Y']",2.0,"['R98L', 'I94G']"
391.0,8.0,"['I21G', 'M77U', 'Q40N', 'F77C', 'M38X', 'E14Y', 'P88E', 'W42W']",8.0,"['V99F', 'B69Z', 'Q27P', 'A34P', 'A80L', 'Q37L', 'B28C', 'V34F']",4.0,"['I21G', 'M77U', 'Q40N', 'F77C']",4.0,"['M38X', 'E14Y', 'P88E', 'W42W']"
392.0,8.0,"['V99F', 'B69Z', 'Q27P', 'A34P', 'A80L', 'Q37L', 'B28C', 'V34F']",6.0,"['B29N', 'X37T', 'S52S', 'V20L', 'S14Y', 'B93X']",3.0,"['V99F', 'B69Z', 'Q27P']",5.0,"['A34P', 'A80L', 'Q37L', 'B28C', 'V34F']"
393.0,6.0,"['B29N', 'X37T', 'S52S', 'V20L', 'S14Y', 'B93X']",6.0,"['V45A', 'T83C', 'B45H', 'S31A', 'K100E', 'R68A']",3.0,"['B29N', 'X37T', 'S52S']",3.0,"['V20L', 'S14Y', 'B93X']"
394.0,6.0,"['V45A', 'T83C', 'B45H', 'S31A', 'K100E', 'R68A']",7.0,"['I91V', 'I8Z', 'Q34W', 'B99R', 'X87V', 'I65O', 'A85Q']",3.0,"['V45A', 'T83C', 'B45H']",3.0,"['S31A', 'K100E', 'R68A']"
395.0,7.0,"['I91V', 'I8Z', 'Q34W', 'B99R', 'X87V', 'I65O', 'A85Q']",5.0,"['G65L', 'F26A', 'R96M', 'W45C', 'E100R']",5.0,"['I91V', 'I8Z', 'Q34W', 'B99R', 'X87V']",2.0,"['I65O', 'A85Q']"
396.0,5.0,"['G65L', 'F26A', 'R96M', 'W45C', 'E100R']",8.0,"['S32I', 'E24E', 'N66B', 'H63E', 'R47L', 'G24J', 'H86T', 'P68B']",6.0,"['G65L', 'F26A', 'R96M', 'W45C', 'E100R', 'S32I']",0.0,[]
397.0,7.0,"['E24E', 'N66B', 'H63E', 'R47L', 'G24J', 'H86T', 'P68B']",9.0,"['R61R', 'O70B', 'S33D', 'E61U', 'Q59V', 'Z32G', 'O65R', 'A60W', 'S7Z']",6.0,"['E24E', 'N66B', 'H63E', 'R47L', 'G24J', 'H86T']",1.0,['P68B']
398.0,9.0,"['R61R', 'O70B', 'S33D', 'E61U', 'Q59V', 'Z32G', 'O65R', 'A60W', 'S7Z']",9.0,"['O52S', 'H84Z', 'J57E', 'V38N', 'F69Q', 'F57F', 'W5J', 'K16J', 'D71R']",5.0,"['R61R', 'O70B', 'S33D', 'E61U', 'Q59V']",4.0,"['Z32G', 'O65R', 'A60W', 'S7Z']"
399.0,9.0,"['O52S', 'H84Z', 'J57E', 'V38N', 'F69Q', 'F57F', 'W5J', 'K16J', 'D71R']",7.0,"['R22B', 'Y4U', 'B91Y', 'H61A', 'B79X', 'C59G', 'M76H']",5.0,"['O52S', 'H84Z', 'J57E', 'V38N', 'F69Q']",4.0,"['F57F', 'W5J', 'K16J', 'D71R']"
400.0,7.0,"['R22B', 'Y4U', 'B91Y', 'H61A', 'B79X', 'C59G', 'M76H']",7.0,"['F17O', 'R31C', 'P87C', 'T1F', 'S100U', 'Z78L', 'Q81Q']",3.0,"['R22B', 'Y4U', 'B91Y']",4.0,"['H61A', 'B79X', 'C59G', 'M76H']"
401.0,7.0,"['F17O', 'R31C', 'P87C', 'T1F', 'S100U', 'Z78L', 'Q81Q']",6.0,"['Z53T', 'S95K', 'Q72V', 'C73Y', 'S40T', 'Y53O']",6.0,"['F17O', 'R31C', 'P87C', 'T1F', 'S100U', 'Z78L']",1.0,['Q81Q']
402.0,6.0,"['Z53T', 'S95K', 'Q72V', 'C73Y', 'S40T', 'Y53O']",6.0,"['J37N', 'L80L', 'R15Y', 'Y99F', 'M21X', 'Y8Q']",5.0,"['Z53T', 'S95K', 'Q72V', 'C73Y', 'S40T']",1.0,['Y53O']
403.0,6.0,"['J37N', 'L80L', 'R15Y', 'Y99F', 'M21X', 'Y8Q']",7.0,"['A32G', 'Y83S', 'A65A', 'P83G', 'Q6A', 'H93F', 'F11H']",6.0,"['J37N', 'L80L', 'R15Y', 'Y99F', 'M21X', 'Y8Q']",0.0,[]
404.0,7.0,"['A32G', 'Y83S', 'A65A', 'P83G', 'Q6A', 'H93F', 'F11H']",7.0,"['X83I', 'R30U', 'E41W', 'V76O', 'O3J', 'G84N', 'F61O']",5.0,"['A32G', 'Y83S', 'A65A', 'P83G', 'Q6A']",2.0,"['H93F', 'F11H']"
405.0,7.0,"['X83I', 'R30U', 'E41W', 'V76O', 'O3J', 'G84N', 'F61O']",8.0,"['P38G', 'X13J', 'A14P', 'L84W', 'O53P', 'W1Q', 'B83K', 'J48B']",3.0,"['X83I', 'R30U', 'E41W']",4.0,"['V76O', 'O3J', 'G84N', 'F61O']"
406.0,8.0,"['P38G', 'X13J', 'A14P', 'L84W', 'O53P', 'W1Q', 'B83K', 'J48B']",9.0,"['G23B', 'M81M', 'U85C', 'O83B', 'F82T', 'H87T', 'N67G', 'V54N', 'Y99I']",3.0,"['P38G', 'X13J', 'A14P']",5.0,"['L84W', 'O53P', 'W1Q', 'B83K', 'J48B']"
407.0,9.0,"['G23B', 'M81M', 'U85C', 'O83B', 'F82T', 'H87T', 'N67G', 'V54N', 'Y99I']",7.0,"['Y4I', 'P47I', 'F61F', 'S12V', 'T54I', 'Y73Z', 'D88H']",3.0,"['G23B', 'M81M', 'U85C']",6.0,"['O83B', 'F82T', 'H87T', 'N67G', 'V54N', 'Y99I']"
408.0,7.0,"['Y4I', 'P47I', 'F61F', 'S12V', 'T54I', 'Y73Z', 'D88H']",6.0,"['A5E', 'Z86R', 'U2E', 'B78G', 'H56J', 'L59J']",5.0,"['Y4I', 'P47I', 'F61F', 'S12V', 'T54I']",2.0,"['Y73Z', 'D88H']"
409.0,6.0,"['A5E', 'Z86R', 'U2E', 'B78G', 'H56J', 'L59J']",9.0,"['U47N', 'S32H', 'U53B', 'P86T', 'Q92I', 'D34D', 'D13B', 'C89J', 'T68H']",4.0,"['A5E', 'Z86R', 'U2E', 'B78G']",2.0,"['H56J', 'L59J']"
410.0,9.0,"['U47N', 'S32H', 'U53B', 'P86T', 'Q92I', 'D34D', 'D13B', 'C89J', 'T68H']",5.0,"['H42B', 'Z70B', 'S5O', 'M77T', 'W57I']",5.0,"['U47N', 'S32H', 'U53B', 'P86T', 'Q92I']",4.0,"['D34D', 'D13B', 'C89J', 'T68H']"
411.0,5.0,"['H42B', 'Z70B', 'S5O', 'M77T', 'W57I']",6.0,"['U84X', 'S54C', 'Q63Z', 'J17P', 'Q24W', 'J60G']",3.0,"['H42B', 'Z70B', 'S5O']",2.0,"['M77T', 'W57I']"
412.0,6.0,"['U84X', 'S54C', 'Q63Z', 'J17P', 'Q24W', 'J60G']",9.0,"['U1M', 'Q66X', 'P46V', 'I6Z', 'K42Y', 'G87G', 'Q33Y', 'O22L', 'Z37C']",4.0,"['U84X', 'S54C', 'Q63Z', 'J17P']",2.0,"['Q24W', 'J60G']"
413.0,9.0,"['U1M', 'Q66X', 'P46V', 'I6Z', 'K42Y', 'G87G', 'Q33Y', 'O22L', 'Z37C']",8.0,"['J44H', 'S8N', 'A94E', 'N51T', 'J99R', 'D33V', 'M1R', 'J67Z']",5.0,"['U1M', 'Q66X', 'P46V', 'I6Z', 'K42Y']",4.0,"['G87G', 'Q33Y', 'O22L', 'Z37C']"
414.0,8.0,"['J44H', 'S8N', 'A94E', 'N51T', 'J99R', 'D33V', 'M1R', 'J67Z']",9.0,"['P94U', 'N38E', 'S50V', 'Z59P', 'D54Q', 'G71Z', 'G88O', 'W96E', 'J87L']",5.0,"['J44H', 'S8N', 'A94E', 'N51T', 'J99R']",3.0,"['D33V', 'M1R', 'J67Z']"
415.0,9.0,"['P94U', 'N38E', 'S50V', 'Z59P', 'D54Q', 'G71Z', 'G88O', 'W96E', 'J87L']",8.0,"['F14F', 'H32K', 'N84I', 'S72V', 'P61F', 'M4L', 'Z82D', 'D48R']",3.0,"['P94U', 'N38E', 'S50V']",6.0,"['Z59P', 'D54Q', 'G71Z', 'G88O', 'W96E', 'J87L']"
416.0,8.0,"['F14F', 'H32K', 'N84I', 'S72V', 'P61F', 'M4L', 'Z82D', 'D48R']",9.0,"['X44H', 'F35R', 'T35F', 'V45E', 'S63P', 'W53O', 'Y70J', 'B5W', 'M31E']",4.0,"['F14F', 'H32K', 'N84I', 'S72V']",4.0,"['P61F', 'M4L', 'Z82D', 'D48R']"
417.0,9.0,"['X44H', 'F35R', 'T35F', 'V45E', 'S63P', 'W53O', 'Y70J', 'B5W', 'M31E']",7.0,"['T69L', 'T1H', 'W67M', 'L47V', 'X49Z', 'A16Y', 'F29T']",5.0,"['X44H', 'F35R', 'T35F', 'V45E', 'S63P']",4.0,"['W53O', 'Y70J', 'B5W', 'M31E']"
418.0,7.0,"['T69L', 'T1H', 'W67M', 'L47V', 'X49Z', 'A16Y', 'F29T']",6.0,"['W20U', 'Z8A', 'K77J', 'A9S', 'A39W', 'Y58S']",4.0,"['T69L', 'T1H', 'W67M', 'L47V']",3.0,"['X49Z', 'A16Y', 'F29T']"
419.0,6.0,"['W20U', 'Z8A', 'K77J', 'A9S', 'A39W', 'Y58S']",6.0,"['L40R', 'D66N', 'Q46I', 'J92E', 'N16J', 'H83S']",4.0,"['W20U', 'Z8A', 'K77J', 'A9S']",2.0,"['A39W', 'Y58S']"
420.0,6.0,"['L40R', 'D66N', 'Q46I', 'J92E', 'N16J', 'H83S']",6.0,"['L42H', 'P18R', 'S93I', 'T28P', 'P42I', 'S68P']",5.0,"['L40R', 'D66N', 'Q46I', 'J92E', 'N16J']",1.0,['H83S']
421.0,6.0,"['L42H', 'P18R', 'S93I', 'T28P', 'P42I', 'S68P']",6.0,"['H98Y', 'W6K', 'O62S', 'C19U', 'G28E', 'K44Z']",3.0,"['L42H', 'P18R', 'S93I']",3.0,"['T28P', 'P42I', 'S68P']"
422.0,6.0,"['H98Y', 'W6K', 'O62S', 'C19U', 'G28E', 'K44Z']",8.0,"['X37P', 'B6R', 'K92X', 'N94H', 'X11A', 'Z71P', 'G78M', 'N48A']",3.0,"['H98Y', 'W6K', 'O62S']",3.0,"['C19U', 'G28E', 'K44Z']"
423.0,8.0,"['X37P', 'B6R', 'K92X', 'N94H', 'X11A', 'Z71P', 'G78M', 'N48A']",7.0,"['X56E', 'F95N', 'E36G', 'Q79Q', 'K71S', 'V59O', 'W95R']",4.0,"['X37P', 'B6R', 'K92X', 'N94H']",4.0,"['X11A', 'Z71P', 'G78M', 'N48A']"
424.0,7.0,"['X56E', 'F95N', 'E36G', 'Q79Q', 'K71S', 'V59O', 'W95R']",7.0,"['Q35D', 'K91R', 'W78G', 'O15R', 'D42R', 'M69N', 'E79X']",4.0,"['X56E', 'F95N', 'E36G', 'Q79Q']",3.0,"['K71S', 'V59O', 'W95R']"
425.0,7.0,"['Q35D', 'K91R', 'W78G', 'O15R', 'D42R', 'M69N', 'E79X']",7.0,"['Q30J', 'L90G', 'U16V', 'I26M', 'S26M', 'I32O', 'N97D']",6.0,"['Q35D', 'K91R', 'W78G', 'O15R', 'D42R', 'M69N']",1.0,['E79X']
