Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
1051.0,5.0,"['U100O', 'S7U', 'O99M', 'C95D', 'M55Y']",6.0,"['V50X', 'R60F', 'W12Z', 'I89W', 'J61U', 'O50R']",6.0,"['U100O', 'S7U', 'O99M', 'C95D', 'M55Y', 'V50X']",0.0,[]
1052.0,5.0,"['R60F', 'W12Z', 'I89W', 'J61U', 'O50R']",9.0,"['G74Y', 'E74D', 'L90D', 'Q17W', 'E42P', 'P73F', 'T76Z', 'B32Q', 'U3B']",5.0,"['R60F', 'W12Z', 'I89W', 'J61U', 'O50R']",0.0,[]
1053.0,9.0,"['G74Y', 'E74D', 'L90D', 'Q17W', 'E42P', 'P73F', 'T76Z', 'B32Q', 'U3B']",6.0,"['T77Q', 'N49I', 'H40F', 'J38J', 'X79L', 'G43D']",4.0,"['G74Y', 'E74D', 'L90D', 'Q17W']",5.0,"['E42P', 'P73F', 'T76Z', 'B32Q', 'U3B']"
1054.0,6.0,"['T77Q', 'N49I', 'H40F', 'J38J', 'X79L', 'G43D']",9.0,"['J41Y', 'U63Z', 'H96K', 'C78D', 'L48R', 'P26T', 'L48R', 'H26I', 'U29G']",4.0,"['T77Q', 'N49I', 'H40F', 'J38J']",2.0,"['X79L', 'G43D']"
1055.0,9.0,"['J41Y', 'U63Z', 'H96K', 'C78D', 'L48R', 'P26T', 'L48R', 'H26I', 'U29G']",6.0,"['E79N', 'X52B', 'X55U', 'U74Q', 'T5Z', 'E19L']",4.0,"['J41Y', 'U63Z', 'H96K', 'C78D']",5.0,"['L48R', 'P26T', 'L48R', 'H26I', 'U29G']"
1056.0,6.0,"['E79N', 'X52B', 'X55U', 'U74Q', 'T5Z', 'E19L']",9.0,"['T61M', 'T81D', 'T46H', 'F72V', 'Y78C', 'P86A', 'M18T', 'K81J', 'I45W']",6.0,"['E79N', 'X52B', 'X55U', 'U74Q', 'T5Z', 'E19L']",0.0,[]
1057.0,9.0,"['T61M', 'T81D', 'T46H', 'F72V', 'Y78C', 'P86A', 'M18T', 'K81J', 'I45W']",6.0,"['A78N', 'P60G', 'J64D', 'K54V', 'N18J', 'K99I']",3.0,"['T61M', 'T81D', 'T46H']",6.0,"['F72V', 'Y78C', 'P86A', 'M18T', 'K81J', 'I45W']"
1058.0,6.0,"['A78N', 'P60G', 'J64D', 'K54V', 'N18J', 'K99I']",7.0,"['R3B', 'A37C', 'T78T', 'W75I', 'W38H', 'E44N', 'H63H']",3.0,"['A78N', 'P60G', 'J64D']",3.0,"['K54V', 'N18J', 'K99I']"
1059.0,7.0,"['R3B', 'A37C', 'T78T', 'W75I', 'W38H', 'E44N', 'H63H']",6.0,"['C9P', 'B2W', 'L36D', 'J85R', 'F100U', 'V85C']",4.0,"['R3B', 'A37C', 'T78T', 'W75I']",3.0,"['W38H', 'E44N', 'H63H']"
1060.0,6.0,"['C9P', 'B2W', 'L36D', 'J85R', 'F100U', 'V85C']",6.0,"['R20H', 'U21U', 'U39Y', 'R96V', 'C54G', 'B90I']",4.0,"['C9P', 'B2W', 'L36D', 'J85R']",2.0,"['F100U', 'V85C']"
1061.0,6.0,"['R20H', 'U21U', 'U39Y', 'R96V', 'C54G', 'B90I']",8.0,"['R14F', 'Y59K', 'X20P', 'G10Z', 'R4N', 'S51K', 'U69K', 'K2J']",6.0,"['R20H', 'U21U', 'U39Y', 'R96V', 'C54G', 'B90I']",0.0,[]
1062.0,8.0,"['R14F', 'Y59K', 'X20P', 'G10Z', 'R4N', 'S51K', 'U69K', 'K2J']",6.0,"['V48I', 'H22N', 'K90V', 'P62U', 'P86N', 'L35W']",4.0,"['R14F', 'Y59K', 'X20P', 'G10Z']",4.0,"['R4N', 'S51K', 'U69K', 'K2J']"
1063.0,6.0,"['V48I', 'H22N', 'K90V', 'P62U', 'P86N', 'L35W']",7.0,"['M14J', 'G68X', 'R70S', 'K6E', 'P21S', 'C15E', 'T68T']",3.0,"['V48I', 'H22N', 'K90V']",3.0,"['P62U', 'P86N', 'L35W']"
1064.0,7.0,"['M14J', 'G68X', 'R70S', 'K6E', 'P21S', 'C15E', 'T68T']",7.0,"['M27Y', 'K9X', 'V73T', 'R64W', 'S14Y', 'F85G', 'B62Z']",3.0,"['M14J', 'G68X', 'R70S']",4.0,"['K6E', 'P21S', 'C15E', 'T68T']"
1065.0,7.0,"['M27Y', 'K9X', 'V73T', 'R64W', 'S14Y', 'F85G', 'B62Z']",7.0,"['C35Z', 'F41E', 'A76T', 'M1Q', 'U65O', 'D34Q', 'P1L']",5.0,"['M27Y', 'K9X', 'V73T', 'R64W', 'S14Y']",2.0,"['F85G', 'B62Z']"
1066.0,7.0,"['C35Z', 'F41E', 'A76T', 'M1Q', 'U65O', 'D34Q', 'P1L']",7.0,"['G89D', 'M90C', 'M79F', 'W58I', 'A49K', 'T84U', 'Q5Z']",5.0,"['C35Z', 'F41E', 'A76T', 'M1Q', 'U65O']",2.0,"['D34Q', 'P1L']"
1067.0,7.0,"['G89D', 'M90C', 'M79F', 'W58I', 'A49K', 'T84U', 'Q5Z']",5.0,"['D79A', 'Z7P', 'S31R', 'J13H', 'S63N']",5.0,"['G89D', 'M90C', 'M79F', 'W58I', 'A49K']",2.0,"['T84U', 'Q5Z']"
1068.0,5.0,"['D79A', 'Z7P', 'S31R', 'J13H', 'S63N']",8.0,"['E68Y', 'C22N', 'F88F', 'U5E', 'N61K', 'G4W', 'F56J', 'N4V']",5.0,"['D79A', 'Z7P', 'S31R', 'J13H', 'S63N']",0.0,[]
1069.0,8.0,"['E68Y', 'C22N', 'F88F', 'U5E', 'N61K', 'G4W', 'F56J', 'N4V']",7.0,"['T98G', 'B41L', 'D27R', 'B41J', 'L11L', 'V17M', 'K1S']",3.0,"['E68Y', 'C22N', 'F88F']",5.0,"['U5E', 'N61K', 'G4W', 'F56J', 'N4V']"
1070.0,7.0,"['T98G', 'B41L', 'D27R', 'B41J', 'L11L', 'V17M', 'K1S']",6.0,"['H93M', 'L96R', 'G42X', 'A65R', 'D29R', 'E58L']",3.0,"['T98G', 'B41L', 'D27R']",4.0,"['B41J', 'L11L', 'V17M', 'K1S']"
1071.0,6.0,"['H93M', 'L96R', 'G42X', 'A65R', 'D29R', 'E58L']",9.0,"['V76Y', 'K89Y', 'E68J', 'V2Z', 'G3J', 'Y2Y', 'W84C', 'A46I', 'H90U']",5.0,"['H93M', 'L96R', 'G42X', 'A65R', 'D29R']",1.0,['E58L']
1072.0,9.0,"['V76Y', 'K89Y', 'E68J', 'V2Z', 'G3J', 'Y2Y', 'W84C', 'A46I', 'H90U']",5.0,"['H87D', 'Y78R', 'S61W', 'Q62F', 'X42O']",3.0,"['V76Y', 'K89Y', 'E68J']",6.0,"['V2Z', 'G3J', 'Y2Y', 'W84C', 'A46I', 'H90U']"
1073.0,5.0,"['H87D', 'Y78R', 'S61W', 'Q62F', 'X42O']",7.0,"['D42L', 'P86S', 'F39A', 'F54A', 'R14H', 'Q9R', 'T49K']",3.0,"['H87D', 'Y78R', 'S61W']",2.0,"['Q62F', 'X42O']"
1074.0,7.0,"['D42L', 'P86S', 'F39A', 'F54A', 'R14H', 'Q9R', 'T49K']",9.0,"['H47P', 'R9Y', 'A10T', 'C68Y', 'H98N', 'T22C', 'H28A', 'H81V', 'V39M']",5.0,"['D42L', 'P86S', 'F39A', 'F54A', 'R14H']",2.0,"['Q9R', 'T49K']"
1075.0,9.0,"['H47P', 'R9Y', 'A10T', 'C68Y', 'H98N', 'T22C', 'H28A', 'H81V', 'V39M']",8.0,"['G37S', 'F58M', 'K29H', 'O7M', 'Q73U', 'M24L', 'T35V', 'R1N']",5.0,"['H47P', 'R9Y', 'A10T', 'C68Y', 'H98N']",4.0,"['T22C', 'H28A', 'H81V', 'V39M']"
1076.0,8.0,"['G37S', 'F58M', 'K29H', 'O7M', 'Q73U', 'M24L', 'T35V', 'R1N']",5.0,"['Y69G', 'X4W', 'N68R', 'I69X', 'T39W']",6.0,"['G37S', 'F58M', 'K29H', 'O7M', 'Q73U', 'M24L']",2.0,"['T35V', 'R1N']"
1077.0,5.0,"['Y69G', 'X4W', 'N68R', 'I69X', 'T39W']",7.0,"['I56M', 'P90H', 'V25W', 'O99Y', 'L77M', 'K39W', 'V96C']",3.0,"['Y69G', 'X4W', 'N68R']",2.0,"['I69X', 'T39W']"
1078.0,7.0,"['I56M', 'P90H', 'V25W', 'O99Y', 'L77M', 'K39W', 'V96C']",7.0,"['H69K', 'F63F', 'K79L', 'I64E', 'R41V', 'D59X', 'S15V']",4.0,"['I56M', 'P90H', 'V25W', 'O99Y']",3.0,"['L77M', 'K39W', 'V96C']"
1079.0,7.0,"['H69K', 'F63F', 'K79L', 'I64E', 'R41V', 'D59X', 'S15V']",7.0,"['G18Q', 'P66W', 'J69W', 'R29A', 'X8R', 'V26M', 'P23I']",3.0,"['H69K', 'F63F', 'K79L']",4.0,"['I64E', 'R41V', 'D59X', 'S15V']"
1080.0,7.0,"['G18Q', 'P66W', 'J69W', 'R29A', 'X8R', 'V26M', 'P23I']",8.0,"['X75H', 'P14A', 'I41J', 'Z40F', 'U82M', 'W4S', 'Q48G', 'Y55F']",5.0,"['G18Q', 'P66W', 'J69W', 'R29A', 'X8R']",2.0,"['V26M', 'P23I']"
1081.0,8.0,"['X75H', 'P14A', 'I41J', 'Z40F', 'U82M', 'W4S', 'Q48G', 'Y55F']",6.0,"['X35G', 'J84K', 'L11T', 'I3M', 'T73A', 'Q82D']",4.0,"['X75H', 'P14A', 'I41J', 'Z40F']",4.0,"['U82M', 'W4S', 'Q48G', 'Y55F']"
1082.0,6.0,"['X35G', 'J84K', 'L11T', 'I3M', 'T73A', 'Q82D']",7.0,"['P37N', 'E98Q', 'F25M', 'L10S', 'W87Q', 'U14K', 'G22Z']",4.0,"['X35G', 'J84K', 'L11T', 'I3M']",2.0,"['T73A', 'Q82D']"
1083.0,7.0,"['P37N', 'E98Q', 'F25M', 'L10S', 'W87Q', 'U14K', 'G22Z']",6.0,"['U94F', 'Y7G', 'U49Z', 'T23P', 'M31I', 'A20D']",3.0,"['P37N', 'E98Q', 'F25M']",4.0,"['L10S', 'W87Q', 'U14K', 'G22Z']"
1084.0,6.0,"['U94F', 'Y7G', 'U49Z', 'T23P', 'M31I', 'A20D']",7.0,"['R60C', 'V58F', 'O52X', 'N82C', 'O38H', 'E4O', 'L70Z']",6.0,"['U94F', 'Y7G', 'U49Z', 'T23P', 'M31I', 'A20D']",0.0,[]
1085.0,7.0,"['R60C', 'V58F', 'O52X', 'N82C', 'O38H', 'E4O', 'L70Z']",9.0,"['D2B', 'M72I', 'M22G', 'M26V', 'P40Y', 'C72F', 'K23N', 'H42R', 'N38Y']",4.0,"['R60C', 'V58F', 'O52X', 'N82C']",3.0,"['O38H', 'E4O', 'L70Z']"
1086.0,9.0,"['D2B', 'M72I', 'M22G', 'M26V', 'P40Y', 'C72F', 'K23N', 'H42R', 'N38Y']",5.0,"['N34Y', 'X59W', 'C28U', 'M1M', 'Z34W']",3.0,"['D2B', 'M72I', 'M22G']",6.0,"['M26V', 'P40Y', 'C72F', 'K23N', 'H42R', 'N38Y']"
1087.0,5.0,"['N34Y', 'X59W', 'C28U', 'M1M', 'Z34W']",7.0,"['A9G', 'H58V', 'Q55G', 'I96F', 'D62S', 'E57E', 'Z27E']",4.0,"['N34Y', 'X59W', 'C28U', 'M1M']",1.0,['Z34W']
1088.0,7.0,"['A9G', 'H58V', 'Q55G', 'I96F', 'D62S', 'E57E', 'Z27E']",6.0,"['V4Z', 'V87W', 'F16V', 'T28Z', 'I89Z', 'T27D']",6.0,"['A9G', 'H58V', 'Q55G', 'I96F', 'D62S', 'E57E']",1.0,['Z27E']
1089.0,6.0,"['V4Z', 'V87W', 'F16V', 'T28Z', 'I89Z', 'T27D']",6.0,"['E49D', 'J45M', 'T23O', 'N31Z', 'V5Q', 'R32Z']",3.0,"['V4Z', 'V87W', 'F16V']",3.0,"['T28Z', 'I89Z', 'T27D']"
1090.0,6.0,"['E49D', 'J45M', 'T23O', 'N31Z', 'V5Q', 'R32Z']",8.0,"['R88P', 'P19P', 'J83Z', 'I59D', 'N80F', 'N93I', 'S18B', 'O71Y']",4.0,"['E49D', 'J45M', 'T23O', 'N31Z']",2.0,"['V5Q', 'R32Z']"
1091.0,8.0,"['R88P', 'P19P', 'J83Z', 'I59D', 'N80F', 'N93I', 'S18B', 'O71Y']",9.0,"['S93J', 'C71V', 'H54O', 'R78Q', 'T59Y', 'B25V', 'O23B', 'Z81Z', 'V50E']",3.0,"['R88P', 'P19P', 'J83Z']",5.0,"['I59D', 'N80F', 'N93I', 'S18B', 'O71Y']"
1092.0,9.0,"['S93J', 'C71V', 'H54O', 'R78Q', 'T59Y', 'B25V', 'O23B', 'Z81Z', 'V50E']",6.0,"['N66O', 'D27I', 'W76O', 'B42F', 'I19Y', 'T34L']",4.0,"['S93J', 'C71V', 'H54O', 'R78Q']",5.0,"['T59Y', 'B25V', 'O23B', 'Z81Z', 'V50E']"
1093.0,6.0,"['N66O', 'D27I', 'W76O', 'B42F', 'I19Y', 'T34L']",9.0,"['H67B', 'O47B', 'L91I', 'H88S', 'Q23U', 'R12N', 'D25Y', 'V13Q', 'L18D']",4.0,"['N66O', 'D27I', 'W76O', 'B42F']",2.0,"['I19Y', 'T34L']"
1094.0,9.0,"['H67B', 'O47B', 'L91I', 'H88S', 'Q23U', 'R12N', 'D25Y', 'V13Q', 'L18D']",6.0,"['D39E', 'T9P', 'S99V', 'U40O', 'X79V', 'C15I']",4.0,"['H67B', 'O47B', 'L91I', 'H88S']",5.0,"['Q23U', 'R12N', 'D25Y', 'V13Q', 'L18D']"
1095.0,6.0,"['D39E', 'T9P', 'S99V', 'U40O', 'X79V', 'C15I']",9.0,"['S17K', 'O70A', 'D45W', 'N34O', 'J99Y', 'Y35S', 'V86O', 'R4Z', 'A73N']",3.0,"['D39E', 'T9P', 'S99V']",3.0,"['U40O', 'X79V', 'C15I']"
1096.0,9.0,"['S17K', 'O70A', 'D45W', 'N34O', 'J99Y', 'Y35S', 'V86O', 'R4Z', 'A73N']",8.0,"['O66F', 'P100O', 'V55T', 'V10Z', 'U89Z', 'E72R', 'V9Y', 'R64R']",6.0,"['S17K', 'O70A', 'D45W', 'N34O', 'J99Y', 'Y35S']",3.0,"['V86O', 'R4Z', 'A73N']"
1097.0,8.0,"['O66F', 'P100O', 'V55T', 'V10Z', 'U89Z', 'E72R', 'V9Y', 'R64R']",6.0,"['P40I', 'U79P', 'F22J', 'T95Z', 'I4G', 'I52E']",6.0,"['O66F', 'P100O', 'V55T', 'V10Z', 'U89Z', 'E72R']",2.0,"['V9Y', 'R64R']"
1098.0,6.0,"['P40I', 'U79P', 'F22J', 'T95Z', 'I4G', 'I52E']",8.0,"['R6U', 'Z86Q', 'R68I', 'K91F', 'O30T', 'I53X', 'B28M', 'H6L']",6.0,"['P40I', 'U79P', 'F22J', 'T95Z', 'I4G', 'I52E']",0.0,[]
1099.0,8.0,"['R6U', 'Z86Q', 'R68I', 'K91F', 'O30T', 'I53X', 'B28M', 'H6L']",7.0,"['N53Q', 'X27O', 'X31M', 'M8Q', 'U95A', 'P61E', 'M18B']",6.0,"['R6U', 'Z86Q', 'R68I', 'K91F', 'O30T', 'I53X']",2.0,"['B28M', 'H6L']"
1100.0,7.0,"['N53Q', 'X27O', 'X31M', 'M8Q', 'U95A', 'P61E', 'M18B']",5.0,"['D13W', 'Z6N', 'Z41A', 'S100Y', 'P34Z']",3.0,"['N53Q', 'X27O', 'X31M']",4.0,"['M8Q', 'U95A', 'P61E', 'M18B']"
1101.0,5.0,"['D13W', 'Z6N', 'Z41A', 'S100Y', 'P34Z']",7.0,"['A78H', 'J35A', 'P80T', 'P73R', 'G33I', 'S83M', 'X72H']",3.0,"['D13W', 'Z6N', 'Z41A']",2.0,"['S100Y', 'P34Z']"
1102.0,7.0,"['A78H', 'J35A', 'P80T', 'P73R', 'G33I', 'S83M', 'X72H']",6.0,"['O93M', 'S63A', 'W40Y', 'D83F', 'M90I', 'W58D']",5.0,"['A78H', 'J35A', 'P80T', 'P73R', 'G33I']",2.0,"['S83M', 'X72H']"
1103.0,6.0,"['O93M', 'S63A', 'W40Y', 'D83F', 'M90I', 'W58D']",9.0,"['Z64O', 'N19F', 'F100H', 'S67P', 'F63D', 'R91P', 'X47L', 'L17P', 'F14L']",6.0,"['O93M', 'S63A', 'W40Y', 'D83F', 'M90I', 'W58D']",0.0,[]
1104.0,9.0,"['Z64O', 'N19F', 'F100H', 'S67P', 'F63D', 'R91P', 'X47L', 'L17P', 'F14L']",7.0,"['N22L', 'A97B', 'W90Q', 'N48D', 'W42R', 'B13Z', 'M56T']",3.0,"['Z64O', 'N19F', 'F100H']",6.0,"['S67P', 'F63D', 'R91P', 'X47L', 'L17P', 'F14L']"
1105.0,7.0,"['N22L', 'A97B', 'W90Q', 'N48D', 'W42R', 'B13Z', 'M56T']",6.0,"['Q96E', 'B81N', 'M34U', 'C64N', 'V23L', 'O42E']",3.0,"['N22L', 'A97B', 'W90Q']",4.0,"['N48D', 'W42R', 'B13Z', 'M56T']"
1106.0,6.0,"['Q96E', 'B81N', 'M34U', 'C64N', 'V23L', 'O42E']",7.0,"['H39P', 'U100B', 'Z9Q', 'F68Y', 'E7C', 'Y82T', 'C93L']",4.0,"['Q96E', 'B81N', 'M34U', 'C64N']",2.0,"['V23L', 'O42E']"
1107.0,7.0,"['H39P', 'U100B', 'Z9Q', 'F68Y', 'E7C', 'Y82T', 'C93L']",7.0,"['U74A', 'I89T', 'N98N', 'I97B', 'W26J', 'Y65N', 'L8I']",3.0,"['H39P', 'U100B', 'Z9Q']",4.0,"['F68Y', 'E7C', 'Y82T', 'C93L']"
1108.0,7.0,"['U74A', 'I89T', 'N98N', 'I97B', 'W26J', 'Y65N', 'L8I']",7.0,"['B63W', 'B7O', 'U4P', 'P16O', 'F49R', 'Q27I', 'W71D']",5.0,"['U74A', 'I89T', 'N98N', 'I97B', 'W26J']",2.0,"['Y65N', 'L8I']"
1109.0,7.0,"['B63W', 'B7O', 'U4P', 'P16O', 'F49R', 'Q27I', 'W71D']",8.0,"['O12M', 'E31N', 'I66Y', 'D80K', 'H13F', 'A56K', 'W45B', 'A76B']",3.0,"['B63W', 'B7O', 'U4P']",4.0,"['P16O', 'F49R', 'Q27I', 'W71D']"
1110.0,8.0,"['O12M', 'E31N', 'I66Y', 'D80K', 'H13F', 'A56K', 'W45B', 'A76B']",6.0,"['S99L', 'P41G', 'S25H', 'F75D', 'U77V', 'F88D']",5.0,"['O12M', 'E31N', 'I66Y', 'D80K', 'H13F']",3.0,"['A56K', 'W45B', 'A76B']"
1111.0,6.0,"['S99L', 'P41G', 'S25H', 'F75D', 'U77V', 'F88D']",8.0,"['C55K', 'F26J', 'U44B', 'R77Q', 'Y64H', 'F83P', 'F61M', 'V27Z']",6.0,"['S99L', 'P41G', 'S25H', 'F75D', 'U77V', 'F88D']",0.0,[]
1112.0,8.0,"['C55K', 'F26J', 'U44B', 'R77Q', 'Y64H', 'F83P', 'F61M', 'V27Z']",6.0,"['B65S', 'F22T', 'Z79G', 'G58Z', 'X60O', 'X63O']",3.0,"['C55K', 'F26J', 'U44B']",5.0,"['R77Q', 'Y64H', 'F83P', 'F61M', 'V27Z']"
1113.0,6.0,"['B65S', 'F22T', 'Z79G', 'G58Z', 'X60O', 'X63O']",8.0,"['A76O', 'I77J', 'N67J', 'D34L', 'J1Y', 'Z43S', 'Q35K', 'D28D']",6.0,"['B65S', 'F22T', 'Z79G', 'G58Z', 'X60O', 'X63O']",0.0,[]
1114.0,8.0,"['A76O', 'I77J', 'N67J', 'D34L', 'J1Y', 'Z43S', 'Q35K', 'D28D']",7.0,"['Q13U', 'A64G', 'G100L', 'R74F', 'D32E', 'E42F', 'N24E']",4.0,"['A76O', 'I77J', 'N67J', 'D34L']",4.0,"['J1Y', 'Z43S', 'Q35K', 'D28D']"
1115.0,7.0,"['Q13U', 'A64G', 'G100L', 'R74F', 'D32E', 'E42F', 'N24E']",8.0,"['H37G', 'B18L', 'O16X', 'O46G', 'H7M', 'C79R', 'R22V', 'H32O']",6.0,"['Q13U', 'A64G', 'G100L', 'R74F', 'D32E', 'E42F']",1.0,['N24E']
1116.0,8.0,"['H37G', 'B18L', 'O16X', 'O46G', 'H7M', 'C79R', 'R22V', 'H32O']",7.0,"['M43G', 'X4Z', 'O14U', 'S44D', 'S30Z', 'Y20G', 'N75F']",3.0,"['H37G', 'B18L', 'O16X']",5.0,"['O46G', 'H7M', 'C79R', 'R22V', 'H32O']"
1117.0,7.0,"['M43G', 'X4Z', 'O14U', 'S44D', 'S30Z', 'Y20G', 'N75F']",9.0,"['M44Q', 'G72D', 'J71M', 'U47T', 'T21U', 'D1A', 'Q61L', 'X33N', 'L2R']",4.0,"['M43G', 'X4Z', 'O14U', 'S44D']",3.0,"['S30Z', 'Y20G', 'N75F']"
1118.0,9.0,"['M44Q', 'G72D', 'J71M', 'U47T', 'T21U', 'D1A', 'Q61L', 'X33N', 'L2R']",6.0,"['E91F', 'X89Y', 'R91B', 'R36V', 'T49F', 'D9B']",4.0,"['M44Q', 'G72D', 'J71M', 'U47T']",5.0,"['T21U', 'D1A', 'Q61L', 'X33N', 'L2R']"
1119.0,6.0,"['E91F', 'X89Y', 'R91B', 'R36V', 'T49F', 'D9B']",7.0,"['M55G', 'E50N', 'K85V', 'J78J', 'C62D', 'E10D', 'T78C']",3.0,"['E91F', 'X89Y', 'R91B']",3.0,"['R36V', 'T49F', 'D9B']"
1120.0,7.0,"['M55G', 'E50N', 'K85V', 'J78J', 'C62D', 'E10D', 'T78C']",9.0,"['P4C', 'B4Q', 'U61P', 'U33Z', 'Y36N', 'T23Z', 'B66S', 'Q60N', 'S99D']",4.0,"['M55G', 'E50N', 'K85V', 'J78J']",3.0,"['C62D', 'E10D', 'T78C']"
1121.0,9.0,"['P4C', 'B4Q', 'U61P', 'U33Z', 'Y36N', 'T23Z', 'B66S', 'Q60N', 'S99D']",6.0,"['A88M', 'F58V', 'U51W', 'Z14J', 'Q49H', 'Q63T']",5.0,"['P4C', 'B4Q', 'U61P', 'U33Z', 'Y36N']",4.0,"['T23Z', 'B66S', 'Q60N', 'S99D']"
1122.0,6.0,"['A88M', 'F58V', 'U51W', 'Z14J', 'Q49H', 'Q63T']",7.0,"['P99B', 'Q86L', 'S90W', 'D21J', 'Y44H', 'I77J', 'V78D']",5.0,"['A88M', 'F58V', 'U51W', 'Z14J', 'Q49H']",1.0,['Q63T']
1123.0,7.0,"['P99B', 'Q86L', 'S90W', 'D21J', 'Y44H', 'I77J', 'V78D']",7.0,"['H72P', 'B29U', 'T81H', 'D2B', 'S81Z', 'D8X', 'E10J']",5.0,"['P99B', 'Q86L', 'S90W', 'D21J', 'Y44H']",2.0,"['I77J', 'V78D']"
1124.0,7.0,"['H72P', 'B29U', 'T81H', 'D2B', 'S81Z', 'D8X', 'E10J']",9.0,"['Z51J', 'P79B', 'G82U', 'K55V', 'Z45B', 'I10G', 'N44F', 'M35H', 'K23G']",4.0,"['H72P', 'B29U', 'T81H', 'D2B']",3.0,"['S81Z', 'D8X', 'E10J']"
1125.0,9.0,"['Z51J', 'P79B', 'G82U', 'K55V', 'Z45B', 'I10G', 'N44F', 'M35H', 'K23G']",6.0,"['Z95D', 'V69B', 'P88P', 'E10F', 'Y9N', 'B80S']",5.0,"['Z51J', 'P79B', 'G82U', 'K55V', 'Z45B']",4.0,"['I10G', 'N44F', 'M35H', 'K23G']"
1126.0,6.0,"['Z95D', 'V69B', 'P88P', 'E10F', 'Y9N', 'B80S']",6.0,"['C25O', 'P58D', 'A58I', 'S10C', 'I96T', 'X89X']",5.0,"['Z95D', 'V69B', 'P88P', 'E10F', 'Y9N']",1.0,['B80S']
1127.0,6.0,"['C25O', 'P58D', 'A58I', 'S10C', 'I96T', 'X89X']",5.0,"['G90Z', 'M7O', 'Y92X', 'M15A', 'G59I']",5.0,"['C25O', 'P58D', 'A58I', 'S10C', 'I96T']",1.0,['X89X']
1128.0,5.0,"['G90Z', 'M7O', 'Y92X', 'M15A', 'G59I']",8.0,"['Z23D', 'K1Q', 'N94P', 'H72X', 'R54L', 'N100V', 'I48W', 'C14A']",5.0,"['G90Z', 'M7O', 'Y92X', 'M15A', 'G59I']",0.0,[]
1129.0,8.0,"['Z23D', 'K1Q', 'N94P', 'H72X', 'R54L', 'N100V', 'I48W', 'C14A']",6.0,"['G25K', 'P27S', 'N13M', 'O17E', 'Q6K', 'W54B']",3.0,"['Z23D', 'K1Q', 'N94P']",5.0,"['H72X', 'R54L', 'N100V', 'I48W', 'C14A']"
1130.0,6.0,"['G25K', 'P27S', 'N13M', 'O17E', 'Q6K', 'W54B']",7.0,"['S52S', 'J16D', 'N12Q', 'Y85H', 'K24D', 'H83M', 'G94D']",5.0,"['G25K', 'P27S', 'N13M', 'O17E', 'Q6K']",1.0,['W54B']
1131.0,7.0,"['S52S', 'J16D', 'N12Q', 'Y85H', 'K24D', 'H83M', 'G94D']",8.0,"['Q10D', 'O72C', 'K1F', 'J3T', 'N63V', 'Y53C', 'U38K', 'B78W']",6.0,"['S52S', 'J16D', 'N12Q', 'Y85H', 'K24D', 'H83M']",1.0,['G94D']
1132.0,8.0,"['Q10D', 'O72C', 'K1F', 'J3T', 'N63V', 'Y53C', 'U38K', 'B78W']",6.0,"['L72K', 'B66P', 'O8C', 'N79L', 'S94N', 'U32B']",3.0,"['Q10D', 'O72C', 'K1F']",5.0,"['J3T', 'N63V', 'Y53C', 'U38K', 'B78W']"
1133.0,6.0,"['L72K', 'B66P', 'O8C', 'N79L', 'S94N', 'U32B']",7.0,"['J57E', 'I61X', 'N20H', 'T24T', 'Q77B', 'K80H', 'Z38Q']",5.0,"['L72K', 'B66P', 'O8C', 'N79L', 'S94N']",1.0,['U32B']
1134.0,7.0,"['J57E', 'I61X', 'N20H', 'T24T', 'Q77B', 'K80H', 'Z38Q']",9.0,"['X53X', 'U5U', 'U54F', 'E49F', 'R91E', 'N93U', 'S50L', 'J78S', 'P74I']",4.0,"['J57E', 'I61X', 'N20H', 'T24T']",3.0,"['Q77B', 'K80H', 'Z38Q']"
1135.0,9.0,"['X53X', 'U5U', 'U54F', 'E49F', 'R91E', 'N93U', 'S50L', 'J78S', 'P74I']",7.0,"['T80L', 'R5Q', 'Z24O', 'C5Z', 'H79U', 'G12W', 'C80X']",4.0,"['X53X', 'U5U', 'U54F', 'E49F']",5.0,"['R91E', 'N93U', 'S50L', 'J78S', 'P74I']"
1136.0,7.0,"['T80L', 'R5Q', 'Z24O', 'C5Z', 'H79U', 'G12W', 'C80X']",6.0,"['P43Z', 'Y62P', 'P24A', 'G57Y', 'P75J', 'A52D']",6.0,"['T80L', 'R5Q', 'Z24O', 'C5Z', 'H79U', 'G12W']",1.0,['C80X']
1137.0,6.0,"['P43Z', 'Y62P', 'P24A', 'G57Y', 'P75J', 'A52D']",6.0,"['T88E', 'V19H', 'W33L', 'D80U', 'O34I', 'B3Y']",3.0,"['P43Z', 'Y62P', 'P24A']",3.0,"['G57Y', 'P75J', 'A52D']"
1138.0,6.0,"['T88E', 'V19H', 'W33L', 'D80U', 'O34I', 'B3Y']",8.0,"['H79J', 'D80L', 'P12L', 'S63D', 'P70B', 'C58G', 'D31G', 'I41Q']",4.0,"['T88E', 'V19H', 'W33L', 'D80U']",2.0,"['O34I', 'B3Y']"
