Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
1085.0,9.0,"['B23A', 'F32M', 'C31Q', 'K33M', 'S42U', 'R58H', 'C64X', 'L20Y', 'F97H']",7.0,"['K91Y', 'M92B', 'S6F', 'Q49P', 'F95C', 'Y60H', 'O28S']",3.0,"['B23A', 'F32M', 'C31Q']",6.0,"['K33M', 'S42U', 'R58H', 'C64X', 'L20Y', 'F97H']"
1086.0,7.0,"['K91Y', 'M92B', 'S6F', 'Q49P', 'F95C', 'Y60H', 'O28S']",7.0,"['S34M', 'E64R', 'N57L', 'F41N', 'S77X', 'O57V', 'G87Y']",3.0,"['K91Y', 'M92B', 'S6F']",4.0,"['Q49P', 'F95C', 'Y60H', 'O28S']"
1087.0,7.0,"['S34M', 'E64R', 'N57L', 'F41N', 'S77X', 'O57V', 'G87Y']",7.0,"['Z41A', 'D32W', 'H64L', 'Q1M', 'I52C', 'E37N', 'I63B']",3.0,"['S34M', 'E64R', 'N57L']",4.0,"['F41N', 'S77X', 'O57V', 'G87Y']"
1088.0,7.0,"['Z41A', 'D32W', 'H64L', 'Q1M', 'I52C', 'E37N', 'I63B']",9.0,"['S91Y', 'G8S', 'W6B', 'D26F', 'S100Y', 'Q4C', 'S60W', 'Q45R', 'R19M']",3.0,"['Z41A', 'D32W', 'H64L']",4.0,"['Q1M', 'I52C', 'E37N', 'I63B']"
1089.0,9.0,"['S91Y', 'G8S', 'W6B', 'D26F', 'S100Y', 'Q4C', 'S60W', 'Q45R', 'R19M']",8.0,"['G55V', 'V91Z', 'O75P', 'J40B', 'G69U', 'G89E', 'T92T', 'F94V']",5.0,"['S91Y', 'G8S', 'W6B', 'D26F', 'S100Y']",4.0,"['Q4C', 'S60W', 'Q45R', 'R19M']"
1090.0,8.0,"['G55V', 'V91Z', 'O75P', 'J40B', 'G69U', 'G89E', 'T92T', 'F94V']",9.0,"['W3P', 'B78P', 'B4X', 'X83J', 'P72C', 'P58E', 'Q78S', 'D17O', 'P31P']",3.0,"['G55V', 'V91Z', 'O75P']",5.0,"['J40B', 'G69U', 'G89E', 'T92T', 'F94V']"
1091.0,9.0,"['W3P', 'B78P', 'B4X', 'X83J', 'P72C', 'P58E', 'Q78S', 'D17O', 'P31P']",7.0,"['B82N', 'B61W', 'G14G', 'I94B', 'R14M', 'T38S', 'D4D']",5.0,"['W3P', 'B78P', 'B4X', 'X83J', 'P72C']",4.0,"['P58E', 'Q78S', 'D17O', 'P31P']"
1092.0,7.0,"['B82N', 'B61W', 'G14G', 'I94B', 'R14M', 'T38S', 'D4D']",7.0,"['H15Q', 'L1E', 'K42G', 'Q49L', 'S56G', 'G52R', 'X43W']",3.0,"['B82N', 'B61W', 'G14G']",4.0,"['I94B', 'R14M', 'T38S', 'D4D']"
1093.0,7.0,"['H15Q', 'L1E', 'K42G', 'Q49L', 'S56G', 'G52R', 'X43W']",7.0,"['S45A', 'D7I', 'M20D', 'F73P', 'X97O', 'W17P', 'K85Y']",6.0,"['H15Q', 'L1E', 'K42G', 'Q49L', 'S56G', 'G52R']",1.0,['X43W']
1094.0,7.0,"['S45A', 'D7I', 'M20D', 'F73P', 'X97O', 'W17P', 'K85Y']",7.0,"['Q66I', 'L25B', 'H97X', 'L35Z', 'B26J', 'N26A', 'I49R']",6.0,"['S45A', 'D7I', 'M20D', 'F73P', 'X97O', 'W17P']",1.0,['K85Y']
1095.0,7.0,"['Q66I', 'L25B', 'H97X', 'L35Z', 'B26J', 'N26A', 'I49R']",7.0,"['D67V', 'J32N', 'Y100W', 'C51J', 'Y92R', 'M79T', 'Q55R']",5.0,"['Q66I', 'L25B', 'H97X', 'L35Z', 'B26J']",2.0,"['N26A', 'I49R']"
1096.0,7.0,"['D67V', 'J32N', 'Y100W', 'C51J', 'Y92R', 'M79T', 'Q55R']",7.0,"['Y22X', 'H59O', 'K49T', 'I31L', 'S29P', 'A56C', 'L19I']",4.0,"['D67V', 'J32N', 'Y100W', 'C51J']",3.0,"['Y92R', 'M79T', 'Q55R']"
1097.0,7.0,"['Y22X', 'H59O', 'K49T', 'I31L', 'S29P', 'A56C', 'L19I']",7.0,"['G100F', 'F64X', 'Q17R', 'X76X', 'Q89F', 'O22J', 'I17K']",3.0,"['Y22X', 'H59O', 'K49T']",4.0,"['I31L', 'S29P', 'A56C', 'L19I']"
1098.0,7.0,"['G100F', 'F64X', 'Q17R', 'X76X', 'Q89F', 'O22J', 'I17K']",7.0,"['G74R', 'B4L', 'I19E', 'G7K', 'R29O', 'R2E', 'F81L']",6.0,"['G100F', 'F64X', 'Q17R', 'X76X', 'Q89F', 'O22J']",1.0,['I17K']
1099.0,7.0,"['G74R', 'B4L', 'I19E', 'G7K', 'R29O', 'R2E', 'F81L']",8.0,"['Q95Q', 'Y76G', 'T10K', 'W62T', 'P21T', 'C84A', 'B44W', 'D9L']",3.0,"['G74R', 'B4L', 'I19E']",4.0,"['G7K', 'R29O', 'R2E', 'F81L']"
1100.0,8.0,"['Q95Q', 'Y76G', 'T10K', 'W62T', 'P21T', 'C84A', 'B44W', 'D9L']",7.0,"['C11X', 'E24A', 'V32W', 'J10K', 'T34U', 'M75R', 'M67C']",4.0,"['Q95Q', 'Y76G', 'T10K', 'W62T']",4.0,"['P21T', 'C84A', 'B44W', 'D9L']"
1101.0,7.0,"['C11X', 'E24A', 'V32W', 'J10K', 'T34U', 'M75R', 'M67C']",9.0,"['W85I', 'Z12K', 'A1C', 'Z43A', 'T85R', 'P77M', 'W1O', 'Q60F', 'Q94F']",5.0,"['C11X', 'E24A', 'V32W', 'J10K', 'T34U']",2.0,"['M75R', 'M67C']"
1102.0,9.0,"['W85I', 'Z12K', 'A1C', 'Z43A', 'T85R', 'P77M', 'W1O', 'Q60F', 'Q94F']",7.0,"['E27W', 'X56P', 'U19O', 'D31H', 'S42W', 'O27V', 'E53L']",6.0,"['W85I', 'Z12K', 'A1C', 'Z43A', 'T85R', 'P77M']",3.0,"['W1O', 'Q60F', 'Q94F']"
1103.0,7.0,"['E27W', 'X56P', 'U19O', 'D31H', 'S42W', 'O27V', 'E53L']",9.0,"['E82V', 'P54Y', 'P76T', 'Z65L', 'X71L', 'X29I', 'O82N', 'L98U', 'H18S']",6.0,"['E27W', 'X56P', 'U19O', 'D31H', 'S42W', 'O27V']",1.0,['E53L']
1104.0,9.0,"['E82V', 'P54Y', 'P76T', 'Z65L', 'X71L', 'X29I', 'O82N', 'L98U', 'H18S']",8.0,"['K33R', 'L85U', 'H27F', 'R58K', 'J41M', 'S57H', 'L30G', 'O45C']",3.0,"['E82V', 'P54Y', 'P76T']",6.0,"['Z65L', 'X71L', 'X29I', 'O82N', 'L98U', 'H18S']"
1105.0,8.0,"['K33R', 'L85U', 'H27F', 'R58K', 'J41M', 'S57H', 'L30G', 'O45C']",5.0,"['K60U', 'C66T', 'B78F', 'P57B', 'Q41U']",4.0,"['K33R', 'L85U', 'H27F', 'R58K']",4.0,"['J41M', 'S57H', 'L30G', 'O45C']"
1106.0,5.0,"['K60U', 'C66T', 'B78F', 'P57B', 'Q41U']",8.0,"['W8Z', 'T91R', 'J9N', 'V2Z', 'F28R', 'Q7B', 'I99C', 'L42P']",6.0,"['K60U', 'C66T', 'B78F', 'P57B', 'Q41U', 'W8Z']",0.0,[]
1107.0,7.0,"['T91R', 'J9N', 'V2Z', 'F28R', 'Q7B', 'I99C', 'L42P']",6.0,"['X30U', 'K37P', 'W73P', 'H64K', 'B97N', 'P47I']",3.0,"['T91R', 'J9N', 'V2Z']",4.0,"['F28R', 'Q7B', 'I99C', 'L42P']"
1108.0,6.0,"['X30U', 'K37P', 'W73P', 'H64K', 'B97N', 'P47I']",7.0,"['J15V', 'Y88E', 'Q27D', 'B36A', 'A7C', 'J92A', 'W58N']",5.0,"['X30U', 'K37P', 'W73P', 'H64K', 'B97N']",1.0,['P47I']
1109.0,7.0,"['J15V', 'Y88E', 'Q27D', 'B36A', 'A7C', 'J92A', 'W58N']",6.0,"['F46J', 'F41D', 'U18X', 'K52Z', 'A64V', 'J31S']",3.0,"['J15V', 'Y88E', 'Q27D']",4.0,"['B36A', 'A7C', 'J92A', 'W58N']"
1110.0,6.0,"['F46J', 'F41D', 'U18X', 'K52Z', 'A64V', 'J31S']",8.0,"['C72C', 'M3P', 'E2B', 'O5O', 'G80U', 'O8M', 'Z67C', 'H4Y']",3.0,"['F46J', 'F41D', 'U18X']",3.0,"['K52Z', 'A64V', 'J31S']"
1111.0,8.0,"['C72C', 'M3P', 'E2B', 'O5O', 'G80U', 'O8M', 'Z67C', 'H4Y']",7.0,"['W42P', 'W58X', 'X16Q', 'H31N', 'M77W', 'G50M', 'C20J']",6.0,"['C72C', 'M3P', 'E2B', 'O5O', 'G80U', 'O8M']",2.0,"['Z67C', 'H4Y']"
1112.0,7.0,"['W42P', 'W58X', 'X16Q', 'H31N', 'M77W', 'G50M', 'C20J']",6.0,"['P13Y', 'P80B', 'T17F', 'L9Z', 'M32R', 'X32W']",4.0,"['W42P', 'W58X', 'X16Q', 'H31N']",3.0,"['M77W', 'G50M', 'C20J']"
1113.0,6.0,"['P13Y', 'P80B', 'T17F', 'L9Z', 'M32R', 'X32W']",6.0,"['L93A', 'I80R', 'X77S', 'Q70P', 'W29C', 'J94G']",6.0,"['P13Y', 'P80B', 'T17F', 'L9Z', 'M32R', 'X32W']",0.0,[]
1114.0,6.0,"['L93A', 'I80R', 'X77S', 'Q70P', 'W29C', 'J94G']",7.0,"['I4U', 'G63M', 'I16X', 'B96H', 'B21X', 'U76O', 'X75Y']",3.0,"['L93A', 'I80R', 'X77S']",3.0,"['Q70P', 'W29C', 'J94G']"
1115.0,7.0,"['I4U', 'G63M', 'I16X', 'B96H', 'B21X', 'U76O', 'X75Y']",6.0,"['J92T', 'X11G', 'Y66V', 'U74A', 'K54E', 'W94C']",3.0,"['I4U', 'G63M', 'I16X']",4.0,"['B96H', 'B21X', 'U76O', 'X75Y']"
1116.0,6.0,"['J92T', 'X11G', 'Y66V', 'U74A', 'K54E', 'W94C']",6.0,"['D4Z', 'P30Y', 'L23E', 'B44C', 'I76X', 'O96Y']",4.0,"['J92T', 'X11G', 'Y66V', 'U74A']",2.0,"['K54E', 'W94C']"
1117.0,6.0,"['D4Z', 'P30Y', 'L23E', 'B44C', 'I76X', 'O96Y']",7.0,"['G19Z', 'Y19S', 'D23H', 'P53S', 'Y70S', 'A22R', 'V56B']",6.0,"['D4Z', 'P30Y', 'L23E', 'B44C', 'I76X', 'O96Y']",0.0,[]
1118.0,7.0,"['G19Z', 'Y19S', 'D23H', 'P53S', 'Y70S', 'A22R', 'V56B']",6.0,"['N59X', 'C8K', 'R76L', 'E25L', 'C59K', 'T46Z']",3.0,"['G19Z', 'Y19S', 'D23H']",4.0,"['P53S', 'Y70S', 'A22R', 'V56B']"
1119.0,6.0,"['N59X', 'C8K', 'R76L', 'E25L', 'C59K', 'T46Z']",8.0,"['E20L', 'Y6K', 'S63Z', 'Z31A', 'F42R', 'U68K', 'Y32T', 'I14E']",3.0,"['N59X', 'C8K', 'R76L']",3.0,"['E25L', 'C59K', 'T46Z']"
1120.0,8.0,"['E20L', 'Y6K', 'S63Z', 'Z31A', 'F42R', 'U68K', 'Y32T', 'I14E']",5.0,"['O89H', 'I96G', 'I67J', 'B39X', 'P86C']",5.0,"['E20L', 'Y6K', 'S63Z', 'Z31A', 'F42R']",3.0,"['U68K', 'Y32T', 'I14E']"
1121.0,5.0,"['O89H', 'I96G', 'I67J', 'B39X', 'P86C']",8.0,"['E83M', 'Y87W', 'I41P', 'C40J', 'H54U', 'E16N', 'Q10C', 'M85I']",4.0,"['O89H', 'I96G', 'I67J', 'B39X']",1.0,['P86C']
1122.0,8.0,"['E83M', 'Y87W', 'I41P', 'C40J', 'H54U', 'E16N', 'Q10C', 'M85I']",7.0,"['V9F', 'K33Y', 'F26L', 'U57Q', 'T96W', 'M73C', 'B79J']",5.0,"['E83M', 'Y87W', 'I41P', 'C40J', 'H54U']",3.0,"['E16N', 'Q10C', 'M85I']"
1123.0,7.0,"['V9F', 'K33Y', 'F26L', 'U57Q', 'T96W', 'M73C', 'B79J']",9.0,"['Z99Z', 'D48D', 'M79N', 'B10S', 'D33A', 'Z30E', 'C73D', 'H92Z', 'A12R']",3.0,"['V9F', 'K33Y', 'F26L']",4.0,"['U57Q', 'T96W', 'M73C', 'B79J']"
1124.0,9.0,"['Z99Z', 'D48D', 'M79N', 'B10S', 'D33A', 'Z30E', 'C73D', 'H92Z', 'A12R']",7.0,"['J35S', 'F52H', 'A69T', 'B77C', 'K32G', 'J43X', 'Y62E']",3.0,"['Z99Z', 'D48D', 'M79N']",6.0,"['B10S', 'D33A', 'Z30E', 'C73D', 'H92Z', 'A12R']"
1125.0,7.0,"['J35S', 'F52H', 'A69T', 'B77C', 'K32G', 'J43X', 'Y62E']",8.0,"['V23X', 'T30S', 'Y61S', 'D97I', 'F90M', 'C46F', 'T13F', 'C72V']",5.0,"['J35S', 'F52H', 'A69T', 'B77C', 'K32G']",2.0,"['J43X', 'Y62E']"
1126.0,8.0,"['V23X', 'T30S', 'Y61S', 'D97I', 'F90M', 'C46F', 'T13F', 'C72V']",8.0,"['Q100I', 'C31G', 'S84K', 'K64Z', 'D53F', 'R60T', 'R84U', 'N99Q']",5.0,"['V23X', 'T30S', 'Y61S', 'D97I', 'F90M']",3.0,"['C46F', 'T13F', 'C72V']"
1127.0,8.0,"['Q100I', 'C31G', 'S84K', 'K64Z', 'D53F', 'R60T', 'R84U', 'N99Q']",7.0,"['W40J', 'R10F', 'U64W', 'S67W', 'U88B', 'Y56H', 'V46F']",4.0,"['Q100I', 'C31G', 'S84K', 'K64Z']",4.0,"['D53F', 'R60T', 'R84U', 'N99Q']"
1128.0,7.0,"['W40J', 'R10F', 'U64W', 'S67W', 'U88B', 'Y56H', 'V46F']",8.0,"['B95A', 'L44B', 'U75G', 'H50M', 'Q39L', 'L76Q', 'O17Y', 'B14H']",4.0,"['W40J', 'R10F', 'U64W', 'S67W']",3.0,"['U88B', 'Y56H', 'V46F']"
1129.0,8.0,"['B95A', 'L44B', 'U75G', 'H50M', 'Q39L', 'L76Q', 'O17Y', 'B14H']",7.0,"['Q50X', 'J46M', 'E55U', 'G78D', 'K50U', 'Q76Q', 'E9A']",5.0,"['B95A', 'L44B', 'U75G', 'H50M', 'Q39L']",3.0,"['L76Q', 'O17Y', 'B14H']"
1130.0,7.0,"['Q50X', 'J46M', 'E55U', 'G78D', 'K50U', 'Q76Q', 'E9A']",8.0,"['T47Q', 'R30I', 'C8S', 'V25U', 'X100R', 'T44M', 'G40B', 'E68G']",4.0,"['Q50X', 'J46M', 'E55U', 'G78D']",3.0,"['K50U', 'Q76Q', 'E9A']"
1131.0,8.0,"['T47Q', 'R30I', 'C8S', 'V25U', 'X100R', 'T44M', 'G40B', 'E68G']",6.0,"['W1C', 'Q21T', 'W28K', 'D8J', 'E56L', 'X3F']",3.0,"['T47Q', 'R30I', 'C8S']",5.0,"['V25U', 'X100R', 'T44M', 'G40B', 'E68G']"
1132.0,6.0,"['W1C', 'Q21T', 'W28K', 'D8J', 'E56L', 'X3F']",8.0,"['I94I', 'O46E', 'V45B', 'P63K', 'U19C', 'O49A', 'A31M', 'I69C']",5.0,"['W1C', 'Q21T', 'W28K', 'D8J', 'E56L']",1.0,['X3F']
1133.0,8.0,"['I94I', 'O46E', 'V45B', 'P63K', 'U19C', 'O49A', 'A31M', 'I69C']",7.0,"['J70T', 'M16K', 'U100O', 'U87T', 'J43Q', 'I78H', 'W3Z']",4.0,"['I94I', 'O46E', 'V45B', 'P63K']",4.0,"['U19C', 'O49A', 'A31M', 'I69C']"
1134.0,7.0,"['J70T', 'M16K', 'U100O', 'U87T', 'J43Q', 'I78H', 'W3Z']",5.0,"['T86U', 'B32W', 'H18T', 'C11R', 'F2Z']",6.0,"['J70T', 'M16K', 'U100O', 'U87T', 'J43Q', 'I78H']",1.0,['W3Z']
1135.0,5.0,"['T86U', 'B32W', 'H18T', 'C11R', 'F2Z']",9.0,"['H92M', 'M99E', 'B82T', 'N49X', 'K36D', 'P23H', 'H41S', 'R90B', 'A100B']",4.0,"['T86U', 'B32W', 'H18T', 'C11R']",1.0,['F2Z']
1136.0,9.0,"['H92M', 'M99E', 'B82T', 'N49X', 'K36D', 'P23H', 'H41S', 'R90B', 'A100B']",7.0,"['U15E', 'H5E', 'Z25G', 'Q2N', 'Y84D', 'S2X', 'K72Y']",6.0,"['H92M', 'M99E', 'B82T', 'N49X', 'K36D', 'P23H']",3.0,"['H41S', 'R90B', 'A100B']"
1137.0,7.0,"['U15E', 'H5E', 'Z25G', 'Q2N', 'Y84D', 'S2X', 'K72Y']",7.0,"['Z87I', 'Y46A', 'I36A', 'M28H', 'Y86L', 'M7W', 'F57S']",5.0,"['U15E', 'H5E', 'Z25G', 'Q2N', 'Y84D']",2.0,"['S2X', 'K72Y']"
1138.0,7.0,"['Z87I', 'Y46A', 'I36A', 'M28H', 'Y86L', 'M7W', 'F57S']",7.0,"['P16P', 'E97L', 'W86E', 'H89V', 'H85G', 'C49H', 'E38D']",3.0,"['Z87I', 'Y46A', 'I36A']",4.0,"['M28H', 'Y86L', 'M7W', 'F57S']"
1139.0,7.0,"['P16P', 'E97L', 'W86E', 'H89V', 'H85G', 'C49H', 'E38D']",9.0,"['L91H', 'P67D', 'W94O', 'D100J', 'G77G', 'E12F', 'W41C', 'Z26M', 'E4H']",3.0,"['P16P', 'E97L', 'W86E']",4.0,"['H89V', 'H85G', 'C49H', 'E38D']"
1140.0,9.0,"['L91H', 'P67D', 'W94O', 'D100J', 'G77G', 'E12F', 'W41C', 'Z26M', 'E4H']",8.0,"['N70U', 'D78R', 'Z19J', 'F96Y', 'J59Z', 'K33R', 'W81H', 'J65H']",6.0,"['L91H', 'P67D', 'W94O', 'D100J', 'G77G', 'E12F']",3.0,"['W41C', 'Z26M', 'E4H']"
1141.0,8.0,"['N70U', 'D78R', 'Z19J', 'F96Y', 'J59Z', 'K33R', 'W81H', 'J65H']",6.0,"['A80S', 'O2Y', 'R88T', 'R11E', 'P27X', 'K18I']",3.0,"['N70U', 'D78R', 'Z19J']",5.0,"['F96Y', 'J59Z', 'K33R', 'W81H', 'J65H']"
1142.0,6.0,"['A80S', 'O2Y', 'R88T', 'R11E', 'P27X', 'K18I']",8.0,"['I6M', 'K56J', 'E38V', 'G82D', 'Z59H', 'A84Q', 'F61P', 'S43Z']",3.0,"['A80S', 'O2Y', 'R88T']",3.0,"['R11E', 'P27X', 'K18I']"
1143.0,8.0,"['I6M', 'K56J', 'E38V', 'G82D', 'Z59H', 'A84Q', 'F61P', 'S43Z']",5.0,"['F57H', 'Q12S', 'K24O', 'S36A', 'O97B']",5.0,"['I6M', 'K56J', 'E38V', 'G82D', 'Z59H']",3.0,"['A84Q', 'F61P', 'S43Z']"
1144.0,5.0,"['F57H', 'Q12S', 'K24O', 'S36A', 'O97B']",6.0,"['M25C', 'S62B', 'W61X', 'H61Z', 'R96Q', 'V52B']",6.0,"['F57H', 'Q12S', 'K24O', 'S36A', 'O97B', 'M25C']",0.0,[]
1145.0,5.0,"['S62B', 'W61X', 'H61Z', 'R96Q', 'V52B']",7.0,"['T20K', 'H10D', 'L65U', 'V16Q', 'M78P', 'B10N', 'M1M']",6.0,"['S62B', 'W61X', 'H61Z', 'R96Q', 'V52B', 'T20K']",0.0,[]
1146.0,6.0,"['H10D', 'L65U', 'V16Q', 'M78P', 'B10N', 'M1M']",8.0,"['C51S', 'R95A', 'O21W', 'H98T', 'D76B', 'R52M', 'J37X', 'Q44O']",3.0,"['H10D', 'L65U', 'V16Q']",3.0,"['M78P', 'B10N', 'M1M']"
1147.0,8.0,"['C51S', 'R95A', 'O21W', 'H98T', 'D76B', 'R52M', 'J37X', 'Q44O']",9.0,"['Z90J', 'P43X', 'C99R', 'O65M', 'V78U', 'N91D', 'W66Q', 'P64H', 'Y16U']",3.0,"['C51S', 'R95A', 'O21W']",5.0,"['H98T', 'D76B', 'R52M', 'J37X', 'Q44O']"
1148.0,9.0,"['Z90J', 'P43X', 'C99R', 'O65M', 'V78U', 'N91D', 'W66Q', 'P64H', 'Y16U']",8.0,"['U47R', 'A71U', 'V73R', 'U75Y', 'U93H', 'B86E', 'U93Z', 'Z98K']",6.0,"['Z90J', 'P43X', 'C99R', 'O65M', 'V78U', 'N91D']",3.0,"['W66Q', 'P64H', 'Y16U']"
1149.0,8.0,"['U47R', 'A71U', 'V73R', 'U75Y', 'U93H', 'B86E', 'U93Z', 'Z98K']",8.0,"['T51P', 'Z64N', 'C88H', 'Q100X', 'H30C', 'J12K', 'M8Z', 'O14N']",5.0,"['U47R', 'A71U', 'V73R', 'U75Y', 'U93H']",3.0,"['B86E', 'U93Z', 'Z98K']"
1150.0,8.0,"['T51P', 'Z64N', 'C88H', 'Q100X', 'H30C', 'J12K', 'M8Z', 'O14N']",6.0,"['O79B', 'I73G', 'T75L', 'C16T', 'H61U', 'F65S']",5.0,"['T51P', 'Z64N', 'C88H', 'Q100X', 'H30C']",3.0,"['J12K', 'M8Z', 'O14N']"
1151.0,6.0,"['O79B', 'I73G', 'T75L', 'C16T', 'H61U', 'F65S']",6.0,"['D29M', 'B47M', 'C49S', 'U95B', 'A1R', 'I40D']",6.0,"['O79B', 'I73G', 'T75L', 'C16T', 'H61U', 'F65S']",0.0,[]
1152.0,6.0,"['D29M', 'B47M', 'C49S', 'U95B', 'A1R', 'I40D']",6.0,"['E72D', 'M58Y', 'D78L', 'D14N', 'T58H', 'D72Q']",6.0,"['D29M', 'B47M', 'C49S', 'U95B', 'A1R', 'I40D']",0.0,[]
1153.0,6.0,"['E72D', 'M58Y', 'D78L', 'D14N', 'T58H', 'D72Q']",6.0,"['U94O', 'K19H', 'P90P', 'X100W', 'I33T', 'L48M']",5.0,"['E72D', 'M58Y', 'D78L', 'D14N', 'T58H']",1.0,['D72Q']
1154.0,6.0,"['U94O', 'K19H', 'P90P', 'X100W', 'I33T', 'L48M']",8.0,"['Q24G', 'L94A', 'U72K', 'O18B', 'P64W', 'W13B', 'C20O', 'W33A']",4.0,"['U94O', 'K19H', 'P90P', 'X100W']",2.0,"['I33T', 'L48M']"
1155.0,8.0,"['Q24G', 'L94A', 'U72K', 'O18B', 'P64W', 'W13B', 'C20O', 'W33A']",7.0,"['K78B', 'P74H', 'Z19E', 'D43X', 'C81Y', 'X18E', 'G45Z']",4.0,"['Q24G', 'L94A', 'U72K', 'O18B']",4.0,"['P64W', 'W13B', 'C20O', 'W33A']"
1156.0,7.0,"['K78B', 'P74H', 'Z19E', 'D43X', 'C81Y', 'X18E', 'G45Z']",5.0,"['Z9L', 'I17U', 'A72A', 'P27C', 'I19F']",4.0,"['K78B', 'P74H', 'Z19E', 'D43X']",3.0,"['C81Y', 'X18E', 'G45Z']"
1157.0,5.0,"['Z9L', 'I17U', 'A72A', 'P27C', 'I19F']",7.0,"['M35C', 'B77O', 'T59N', 'Z93R', 'E94P', 'S4X', 'Y20Z']",3.0,"['Z9L', 'I17U', 'A72A']",2.0,"['P27C', 'I19F']"
1158.0,7.0,"['M35C', 'B77O', 'T59N', 'Z93R', 'E94P', 'S4X', 'Y20Z']",7.0,"['K2Z', 'N100B', 'N95L', 'G98W', 'U17M', 'U23J', 'L80X']",3.0,"['M35C', 'B77O', 'T59N']",4.0,"['Z93R', 'E94P', 'S4X', 'Y20Z']"
1159.0,7.0,"['K2Z', 'N100B', 'N95L', 'G98W', 'U17M', 'U23J', 'L80X']",6.0,"['I95U', 'N53T', 'S20Q', 'L17O', 'N36Y', 'G85U']",3.0,"['K2Z', 'N100B', 'N95L']",4.0,"['G98W', 'U17M', 'U23J', 'L80X']"
1160.0,6.0,"['I95U', 'N53T', 'S20Q', 'L17O', 'N36Y', 'G85U']",5.0,"['C41A', 'B60K', 'W27R', 'G74T', 'T78Z']",6.0,"['I95U', 'N53T', 'S20Q', 'L17O', 'N36Y', 'G85U']",0.0,[]
1161.0,5.0,"['C41A', 'B60K', 'W27R', 'G74T', 'T78Z']",9.0,"['V56O', 'U95S', 'O25F', 'L71V', 'X8A', 'D72L', 'N12A', 'Q80L', 'D75D']",5.0,"['C41A', 'B60K', 'W27R', 'G74T', 'T78Z']",0.0,[]
1162.0,9.0,"['V56O', 'U95S', 'O25F', 'L71V', 'X8A', 'D72L', 'N12A', 'Q80L', 'D75D']",7.0,"['D92D', 'L63Z', 'H84V', 'V31B', 'O87L', 'V85D', 'W53H']",3.0,"['V56O', 'U95S', 'O25F']",6.0,"['L71V', 'X8A', 'D72L', 'N12A', 'Q80L', 'D75D']"
1163.0,7.0,"['D92D', 'L63Z', 'H84V', 'V31B', 'O87L', 'V85D', 'W53H']",7.0,"['Q91M', 'Z12J', 'J27R', 'J59Q', 'N50P', 'A1X', 'X95T']",5.0,"['D92D', 'L63Z', 'H84V', 'V31B', 'O87L']",2.0,"['V85D', 'W53H']"
1164.0,7.0,"['Q91M', 'Z12J', 'J27R', 'J59Q', 'N50P', 'A1X', 'X95T']",6.0,"['B36Q', 'J84H', 'T67T', 'Q76L', 'G98M', 'A79E']",4.0,"['Q91M', 'Z12J', 'J27R', 'J59Q']",3.0,"['N50P', 'A1X', 'X95T']"
1165.0,6.0,"['B36Q', 'J84H', 'T67T', 'Q76L', 'G98M', 'A79E']",8.0,"['O8V', 'F94H', 'Y11H', 'B20W', 'M49O', 'C97Y', 'A63Z', 'C27O']",5.0,"['B36Q', 'J84H', 'T67T', 'Q76L', 'G98M']",1.0,['A79E']
1166.0,8.0,"['O8V', 'F94H', 'Y11H', 'B20W', 'M49O', 'C97Y', 'A63Z', 'C27O']",8.0,"['A66N', 'N58Y', 'G71R', 'Z11T', 'O44A', 'I42I', 'J51K', 'D9G']",6.0,"['O8V', 'F94H', 'Y11H', 'B20W', 'M49O', 'C97Y']",2.0,"['A63Z', 'C27O']"
1167.0,8.0,"['A66N', 'N58Y', 'G71R', 'Z11T', 'O44A', 'I42I', 'J51K', 'D9G']",7.0,"['T91I', 'S31N', 'O80F', 'G40C', 'N88S', 'X84N', 'L15P']",3.0,"['A66N', 'N58Y', 'G71R']",5.0,"['Z11T', 'O44A', 'I42I', 'J51K', 'D9G']"
1168.0,7.0,"['T91I', 'S31N', 'O80F', 'G40C', 'N88S', 'X84N', 'L15P']",8.0,"['S63L', 'N32G', 'N36J', 'J52V', 'W95S', 'Q73Z', 'D26A', 'J68P']",3.0,"['T91I', 'S31N', 'O80F']",4.0,"['G40C', 'N88S', 'X84N', 'L15P']"
1169.0,8.0,"['S63L', 'N32G', 'N36J', 'J52V', 'W95S', 'Q73Z', 'D26A', 'J68P']",9.0,"['O19J', 'A3A', 'O88O', 'B62C', 'E76O', 'I33U', 'V10N', 'F13O', 'T76Q']",4.0,"['S63L', 'N32G', 'N36J', 'J52V']",4.0,"['W95S', 'Q73Z', 'D26A', 'J68P']"
1170.0,9.0,"['O19J', 'A3A', 'O88O', 'B62C', 'E76O', 'I33U', 'V10N', 'F13O', 'T76Q']",6.0,"['M21F', 'K31U', 'M51E', 'P24N', 'Q71Z', 'Q13S']",3.0,"['O19J', 'A3A', 'O88O']",6.0,"['B62C', 'E76O', 'I33U', 'V10N', 'F13O', 'T76Q']"
1171.0,6.0,"['M21F', 'K31U', 'M51E', 'P24N', 'Q71Z', 'Q13S']",8.0,"['E78J', 'K67X', 'M54Q', 'P83B', 'Q11M', 'V36Z', 'N5X', 'C12C']",4.0,"['M21F', 'K31U', 'M51E', 'P24N']",2.0,"['Q71Z', 'Q13S']"
