Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
369.0,6.0,"['J99F', 'Z67R', 'R85K', 'P33F', 'A38Z', 'W1O']",7.0,"['W20T', 'Z57Z', 'S26K', 'H12S', 'R37M', 'E20B', 'F36M']",5.0,"['J99F', 'Z67R', 'R85K', 'P33F', 'A38Z']",1.0,['W1O']
370.0,7.0,"['W20T', 'Z57Z', 'S26K', 'H12S', 'R37M', 'E20B', 'F36M']",8.0,"['J55C', 'J88X', 'H5T', 'O2T', 'F30G', 'Z33F', 'I30C', 'Q58R']",4.0,"['W20T', 'Z57Z', 'S26K', 'H12S']",3.0,"['R37M', 'E20B', 'F36M']"
371.0,8.0,"['J55C', 'J88X', 'H5T', 'O2T', 'F30G', 'Z33F', 'I30C', 'Q58R']",7.0,"['A93E', 'U90Z', 'W95L', 'J53N', 'D21W', 'N25V', 'K75Z']",5.0,"['J55C', 'J88X', 'H5T', 'O2T', 'F30G']",3.0,"['Z33F', 'I30C', 'Q58R']"
372.0,7.0,"['A93E', 'U90Z', 'W95L', 'J53N', 'D21W', 'N25V', 'K75Z']",7.0,"['E92W', 'Z57O', 'Z11I', 'C57D', 'F48D', 'F98X', 'X10B']",6.0,"['A93E', 'U90Z', 'W95L', 'J53N', 'D21W', 'N25V']",1.0,['K75Z']
373.0,7.0,"['E92W', 'Z57O', 'Z11I', 'C57D', 'F48D', 'F98X', 'X10B']",8.0,"['J70S', 'D59P', 'A16N', 'Y48L', 'B13I', 'J77X', 'M7V', 'J17R']",5.0,"['E92W', 'Z57O', 'Z11I', 'C57D', 'F48D']",2.0,"['F98X', 'X10B']"
374.0,8.0,"['J70S', 'D59P', 'A16N', 'Y48L', 'B13I', 'J77X', 'M7V', 'J17R']",9.0,"['N72J', 'W29C', 'T41F', 'M96C', 'L32F', 'P88D', 'T40X', 'X16C', 'I38Q']",6.0,"['J70S', 'D59P', 'A16N', 'Y48L', 'B13I', 'J77X']",2.0,"['M7V', 'J17R']"
375.0,9.0,"['N72J', 'W29C', 'T41F', 'M96C', 'L32F', 'P88D', 'T40X', 'X16C', 'I38Q']",6.0,"['V10D', 'V28B', 'B92R', 'H6J', 'A68Y', 'K96O']",6.0,"['N72J', 'W29C', 'T41F', 'M96C', 'L32F', 'P88D']",3.0,"['T40X', 'X16C', 'I38Q']"
376.0,6.0,"['V10D', 'V28B', 'B92R', 'H6J', 'A68Y', 'K96O']",5.0,"['L25W', 'H23Z', 'Q92S', 'N32T', 'Q100Q']",5.0,"['V10D', 'V28B', 'B92R', 'H6J', 'A68Y']",1.0,['K96O']
377.0,5.0,"['L25W', 'H23Z', 'Q92S', 'N32T', 'Q100Q']",8.0,"['L28E', 'Y7Z', 'N58M', 'H95Q', 'R16F', 'U44M', 'F1A', 'J32F']",6.0,"['L25W', 'H23Z', 'Q92S', 'N32T', 'Q100Q', 'L28E']",0.0,[]
378.0,7.0,"['Y7Z', 'N58M', 'H95Q', 'R16F', 'U44M', 'F1A', 'J32F']",7.0,"['J56K', 'E21K', 'D67R', 'F88D', 'P86E', 'C23X', 'R6X']",3.0,"['Y7Z', 'N58M', 'H95Q']",4.0,"['R16F', 'U44M', 'F1A', 'J32F']"
379.0,7.0,"['J56K', 'E21K', 'D67R', 'F88D', 'P86E', 'C23X', 'R6X']",8.0,"['I10G', 'S50B', 'U89R', 'N18Q', 'N90K', 'Q19P', 'D45H', 'J33W']",6.0,"['J56K', 'E21K', 'D67R', 'F88D', 'P86E', 'C23X']",1.0,['R6X']
380.0,8.0,"['I10G', 'S50B', 'U89R', 'N18Q', 'N90K', 'Q19P', 'D45H', 'J33W']",9.0,"['L91D', 'D46Q', 'U74R', 'D73X', 'R28E', 'H23V', 'C95K', 'G71H', 'D7E']",5.0,"['I10G', 'S50B', 'U89R', 'N18Q', 'N90K']",3.0,"['Q19P', 'D45H', 'J33W']"
381.0,9.0,"['L91D', 'D46Q', 'U74R', 'D73X', 'R28E', 'H23V', 'C95K', 'G71H', 'D7E']",7.0,"['E89M', 'J43P', 'K36D', 'A42H', 'A16H', 'T19Z', 'H66E']",3.0,"['L91D', 'D46Q', 'U74R']",6.0,"['D73X', 'R28E', 'H23V', 'C95K', 'G71H', 'D7E']"
382.0,7.0,"['E89M', 'J43P', 'K36D', 'A42H', 'A16H', 'T19Z', 'H66E']",7.0,"['Q40P', 'S82N', 'Q40M', 'J69I', 'T100B', 'R88D', 'K72Q']",6.0,"['E89M', 'J43P', 'K36D', 'A42H', 'A16H', 'T19Z']",1.0,['H66E']
383.0,7.0,"['Q40P', 'S82N', 'Q40M', 'J69I', 'T100B', 'R88D', 'K72Q']",9.0,"['G78I', 'H98S', 'G49S', 'L54G', 'Z11Z', 'E42E', 'H27B', 'W45N', 'V87N']",4.0,"['Q40P', 'S82N', 'Q40M', 'J69I']",3.0,"['T100B', 'R88D', 'K72Q']"
384.0,9.0,"['G78I', 'H98S', 'G49S', 'L54G', 'Z11Z', 'E42E', 'H27B', 'W45N', 'V87N']",6.0,"['T60K', 'T91Y', 'C99L', 'F18J', 'D74A', 'K61S']",5.0,"['G78I', 'H98S', 'G49S', 'L54G', 'Z11Z']",4.0,"['E42E', 'H27B', 'W45N', 'V87N']"
385.0,6.0,"['T60K', 'T91Y', 'C99L', 'F18J', 'D74A', 'K61S']",6.0,"['M64H', 'A87O', 'T53P', 'X38O', 'D52G', 'J72M']",6.0,"['T60K', 'T91Y', 'C99L', 'F18J', 'D74A', 'K61S']",0.0,[]
386.0,6.0,"['M64H', 'A87O', 'T53P', 'X38O', 'D52G', 'J72M']",6.0,"['I86J', 'Y10T', 'R99G', 'F51H', 'M66Q', 'K42G']",5.0,"['M64H', 'A87O', 'T53P', 'X38O', 'D52G']",1.0,['J72M']
387.0,6.0,"['I86J', 'Y10T', 'R99G', 'F51H', 'M66Q', 'K42G']",6.0,"['Q82N', 'S6H', 'O76J', 'F52D', 'J16N', 'X28E']",3.0,"['I86J', 'Y10T', 'R99G']",3.0,"['F51H', 'M66Q', 'K42G']"
388.0,6.0,"['Q82N', 'S6H', 'O76J', 'F52D', 'J16N', 'X28E']",6.0,"['F91D', 'A12K', 'T56W', 'X28E', 'Y76F', 'V20S']",3.0,"['Q82N', 'S6H', 'O76J']",3.0,"['F52D', 'J16N', 'X28E']"
389.0,6.0,"['F91D', 'A12K', 'T56W', 'X28E', 'Y76F', 'V20S']",6.0,"['R19J', 'Y81D', 'H60C', 'W21N', 'I46S', 'S80L']",4.0,"['F91D', 'A12K', 'T56W', 'X28E']",2.0,"['Y76F', 'V20S']"
390.0,6.0,"['R19J', 'Y81D', 'H60C', 'W21N', 'I46S', 'S80L']",8.0,"['G37W', 'V70T', 'P9M', 'C25O', 'J56T', 'F28W', 'K70R', 'U44X']",5.0,"['R19J', 'Y81D', 'H60C', 'W21N', 'I46S']",1.0,['S80L']
391.0,8.0,"['G37W', 'V70T', 'P9M', 'C25O', 'J56T', 'F28W', 'K70R', 'U44X']",7.0,"['L65T', 'R85J', 'Z1Q', 'M85E', 'Y50H', 'S16K', 'U80C']",3.0,"['G37W', 'V70T', 'P9M']",5.0,"['C25O', 'J56T', 'F28W', 'K70R', 'U44X']"
392.0,7.0,"['L65T', 'R85J', 'Z1Q', 'M85E', 'Y50H', 'S16K', 'U80C']",7.0,"['P21C', 'Z56F', 'T20Q', 'K94Q', 'G84Y', 'U99S', 'M79D']",5.0,"['L65T', 'R85J', 'Z1Q', 'M85E', 'Y50H']",2.0,"['S16K', 'U80C']"
393.0,7.0,"['P21C', 'Z56F', 'T20Q', 'K94Q', 'G84Y', 'U99S', 'M79D']",8.0,"['M64Z', 'H15C', 'N79E', 'I62N', 'H24A', 'J25L', 'Z20K', 'R72A']",3.0,"['P21C', 'Z56F', 'T20Q']",4.0,"['K94Q', 'G84Y', 'U99S', 'M79D']"
394.0,8.0,"['M64Z', 'H15C', 'N79E', 'I62N', 'H24A', 'J25L', 'Z20K', 'R72A']",8.0,"['S16G', 'X68K', 'L54W', 'C93K', 'G23I', 'K53C', 'H60F', 'A81W']",4.0,"['M64Z', 'H15C', 'N79E', 'I62N']",4.0,"['H24A', 'J25L', 'Z20K', 'R72A']"
395.0,8.0,"['S16G', 'X68K', 'L54W', 'C93K', 'G23I', 'K53C', 'H60F', 'A81W']",5.0,"['M21T', 'W84R', 'E23Y', 'G84R', 'B33U']",6.0,"['S16G', 'X68K', 'L54W', 'C93K', 'G23I', 'K53C']",2.0,"['H60F', 'A81W']"
396.0,5.0,"['M21T', 'W84R', 'E23Y', 'G84R', 'B33U']",6.0,"['S52R', 'Q67S', 'J79P', 'O72P', 'S77M', 'Q85S']",3.0,"['M21T', 'W84R', 'E23Y']",2.0,"['G84R', 'B33U']"
397.0,6.0,"['S52R', 'Q67S', 'J79P', 'O72P', 'S77M', 'Q85S']",8.0,"['C85V', 'C62Z', 'L44A', 'R17Y', 'P25U', 'X23X', 'F38N', 'V16P']",3.0,"['S52R', 'Q67S', 'J79P']",3.0,"['O72P', 'S77M', 'Q85S']"
398.0,8.0,"['C85V', 'C62Z', 'L44A', 'R17Y', 'P25U', 'X23X', 'F38N', 'V16P']",6.0,"['H98C', 'G20N', 'J40F', 'K9T', 'B70V', 'F70G']",5.0,"['C85V', 'C62Z', 'L44A', 'R17Y', 'P25U']",3.0,"['X23X', 'F38N', 'V16P']"
399.0,6.0,"['H98C', 'G20N', 'J40F', 'K9T', 'B70V', 'F70G']",6.0,"['V90L', 'B100F', 'D83W', 'V12W', 'K92M', 'L3N']",6.0,"['H98C', 'G20N', 'J40F', 'K9T', 'B70V', 'F70G']",0.0,[]
400.0,6.0,"['V90L', 'B100F', 'D83W', 'V12W', 'K92M', 'L3N']",6.0,"['V57I', 'T77F', 'X52C', 'H55Q', 'N1G', 'M6Z']",4.0,"['V90L', 'B100F', 'D83W', 'V12W']",2.0,"['K92M', 'L3N']"
401.0,6.0,"['V57I', 'T77F', 'X52C', 'H55Q', 'N1G', 'M6Z']",7.0,"['G36Q', 'R57J', 'T60F', 'F34R', 'I67N', 'W92C', 'N81Q']",6.0,"['V57I', 'T77F', 'X52C', 'H55Q', 'N1G', 'M6Z']",0.0,[]
402.0,7.0,"['G36Q', 'R57J', 'T60F', 'F34R', 'I67N', 'W92C', 'N81Q']",5.0,"['Y68Q', 'O45E', 'X23H', 'D84W', 'W60Q']",3.0,"['G36Q', 'R57J', 'T60F']",4.0,"['F34R', 'I67N', 'W92C', 'N81Q']"
403.0,5.0,"['Y68Q', 'O45E', 'X23H', 'D84W', 'W60Q']",7.0,"['O66P', 'W27S', 'S38R', 'D78E', 'F91F', 'K73E', 'C42C']",6.0,"['Y68Q', 'O45E', 'X23H', 'D84W', 'W60Q', 'O66P']",0.0,[]
404.0,6.0,"['W27S', 'S38R', 'D78E', 'F91F', 'K73E', 'C42C']",7.0,"['Y39T', 'M91Q', 'O67F', 'H29Z', 'S75Y', 'F42I', 'W98B']",6.0,"['W27S', 'S38R', 'D78E', 'F91F', 'K73E', 'C42C']",0.0,[]
405.0,7.0,"['Y39T', 'M91Q', 'O67F', 'H29Z', 'S75Y', 'F42I', 'W98B']",6.0,"['P35E', 'Q88T', 'W33S', 'C39C', 'U85F', 'H21L']",4.0,"['Y39T', 'M91Q', 'O67F', 'H29Z']",3.0,"['S75Y', 'F42I', 'W98B']"
406.0,6.0,"['P35E', 'Q88T', 'W33S', 'C39C', 'U85F', 'H21L']",5.0,"['D55P', 'J91L', 'K73U', 'A86N', 'Y15K']",3.0,"['P35E', 'Q88T', 'W33S']",3.0,"['C39C', 'U85F', 'H21L']"
407.0,5.0,"['D55P', 'J91L', 'K73U', 'A86N', 'Y15K']",7.0,"['V23Z', 'F19S', 'O81Z', 'R67W', 'T95L', 'R74D', 'W88M']",4.0,"['D55P', 'J91L', 'K73U', 'A86N']",1.0,['Y15K']
408.0,7.0,"['V23Z', 'F19S', 'O81Z', 'R67W', 'T95L', 'R74D', 'W88M']",6.0,"['A60Z', 'V51F', 'P31H', 'Y25N', 'U30Y', 'F56O']",5.0,"['V23Z', 'F19S', 'O81Z', 'R67W', 'T95L']",2.0,"['R74D', 'W88M']"
409.0,6.0,"['A60Z', 'V51F', 'P31H', 'Y25N', 'U30Y', 'F56O']",8.0,"['Z59V', 'J95N', 'D99U', 'A80I', 'Q13S', 'Q83C', 'Q94W', 'I64Z']",6.0,"['A60Z', 'V51F', 'P31H', 'Y25N', 'U30Y', 'F56O']",0.0,[]
410.0,8.0,"['Z59V', 'J95N', 'D99U', 'A80I', 'Q13S', 'Q83C', 'Q94W', 'I64Z']",7.0,"['F58O', 'G88O', 'Z72I', 'Z36I', 'I36Z', 'D6L', 'W70R']",4.0,"['Z59V', 'J95N', 'D99U', 'A80I']",4.0,"['Q13S', 'Q83C', 'Q94W', 'I64Z']"
411.0,7.0,"['F58O', 'G88O', 'Z72I', 'Z36I', 'I36Z', 'D6L', 'W70R']",7.0,"['I77V', 'Z49X', 'W26J', 'R27K', 'W2B', 'K56F', 'P89G']",5.0,"['F58O', 'G88O', 'Z72I', 'Z36I', 'I36Z']",2.0,"['D6L', 'W70R']"
412.0,7.0,"['I77V', 'Z49X', 'W26J', 'R27K', 'W2B', 'K56F', 'P89G']",6.0,"['Q57R', 'U9D', 'R8H', 'A48R', 'Z75C', 'C83U']",4.0,"['I77V', 'Z49X', 'W26J', 'R27K']",3.0,"['W2B', 'K56F', 'P89G']"
413.0,6.0,"['Q57R', 'U9D', 'R8H', 'A48R', 'Z75C', 'C83U']",7.0,"['O8R', 'Z61H', 'C79F', 'R87J', 'X15S', 'X40Y', 'D8P']",6.0,"['Q57R', 'U9D', 'R8H', 'A48R', 'Z75C', 'C83U']",0.0,[]
414.0,7.0,"['O8R', 'Z61H', 'C79F', 'R87J', 'X15S', 'X40Y', 'D8P']",7.0,"['U87I', 'Y8Y', 'U29W', 'L16F', 'H23U', 'V77S', 'D1X']",4.0,"['O8R', 'Z61H', 'C79F', 'R87J']",3.0,"['X15S', 'X40Y', 'D8P']"
415.0,7.0,"['U87I', 'Y8Y', 'U29W', 'L16F', 'H23U', 'V77S', 'D1X']",7.0,"['K81G', 'N40C', 'Z85X', 'Q22D', 'W75W', 'C74W', 'C94M']",6.0,"['U87I', 'Y8Y', 'U29W', 'L16F', 'H23U', 'V77S']",1.0,['D1X']
416.0,7.0,"['K81G', 'N40C', 'Z85X', 'Q22D', 'W75W', 'C74W', 'C94M']",6.0,"['S12E', 'O15K', 'I16T', 'P75Q', 'Q85D', 'S58B']",4.0,"['K81G', 'N40C', 'Z85X', 'Q22D']",3.0,"['W75W', 'C74W', 'C94M']"
417.0,6.0,"['S12E', 'O15K', 'I16T', 'P75Q', 'Q85D', 'S58B']",8.0,"['D10G', 'F24I', 'T69O', 'X99K', 'P42U', 'U68B', 'A24U', 'G62Y']",4.0,"['S12E', 'O15K', 'I16T', 'P75Q']",2.0,"['Q85D', 'S58B']"
418.0,8.0,"['D10G', 'F24I', 'T69O', 'X99K', 'P42U', 'U68B', 'A24U', 'G62Y']",7.0,"['A88M', 'K64D', 'V41B', 'F13D', 'W78E', 'R73Q', 'U21W']",5.0,"['D10G', 'F24I', 'T69O', 'X99K', 'P42U']",3.0,"['U68B', 'A24U', 'G62Y']"
419.0,7.0,"['A88M', 'K64D', 'V41B', 'F13D', 'W78E', 'R73Q', 'U21W']",6.0,"['V80R', 'X30R', 'Q57Y', 'H37F', 'P1D', 'H19U']",6.0,"['A88M', 'K64D', 'V41B', 'F13D', 'W78E', 'R73Q']",1.0,['U21W']
420.0,6.0,"['V80R', 'X30R', 'Q57Y', 'H37F', 'P1D', 'H19U']",7.0,"['W21D', 'E22O', 'E73U', 'A48I', 'H7V', 'J7W', 'N46S']",3.0,"['V80R', 'X30R', 'Q57Y']",3.0,"['H37F', 'P1D', 'H19U']"
421.0,7.0,"['W21D', 'E22O', 'E73U', 'A48I', 'H7V', 'J7W', 'N46S']",5.0,"['I1Y', 'P66X', 'D71A', 'U13Q', 'R51F']",6.0,"['W21D', 'E22O', 'E73U', 'A48I', 'H7V', 'J7W']",1.0,['N46S']
422.0,5.0,"['I1Y', 'P66X', 'D71A', 'U13Q', 'R51F']",7.0,"['W100O', 'L64S', 'T17L', 'R56M', 'H22T', 'H6L', 'O75X']",3.0,"['I1Y', 'P66X', 'D71A']",2.0,"['U13Q', 'R51F']"
423.0,7.0,"['W100O', 'L64S', 'T17L', 'R56M', 'H22T', 'H6L', 'O75X']",9.0,"['I36X', 'H86H', 'I30L', 'L5C', 'S70R', 'Q40M', 'F31F', 'Q9H', 'L5A']",5.0,"['W100O', 'L64S', 'T17L', 'R56M', 'H22T']",2.0,"['H6L', 'O75X']"
424.0,9.0,"['I36X', 'H86H', 'I30L', 'L5C', 'S70R', 'Q40M', 'F31F', 'Q9H', 'L5A']",5.0,"['W65S', 'T18O', 'W47L', 'F37D', 'R94I']",6.0,"['I36X', 'H86H', 'I30L', 'L5C', 'S70R', 'Q40M']",3.0,"['F31F', 'Q9H', 'L5A']"
425.0,5.0,"['W65S', 'T18O', 'W47L', 'F37D', 'R94I']",7.0,"['S86X', 'Y41N', 'J6Z', 'E37R', 'Y29N', 'H45P', 'V9L']",4.0,"['W65S', 'T18O', 'W47L', 'F37D']",1.0,['R94I']
426.0,7.0,"['S86X', 'Y41N', 'J6Z', 'E37R', 'Y29N', 'H45P', 'V9L']",6.0,"['Q94H', 'P66B', 'D47I', 'I6J', 'S70F', 'U98E']",4.0,"['S86X', 'Y41N', 'J6Z', 'E37R']",3.0,"['Y29N', 'H45P', 'V9L']"
427.0,6.0,"['Q94H', 'P66B', 'D47I', 'I6J', 'S70F', 'U98E']",8.0,"['X19F', 'B61K', 'J82Z', 'F29H', 'B32X', 'X16F', 'V51Q', 'H92D']",5.0,"['Q94H', 'P66B', 'D47I', 'I6J', 'S70F']",1.0,['U98E']
428.0,8.0,"['X19F', 'B61K', 'J82Z', 'F29H', 'B32X', 'X16F', 'V51Q', 'H92D']",6.0,"['R92G', 'E92R', 'R75Q', 'X85Z', 'T49F', 'V96N']",5.0,"['X19F', 'B61K', 'J82Z', 'F29H', 'B32X']",3.0,"['X16F', 'V51Q', 'H92D']"
429.0,6.0,"['R92G', 'E92R', 'R75Q', 'X85Z', 'T49F', 'V96N']",9.0,"['Y13X', 'N77G', 'X83N', 'K83L', 'F5R', 'O10C', 'C86O', 'L86C', 'L65O']",3.0,"['R92G', 'E92R', 'R75Q']",3.0,"['X85Z', 'T49F', 'V96N']"
430.0,9.0,"['Y13X', 'N77G', 'X83N', 'K83L', 'F5R', 'O10C', 'C86O', 'L86C', 'L65O']",5.0,"['F67X', 'V47W', 'A48Y', 'L55S', 'V52X']",4.0,"['Y13X', 'N77G', 'X83N', 'K83L']",5.0,"['F5R', 'O10C', 'C86O', 'L86C', 'L65O']"
431.0,5.0,"['F67X', 'V47W', 'A48Y', 'L55S', 'V52X']",8.0,"['W77W', 'V79K', 'Z98R', 'J45P', 'G21C', 'W38M', 'V80M', 'L83I']",3.0,"['F67X', 'V47W', 'A48Y']",2.0,"['L55S', 'V52X']"
432.0,8.0,"['W77W', 'V79K', 'Z98R', 'J45P', 'G21C', 'W38M', 'V80M', 'L83I']",7.0,"['I15P', 'P40C', 'W92I', 'J60T', 'S45K', 'U26M', 'H58Z']",4.0,"['W77W', 'V79K', 'Z98R', 'J45P']",4.0,"['G21C', 'W38M', 'V80M', 'L83I']"
433.0,7.0,"['I15P', 'P40C', 'W92I', 'J60T', 'S45K', 'U26M', 'H58Z']",6.0,"['K77K', 'N2S', 'E58H', 'D22Y', 'P59P', 'P94G']",3.0,"['I15P', 'P40C', 'W92I']",4.0,"['J60T', 'S45K', 'U26M', 'H58Z']"
434.0,6.0,"['K77K', 'N2S', 'E58H', 'D22Y', 'P59P', 'P94G']",8.0,"['D66X', 'K2F', 'D38H', 'S83C', 'Z46E', 'N60J', 'U22Q', 'I62L']",5.0,"['K77K', 'N2S', 'E58H', 'D22Y', 'P59P']",1.0,['P94G']
435.0,8.0,"['D66X', 'K2F', 'D38H', 'S83C', 'Z46E', 'N60J', 'U22Q', 'I62L']",7.0,"['K88L', 'V90X', 'X45C', 'Q59T', 'G59T', 'U77D', 'U79K']",5.0,"['D66X', 'K2F', 'D38H', 'S83C', 'Z46E']",3.0,"['N60J', 'U22Q', 'I62L']"
436.0,7.0,"['K88L', 'V90X', 'X45C', 'Q59T', 'G59T', 'U77D', 'U79K']",6.0,"['I96Q', 'F33X', 'Y34W', 'N87R', 'J96X', 'P48S']",3.0,"['K88L', 'V90X', 'X45C']",4.0,"['Q59T', 'G59T', 'U77D', 'U79K']"
437.0,6.0,"['I96Q', 'F33X', 'Y34W', 'N87R', 'J96X', 'P48S']",6.0,"['E74A', 'S69F', 'O27J', 'V82V', 'U56N', 'V83E']",5.0,"['I96Q', 'F33X', 'Y34W', 'N87R', 'J96X']",1.0,['P48S']
438.0,6.0,"['E74A', 'S69F', 'O27J', 'V82V', 'U56N', 'V83E']",5.0,"['B51F', 'Y28P', 'Z17U', 'R85B', 'M52I']",5.0,"['E74A', 'S69F', 'O27J', 'V82V', 'U56N']",1.0,['V83E']
439.0,5.0,"['B51F', 'Y28P', 'Z17U', 'R85B', 'M52I']",7.0,"['I99H', 'R36Y', 'N40C', 'B95J', 'K63M', 'V94I', 'X66O']",3.0,"['B51F', 'Y28P', 'Z17U']",2.0,"['R85B', 'M52I']"
440.0,7.0,"['I99H', 'R36Y', 'N40C', 'B95J', 'K63M', 'V94I', 'X66O']",6.0,"['S28G', 'T61G', 'Q79I', 'S17F', 'U78A', 'U44N']",5.0,"['I99H', 'R36Y', 'N40C', 'B95J', 'K63M']",2.0,"['V94I', 'X66O']"
441.0,6.0,"['S28G', 'T61G', 'Q79I', 'S17F', 'U78A', 'U44N']",7.0,"['Z4X', 'I23R', 'I98U', 'D65W', 'W15W', 'R30K', 'C65W']",3.0,"['S28G', 'T61G', 'Q79I']",3.0,"['S17F', 'U78A', 'U44N']"
442.0,7.0,"['Z4X', 'I23R', 'I98U', 'D65W', 'W15W', 'R30K', 'C65W']",5.0,"['M25E', 'O59J', 'W74N', 'X24L', 'N99L']",4.0,"['Z4X', 'I23R', 'I98U', 'D65W']",3.0,"['W15W', 'R30K', 'C65W']"
443.0,5.0,"['M25E', 'O59J', 'W74N', 'X24L', 'N99L']",8.0,"['T71J', 'S19P', 'K60A', 'C89H', 'P32V', 'O67Z', 'Q9H', 'H32G']",3.0,"['M25E', 'O59J', 'W74N']",2.0,"['X24L', 'N99L']"
444.0,8.0,"['T71J', 'S19P', 'K60A', 'C89H', 'P32V', 'O67Z', 'Q9H', 'H32G']",8.0,"['D5P', 'Z93Y', 'U3T', 'R74Y', 'P28G', 'U18C', 'Y88W', 'O42I']",6.0,"['T71J', 'S19P', 'K60A', 'C89H', 'P32V', 'O67Z']",2.0,"['Q9H', 'H32G']"
445.0,8.0,"['D5P', 'Z93Y', 'U3T', 'R74Y', 'P28G', 'U18C', 'Y88W', 'O42I']",7.0,"['N59M', 'K72U', 'W57G', 'I97Z', 'E71A', 'B90I', 'N46X']",3.0,"['D5P', 'Z93Y', 'U3T']",5.0,"['R74Y', 'P28G', 'U18C', 'Y88W', 'O42I']"
446.0,7.0,"['N59M', 'K72U', 'W57G', 'I97Z', 'E71A', 'B90I', 'N46X']",8.0,"['L83A', 'K20A', 'A30H', 'X97J', 'X65Z', 'I71O', 'O100U', 'T81Q']",5.0,"['N59M', 'K72U', 'W57G', 'I97Z', 'E71A']",2.0,"['B90I', 'N46X']"
447.0,8.0,"['L83A', 'K20A', 'A30H', 'X97J', 'X65Z', 'I71O', 'O100U', 'T81Q']",7.0,"['O80V', 'Y28D', 'N18B', 'I2D', 'V16E', 'N32W', 'G2T']",4.0,"['L83A', 'K20A', 'A30H', 'X97J']",4.0,"['X65Z', 'I71O', 'O100U', 'T81Q']"
448.0,7.0,"['O80V', 'Y28D', 'N18B', 'I2D', 'V16E', 'N32W', 'G2T']",6.0,"['A33D', 'X74P', 'K23A', 'X88W', 'H13C', 'R39Y']",5.0,"['O80V', 'Y28D', 'N18B', 'I2D', 'V16E']",2.0,"['N32W', 'G2T']"
449.0,6.0,"['A33D', 'X74P', 'K23A', 'X88W', 'H13C', 'R39Y']",6.0,"['V77H', 'A88U', 'S10K', 'R59P', 'A46W', 'U80K']",3.0,"['A33D', 'X74P', 'K23A']",3.0,"['X88W', 'H13C', 'R39Y']"
450.0,6.0,"['V77H', 'A88U', 'S10K', 'R59P', 'A46W', 'U80K']",9.0,"['B76W', 'S17Y', 'V13G', 'E7K', 'R53Z', 'P45J', 'V58M', 'X12B', 'J55X']",5.0,"['V77H', 'A88U', 'S10K', 'R59P', 'A46W']",1.0,['U80K']
451.0,9.0,"['B76W', 'S17Y', 'V13G', 'E7K', 'R53Z', 'P45J', 'V58M', 'X12B', 'J55X']",5.0,"['X65I', 'M47F', 'E30Q', 'W64J', 'T40Z']",5.0,"['B76W', 'S17Y', 'V13G', 'E7K', 'R53Z']",4.0,"['P45J', 'V58M', 'X12B', 'J55X']"
452.0,5.0,"['X65I', 'M47F', 'E30Q', 'W64J', 'T40Z']",7.0,"['T79Q', 'F39K', 'H10Y', 'U40G', 'Q27N', 'O25Q', 'U93F']",4.0,"['X65I', 'M47F', 'E30Q', 'W64J']",1.0,['T40Z']
453.0,7.0,"['T79Q', 'F39K', 'H10Y', 'U40G', 'Q27N', 'O25Q', 'U93F']",6.0,"['Z94R', 'H11H', 'A45B', 'E72P', 'X51N', 'O11M']",6.0,"['T79Q', 'F39K', 'H10Y', 'U40G', 'Q27N', 'O25Q']",1.0,['U93F']
454.0,6.0,"['Z94R', 'H11H', 'A45B', 'E72P', 'X51N', 'O11M']",9.0,"['W2X', 'Y28K', 'D4Z', 'R52Q', 'M26P', 'N90R', 'I38P', 'X6Y', 'I96Z']",6.0,"['Z94R', 'H11H', 'A45B', 'E72P', 'X51N', 'O11M']",0.0,[]
455.0,9.0,"['W2X', 'Y28K', 'D4Z', 'R52Q', 'M26P', 'N90R', 'I38P', 'X6Y', 'I96Z']",7.0,"['I43R', 'W34B', 'Y51X', 'T21U', 'C43Q', 'R67U', 'U98S']",3.0,"['W2X', 'Y28K', 'D4Z']",6.0,"['R52Q', 'M26P', 'N90R', 'I38P', 'X6Y', 'I96Z']"
456.0,7.0,"['I43R', 'W34B', 'Y51X', 'T21U', 'C43Q', 'R67U', 'U98S']",6.0,"['Y83W', 'G99A', 'Q10C', 'P9E', 'V14N', 'C46Z']",4.0,"['I43R', 'W34B', 'Y51X', 'T21U']",3.0,"['C43Q', 'R67U', 'U98S']"
457.0,6.0,"['Y83W', 'G99A', 'Q10C', 'P9E', 'V14N', 'C46Z']",8.0,"['C94O', 'E78G', 'J13E', 'D61H', 'G75I', 'L80N', 'F99E', 'N21G']",4.0,"['Y83W', 'G99A', 'Q10C', 'P9E']",2.0,"['V14N', 'C46Z']"
458.0,8.0,"['C94O', 'E78G', 'J13E', 'D61H', 'G75I', 'L80N', 'F99E', 'N21G']",6.0,"['F14Z', 'U17T', 'G33C', 'K49K', 'I20K', 'X58Y']",3.0,"['C94O', 'E78G', 'J13E']",5.0,"['D61H', 'G75I', 'L80N', 'F99E', 'N21G']"
459.0,6.0,"['F14Z', 'U17T', 'G33C', 'K49K', 'I20K', 'X58Y']",6.0,"['K69G', 'J57W', 'K91C', 'B44D', 'D36D', 'G42R']",5.0,"['F14Z', 'U17T', 'G33C', 'K49K', 'I20K']",1.0,['X58Y']
